N	3gram	Tiupa_Hudo_1	Problema
1	тем не менее	3	18
2	то же самое	1	9
3	для того чтобы	2	8
4	содержит в себе	1	7
5	в этом смысле	3	6
6	в таком случае	1	6
7	о том что	1	5
8	в том что	7	5
9	точно так же	1	4
10	только то что	1	4
11	еще не есть	1	4
12	в связи с	1	4
13	той или иной	4	4
14	в то же	5	4
15	сама по себе	2	4
16	иметь в виду	1	3
17	более или менее	5	3
18	далеко не всякий	1	3
19	с точки зрения	3	3
20	может быть и	2	3
21	и тем самым	1	3
22	можно сказать что	3	3
23	в настоящее время	1	3
24	с другой стороны	5	3
25	и того же	2	2
26	в этом случае	1	2
27	что иное как	1	2
28	так или иначе	3	2
29	по крайней мере	1	2
30	именно в этом	1	2
31	в таких случаях	1	2
32	в этих случаях	1	2
33	есть не что	1	2
34	и на его	1	2
35	так же как	1	2
36	тех или иных	2	2
37	не может быть	3	2
38	того или иного	3	2
39	тем и другим	1	2
40	и в самом	1	2
41	одного и того	2	2
42	не что иное	1	2
43	подобно тому как	1	2
44	таким образом что	1	1
45	если он не	1	1
46	чтобы оно стало	1	1
47	в данный момент	2	1
48	мы имеем дело	2	1
49	нет в его	1	1
50	чего нет в	1	1
51	ни к каким	1	1
52	в ее внутренней	1	1
53	не было и	1	1
54	тот или иной	2	1
55	во всей своей	1	1
56	предстают перед нами	1	1
57	говоря и является	1	1
58	и в то	1	1
59	до известной степени	2	1
60	по своей структуре	1	1
61	является одним из	1	1
62	имеем дело не	1	1
63	в самом общем	1	1
64	с которыми он	1	1
65	перед нами не	1	1
66	во всей его	2	1
67	в основе своей	1	1
68	отчет в том	1	1
69	во всех подобных	2	1
70	то или иное	1	1
71	для которого он	1	1
72	в себе никакого	1	1
73	одно и то	3	1
74	между внутренней и	1	1
75	как раз в	1	1
76	в самом начале	1	1
77	можно даже сказать	1	1
78	на первый взгляд	1	1
79	и не быть	1	1
80	и то же	3	1
81	и потому что	1	1
82	в известном смысле	1	1
83	чем собственно говоря	1	1
84	в искусстве не	1	1
85	при этом что	1	1
86	это было бы	1	1
87	внутренней и внешней	2	1
88	не могут быть	1	1
89	несет в себе	2	1
90	еще и потому	1	1
91	бы то ни	1	1
92	и в том	1	1
93	и не субъективно	1	1
94	даже сказать что	1	1
95	заключается в том	1	1
96	в то время	1	1
97	может быть это	1	1
98	ту же самую	1	1
99	всегда так или	1	1
100	то есть как	1	1
101	в этом втором	1	1
102	точки зрения логики	1	1
103	к тому что	2	1
104	в том и	2	1
105	мы встречаемся с	1	1
106	в сравнении с	1	1
107	как и в	1	1
108	к тому же	1	1
109	по своему смыслу	1	1
