N	3gram	Propp_Isto_1	Hudozhes
1	в том что	4	11
2	по отношению к	3	7
3	о том что	3	7
4	подобно тому как	1	4
5	к тому что	1	4
6	не может быть	7	3
7	с одной стороны	4	3
8	для того чтобы	1	3
9	тем не менее	6	3
10	в соответствии с	1	3
11	том что она	1	2
12	о том как	1	2
13	и в этом	1	2
14	до сих пор	5	2
15	и т п	1	2
16	можно было бы	3	2
17	только тем что	1	2
18	в этой связи	1	2
19	но тем не	1	2
20	так же как	2	2
21	же самое что	2	2
22	то же самое	3	2
23	как будто бы	2	2
24	того или иного	1	2
25	не только в	1	2
26	к тому же	1	2
27	и т д	22	2
28	в тот момент	1	1
29	не мешает ему	1	1
30	без другого не	1	1
31	сводится к тому	1	1
32	дело в том	3	1
33	да и не	1	1
34	это было бы	1	1
35	же как и	1	1
36	и у всех	1	1
37	может быть объяснена	1	1
38	однако это не	2	1
39	при этом он	1	1
40	о том чтобы	1	1
41	ни один человек	1	1
42	в том случае	1	1
43	бы то ни	2	1
44	в этом отношении	1	1
45	упоминается и в	1	1
46	точно так же	3	1
47	а иногда и	1	1
48	в это время	1	1
49	в значительной степени	1	1
50	в конечном итоге	2	1
51	едва ли не	1	1
52	что это за	3	1
53	приводит к тому	1	1
54	мы знаем что	1	1
55	это своего рода	1	1
56	сих пор мы	2	1
57	то что она	1	1
58	же обстоит дело	2	1
59	в сад и	1	1
60	она не знает	1	1
61	то время как	3	1
62	а не как	1	1
63	не только для	1	1
64	которая была бы	1	1
65	все же не	2	1
66	как одно из	1	1
67	с другой стороны	5	1
68	на этом пути	1	1
69	содержит в себе	1	1
70	в то время	3	1
71	в первом случае	1	1
72	в этом случае	1	1
73	у окна и	1	1
74	но и для	1	1
75	с самого начала	2	1
76	с того что	3	1
77	того как он	1	1
78	это отнюдь не	1	1
79	что не мешает	1	1
80	именно потому что	1	1
81	но все же	3	1
82	его лица не	1	1
83	тот момент когда	1	1
84	в этой роли	1	1
85	в последней главе	1	1
86	если бы не	1	1
87	после того как	1	1
88	в одном из	1	1
89	легко может быть	1	1
90	ответ на него	1	1
91	мы имеем дело	1	1
92	что и в	1	1
93	т д он	1	1
94	пока еще не	1	1
