N	2gram	Propp_Isto_7	Myslijsy
1	потому что	9	52
2	и в	24	39
3	может быть	14	27
4	в том	7	26
5	только в	6	25
6	не может	14	22
7	что в	13	22
8	не только	21	21
9	так как	8	21
10	а не	8	21
11	в нем	6	20
12	но и	11	20
13	и не	4	18
14	том что	10	16
15	так что	3	16
16	в этом	12	15
17	не в	9	15
18	если бы	1	14
19	по отношению	1	13
20	таким образом	7	13
21	так и	5	13
22	отношению к	1	13
23	было бы	2	12
24	точно так	2	11
25	мы не	4	10
26	как в	12	10
27	по себе	1	10
28	и что	10	10
29	то что	7	10
30	что не	2	10
31	но в	5	9
32	как и	6	9
33	тогда когда	3	9
34	для нас	6	9
35	там же	2	9
36	тем что	6	9
37	но не	6	8
38	точки зрения	4	8
39	того что	6	8
40	со стороны	2	8
41	вместе с	7	8
42	по его	2	7
43	в ней	1	7
44	же с	1	7
45	с этим	2	7
46	духа и	1	7
47	это не	10	7
48	в этих	13	7
49	должны быть	3	7
50	то и	4	7
51	с другой	9	7
52	должно быть	1	7
53	и т	17	6
54	то же	8	6
55	независимо от	1	6
56	все же	9	6
57	и как	1	6
58	при этом	4	6
59	и по	3	6
60	и наоборот	1	6
61	не менее	5	6
62	того как	3	6
63	тем не	4	6
64	что и	8	6
65	еще не	8	6
66	по мере	1	6
67	как бы	4	6
68	то это	5	5
69	во всех	7	5
70	только тогда	1	5
71	не имеют	2	5
72	с тем	1	5
73	не имеет	4	5
74	и его	3	5
75	что при	2	5
76	если же	1	5
77	в его	1	5
78	вовсе не	4	5
79	друг друга	2	5
80	так же	6	5
81	и потому	1	5
82	но это	3	5
83	а в	10	5
84	другой стороны	8	5
85	в таком	1	5
86	этой теории	1	4
87	его мнению	1	4
88	вопрос о	3	4
89	бы ни	1	4
90	а только	1	4
91	увидим что	2	4
92	из этих	3	4
93	т д	16	4
94	в каждом	1	4
95	мы видели	7	4
96	т п	1	4
97	тем самым	1	4
98	в то	2	4
99	не по	2	4
100	а так	1	4
101	никогда не	4	4
102	во всем	2	4
103	не могут	2	4
104	к тому	1	4
105	и даже	3	4
106	в действительности	2	4
107	прежде всего	2	4
108	там где	5	4
109	что мы	3	4
110	от него	3	4
111	от того	1	4
112	мы видим	10	4
113	того же	2	3
114	только потому	1	3
115	но тем	2	3
116	должна быть	1	3
117	что если	1	3
118	и то	1	3
119	вопрос об	1	3
120	тем как	1	3
121	очевидно что	1	3
122	сама по	1	3
123	в своем	1	3
124	хотя и	3	3
125	что по	2	3
126	в самом	2	3
127	что это	6	3
128	думать что	2	3
129	он не	6	3
130	как кажется	1	3
131	так например	2	3
132	то ни	1	3
133	и с	1	3
134	а его	3	3
135	и тем	2	3
136	в жизни	1	3
137	в них	3	3
138	показывает что	8	3
139	в этой	1	3
140	не мог	1	3
141	не так	2	3
142	и при	1	3
143	в своей	1	3
144	и без	1	3
145	с точки	1	3
146	и той	1	3
147	друг другу	1	3
148	что сам	1	3
149	тому что	2	3
150	она не	2	3
151	для того	1	3
152	и другое	2	3
153	на него	2	3
154	находятся в	1	3
155	как она	1	3
156	в сознании	1	3
157	мере того	1	3
158	оно не	1	3
159	для себя	1	3
160	и это	2	3
161	но при	2	3
162	когда в	1	3
163	том как	1	3
164	без сомнения	1	3
165	из одного	3	3
166	с ним	5	3
167	и во	1	3
168	в другой	3	3
169	мы увидим	6	3
170	с одной	5	3
171	из которого	1	3
172	только на	2	3
173	или даже	2	3
174	и их	1	3
175	никто не	1	3
176	с другим	1	3
177	быть названо	1	3
178	связи с	3	3
179	все более	1	3
180	но оно	2	3
181	в самой	1	3
182	одной стороны	5	3
183	в состоянии	4	3
184	и от	2	3
185	то не	4	3
186	и все	6	3
187	по одной	1	3
188	к этой	1	3
189	мы должны	4	3
190	сказать что	2	3
191	как на	1	3
192	одним из	1	2
193	и есть	1	2
194	видеть в	3	2
195	во-первых в	1	2
196	а как	1	2
197	есть не	1	2
198	в некотором	1	2
199	бы то	1	2
200	которое он	1	2
201	то он	1	2
202	не все	3	2
203	тогда как	3	2
204	которые не	2	2
205	что во	2	2
206	что именно	1	2
207	в которой	2	2
208	в целом	1	2
209	образом и	1	2
210	что к	1	2
211	во многих	2	2
212	на то	3	2
213	не могла	1	2
214	что заставляет	2	2
215	и если	3	2
216	после этого	3	2
217	мы можем	4	2
218	и более	1	2
219	из него	1	2
220	но дело	1	2
221	с этой	6	2
222	но все	4	2
223	могла бы	1	2
224	вывести из	1	2
225	на все	1	2
226	мы постараемся	1	2
227	мог бы	1	2
228	но уже	1	2
229	о которых	1	2
230	в один	2	2
231	та что	1	2
232	но если	1	2
233	взгляд на	1	2
234	в их	4	2
235	природы но	1	2
236	что имеет	1	2
237	несомненно что	1	2
238	но он	2	2
239	доказывает что	5	2
240	не могли	1	2
241	это будет	1	2
242	без него	1	2
243	от нас	1	2
244	то чего	1	2
245	дело в	1	2
246	что иное	1	2
247	вытекает из	2	2
248	как причина	1	2
249	в разных	1	2
250	к ней	2	2
251	ее с	1	2
252	одного лица	1	2
253	как будто	1	2
254	не нуждается	1	2
255	образом что	1	2
256	его с	1	2
257	как мы	3	2
258	не будет	2	2
259	мысль о	1	2
260	и может	1	2
261	его самого	1	2
262	и которые	1	2
263	на которую	1	2
264	для этого	1	2
265	них не	1	2
266	о том	9	2
267	никак не	1	2
268	все в	2	2
269	связь между	1	2
270	и только	1	2
271	еще более	1	2
272	известно что	2	2
273	как например	1	2
274	этот вопрос	2	2
275	в народе	1	2
276	для нее	2	2
277	по этому	2	2
278	в таких	2	2
279	уже не	2	2
280	не можем	2	2
281	же в	1	2
282	в начале	1	2
283	при помощи	3	2
284	за ним	1	2
285	к ним	2	2
286	в других	4	2
287	даже и	1	2
288	только по	1	2
289	на основании	1	2
290	на этот	2	2
291	под влиянием	1	2
292	есть явление	1	2
293	если не	4	2
294	связь с	2	2
295	необходимо было	1	2
296	его на	2	2
297	лицом и	1	2
298	что же	1	2
299	и о	2	2
300	видно что	5	2
301	стороны и	2	2
302	между прочим	3	2
303	но с	1	2
304	ли в	1	2
305	или в	8	2
306	тем более	2	2
307	хотя бы	1	2
308	только что	1	2
309	все они	1	2
310	ни было	1	2
311	из этого	1	2
312	жизни и	1	2
313	но эти	1	2
314	все что	1	2
315	от этой	1	1
316	отношения к	1	1
317	не должны	1	1
318	например в	3	1
319	же как	4	1
320	начинается с	4	1
321	должен быть	1	1
322	самом деле	1	1
323	он может	4	1
324	силы и	1	1
325	руки в	2	1
326	бы для	1	1
327	показать что	1	1
328	нам кажется	1	1
329	чего не	1	1
330	от своей	1	1
331	в чисто	1	1
332	из его	1	1
333	что эти	2	1
334	в зависимости	1	1
335	или ее	1	1
336	его не	2	1
337	можно и	1	1
338	мы имеем	12	1
339	или наоборот	1	1
340	в возможности	1	1
341	не столько	3	1
342	переходит к	1	1
343	не вполне	3	1
344	на себя	2	1
345	и другая	1	1
346	нет ли	1	1
347	ему в	1	1
348	зависимости от	1	1
349	почва для	1	1
350	и на	2	1
351	к их	1	1
352	не имел	1	1
353	влияния на	1	1
354	что его	2	1
355	в различных	3	1
356	в чем	5	1
357	и связь	1	1
358	и действительностью	1	1
359	смотрят на	1	1
