N	3gram	Tiupa_Anal_1	Istorich
1	с другой стороны	2	8
2	с одной стороны	3	7
3	в том что	9	5
4	до сих пор	1	4
5	здесь мы имеем	1	4
6	не только в	1	4
7	о том что	3	4
8	мы имеем в	1	4
9	о том как	1	3
10	вместе с тем	1	3
11	в данном случае	2	3
12	не может быть	16	3
13	но и в	2	2
14	приводит нас к	1	2
15	во всяком случае	1	2
16	по отношению к	5	2
17	как и в	1	2
18	что иное как	5	1
19	при встрече с	2	1
20	того что в	2	1
21	должен быть рассмотрен	1	1
22	более или менее	1	1
23	но то что	1	1
24	должны помнить что	1	1
25	в том числе	3	1
26	том что он	2	1
27	в полном соответствии	1	1
28	более высокой ступени	1	1
29	и не может	4	1
30	в таком случае	3	1
31	в зависимости от	1	1
32	по аналогии с	1	1
33	том числе и	1	1
34	еще не означает	1	1
35	на первый взгляд	1	1
36	полном соответствии с	1	1
37	с этой точки	1	1
38	то или иное	1	1
39	одно и то	1	1
40	но в таком	1	1
41	мы должны помнить	1	1
42	и то же	1	1
43	а с другой	1	1
44	все же не	1	1
45	и эти два	1	1
46	в свое время	2	1
47	этой точки зрения	1	1
48	есть не что	3	1
49	вместе с ним	2	1
50	все того же	1	1
51	и вместе с	1	1
52	на примере одного	1	1
53	и тем самым	1	1
54	и те же	1	1
55	подобно тому как	3	1
56	в какой-то степени	1	1
57	могут быть зафиксированы	1	1
58	не что иное	4	1
59	друг с другом	1	1
60	для того чтобы	3	1
61	в обратном порядке	1	1
62	и как будто	1	1
63	здесь как и	1	1
64	смысле этого слова	1	1
65	в стране мертвых	1	1
