N	3gram	Propp_Russ_2	Problemy
1	не может быть	3	6
2	во всяком случае	1	5
3	а между тем	1	3
4	и все это	1	3
5	с другой стороны	1	3
6	смысле этого слова	1	2
7	еще далеко не	1	2
8	подобно тому как	3	2
9	того или другого	1	2
10	в этом случае	6	2
11	но все это	1	2
12	вместе с тем	4	2
13	не входит в	1	2
14	в отличие от	3	2
15	а может быть	1	2
16	такой же степени	1	2
17	и в этом	1	2
18	в такой же	1	2
19	о том что	4	2
20	тем не менее	2	2
21	и т д	5	2
22	как мы видели	1	2
23	т е человека	1	1
24	прежде всего как	1	1
25	в нашу задачу	1	1
26	потому что в	1	1
27	в том же	1	1
28	и в других	4	1
29	на третий день	1	1
30	на самом же	2	1
31	а так как	1	1
32	в этом отношении	1	1
33	то что в	1	1
34	как мы уже	1	1
35	здесь еще не	1	1
36	ту сторону этой	1	1
37	с таким же	1	1
38	в данном случае	6	1
39	но она не	2	1
40	всяком случае не	1	1
41	но может быть	1	1
42	может быть и	1	1
43	видели что в	1	1
44	и в том	1	1
45	входит в нашу	1	1
46	мы видели что	4	1
47	может быть не	1	1
48	а вместе с	1	1
49	мы видели также	1	1
50	все это без	1	1
51	как и в	1	1
52	в свою очередь	1	1
53	по его мнению	1	1
54	самом же деле	2	1
55	можно сказать что	1	1
56	или во всяком	1	1
57	что каждый из	1	1
58	на то что	1	1
59	вопрос о том	1	1
60	для того чтобы	6	1
61	что и от	1	1
62	в том что	18	1
