N	2gram	Losev_Dial_4	VelikijI
1	и не	30	20
2	и в	15	16
3	свободы и	3	12
4	так как	14	9
5	то что	16	9
6	еще не	4	8
7	к богу	1	8
8	в истории	3	8
9	что они	4	7
10	а не	18	7
11	и потому	3	7
12	человека и	2	6
13	не есть	40	6
14	но и	4	5
15	того что	13	5
16	хотя и	6	5
17	религиозного сознания	2	5
18	все это	9	5
19	что есть	2	5
20	как бы	14	5
21	и есть	19	4
22	говорить о	11	4
23	мира сего	1	4
24	в его	4	4
25	к личности	1	4
26	и я	1	4
27	мы хотим	2	4
28	в этом	11	4
29	что он	7	4
30	потому что	10	4
31	в нем	5	4
32	так и	5	4
33	что все	4	4
34	что не	3	4
35	как и	7	4
36	что мы	7	4
37	в котором	2	4
38	в ней	5	4
39	и свободного	1	4
40	в силах	1	4
41	и все	11	4
42	они будут	1	4
43	все что	2	4
44	в абсолютном	2	3
45	от этого	3	3
46	и что	9	3
47	должна быть	7	3
48	хотя бы	4	3
49	то это	1	3
50	как не	2	3
51	лишь в	2	3
52	в чем	8	3
53	с его	5	3
54	во всех	2	3
55	что и	6	3
56	и будет	2	3
57	в том	11	3
58	тот же	1	3
59	но в	3	3
60	бы и	3	3
61	все эти	3	3
62	истории человечества	1	3
63	и они	1	3
64	за ним	1	3
65	в конце	1	3
66	их в	1	3
67	в своей	3	3
68	и мы	7	3
69	в жизни	5	3
70	ни в	8	3
71	в них	2	3
72	не было	2	3
73	должно быть	2	3
74	всемирной истории	1	3
75	нет ничего	6	3
76	что я	5	3
77	не в	8	3
78	этих трех	1	3
79	но это	4	3
80	не имеет	14	3
81	не верят	1	3
82	никогда не	2	3
83	личности и	10	3
84	превращается в	1	3
85	и для	5	3
86	жизни и	4	3
87	что в	7	3
88	оно не	2	3
89	а между	1	2
90	и это	8	2
91	нем нет	2	2
92	того чтобы	5	2
93	и то	3	2
94	вечности и	1	2
95	но мы	2	2
96	это мы	1	2
97	верит в	1	2
98	и т	17	2
99	можно было	1	2
100	его не	1	2
101	бога как	1	2
102	мы не	9	2
103	чудо то	2	2
104	с ним	3	2
105	мы это	1	2
106	в личности	1	2
107	своей истории	2	2
108	ее и	1	2
109	и во	2	2
110	я думаю	2	2
111	нет и	2	2
112	вслед за	1	2
113	от этих	2	2
114	человека как	1	2
115	только в	7	2
116	личности а	2	2
117	в себя	5	2
118	третье и	1	2
119	ничего и	1	2
120	конечно не	2	2
121	уже не	9	2
122	не только	8	2
123	раз навсегда	1	2
124	его и	1	2
125	не так	1	2
126	земли и	1	2
127	не могли	2	2
128	вот почему	3	2
129	тем что	2	2
130	на том	1	2
131	не будет	2	2
132	великая тайна	1	2
133	это не	12	2
134	т д	15	2
135	чудо от	1	2
136	истории и	2	2
137	прежде всего	11	2
138	все равно	2	2
139	с тем	4	2
140	один из	4	2
141	тысячу лет	1	2
142	и тогда	2	2
143	мира в	1	2
144	я говорю	2	2
145	зачем же	1	2
146	и последнее	1	2
147	не могут	2	2
148	которой они	1	2
149	тем кто	1	2
150	мир и	4	2
151	что было	2	2
152	да и	2	2
153	личность как	4	2
154	одна из	1	2
155	уже на	1	2
156	почему в	1	2
157	том что	10	2
158	тот кто	2	2
159	от него	3	2
160	и теперь	1	2
161	они и	1	2
162	ее в	2	2
163	но теперь	1	2
164	есть уже	1	2
165	людей и	1	2
166	давно уже	1	2
167	это все	2	2
168	а в	1	2
169	в духе	1	2
170	могут быть	3	2
171	всего в	1	2
172	во всяком	2	2
173	чудо и	4	1
174	божьего и	1	1
175	эта идея	1	1
176	речь идет	1	1
177	как мы	1	1
178	имя этого	1	1
179	быть может	1	1
180	в виду	9	1
181	в сердце	1	1
182	в ее	2	1
183	в словах	3	1
184	роль в	1	1
185	он всегда	2	1
186	от чуда	1	1
187	да неужто	1	1
188	мы будем	2	1
189	которое может	1	1
190	то же	9	1
191	их и	1	1
192	вечное и	1	1
193	и которые	1	1
194	говорим мы	1	1
195	от всякой	1	1
196	из всего	1	1
197	в результате	6	1
198	истины и	1	1
199	и тут	3	1
200	да будет	1	1
201	это только	1	1
202	по сравнению	2	1
203	что уже	2	1
204	вопрос о	2	1
205	самой жизни	1	1
206	и вообще	7	1
207	только это	1	1
208	находится в	2	1
209	тогда нет	2	1
210	никогда и	2	1
211	я не	5	1
212	и ее	8	1
213	по смыслу	2	1
214	же что	3	1
215	зависимости от	1	1
216	кто же	1	1
217	ты ли	2	1
218	думаю что	2	1
219	в их	3	1
220	и на	5	1
221	после того	1	1
222	вечной жизни	1	1
223	природы и	2	1
224	все в	1	1
225	что оно	7	1
226	к нему	1	1
227	что люди	1	1
228	тогда мы	1	1
229	но как	2	1
230	от них	1	1
231	в новом	1	1
232	что человек	2	1
233	так говорят	1	1
234	себе и	2	1
235	бы в	4	1
236	не просто	7	1
237	крайней мере	7	1
238	и можно	5	1
239	и чем	2	1
240	что бы	1	1
241	существует как	1	1
242	как в	3	1
243	есть идея	1	1
244	и самые	1	1
245	своей и	3	1
246	бытия на	1	1
247	божий и	1	1
248	чудо что	1	1
249	в своем	5	1
250	абсолютной и	2	1
251	что нет	1	1
252	все же	2	1
253	но с	1	1
254	д и	3	1
255	сделать это	2	1
256	и воплощение	1	1
257	есть что-нибудь	1	1
258	мы видим	4	1
259	с ними	4	1
260	же за	1	1
261	и каким	1	1
262	и так	2	1
263	в самом	2	1
264	у них	1	1
265	в которой	2	1
266	образа в	2	1
267	что это	13	1
268	бы ни	2	1
269	их не	1	1
270	существует лишь	1	1
271	пределов для	1	1
272	личности она	1	1
273	законам природы	2	1
274	тоже не	2	1
275	этот третий	1	1
276	в этой	4	1
277	в известном	1	1
278	чего хочет	1	1
279	свободе человека	1	1
280	жизни там	1	1
281	же и	2	1
282	личности но	3	1
283	уже в	1	1
284	то и	2	1
285	в виде	3	1
286	и если	3	1
287	но прежде	1	1
288	по законам	2	1
289	и стало	4	1
290	слова не	1	1
291	должно иметь	1	1
292	о которой	1	1
293	в я	1	1
294	теперь это	1	1
295	опять-таки не	1	1
296	и вот	11	1
297	вовсе не	6	1
298	не для	1	1
299	себя от	1	1
300	отношение к	1	1
301	как абсолютная	1	1
302	самоутверждение личности	2	1
303	но что	5	1
304	бытия и	4	1
305	хотел только	1	1
306	и предельного	1	1
307	вечности вот	1	1
308	и по	2	1
309	на этом	3	1
310	личности то	1	1
311	переход к	1	1
312	он так	1	1
313	и вместе	1	1
314	человека в	1	1
315	тут не	2	1
316	бы это	1	1
317	для того	5	1
318	то ни	4	1
319	в едином	1	1
320	в состоянии	1	1
321	ничего выше	1	1
322	конечно в	1	1
323	не были	1	1
324	и с	4	1
325	ней и	1	1
326	ними как	1	1
327	тогда это	1	1
328	а его	1	1
329	в бездну	1	1
330	с другой	1	1
331	художественный образ	1	1
332	есть не	5	1
333	в массе	1	1
334	к миру	1	1
335	весь мир	2	1
336	и тем	6	1
337	души и	1	1
338	говорит о	3	1
339	к человеку	1	1
340	мира есть	1	1
341	них и	1	1
342	церкви и	1	1
343	она и	1	1
344	и опять	1	1
345	не всегда	3	1
346	и уже	4	1
347	жизнь в	1	1
348	для чего	1	1
349	между собою	2	1
350	имеет никакой	1	1
351	него не	1	1
352	о вечности	1	1
353	в великом	1	1
354	могут сказать	1	1
355	личность есть	7	1
356	категории не	1	1
357	стороны в	1	1
358	только мы	2	1
359	действии и	2	1
360	вместе с	2	1
361	так же	4	1
362	привязанность к	1	1
363	личности если	1	1
364	ко всем	1	1
365	как это	2	1
366	что личность	2	1
367	человека к	1	1
368	есть такое	1	1
369	личность о	1	1
370	является и	1	1
371	мы в	1	1
372	еще с	1	1
373	их к	1	1
374	в человеке	2	1
375	у нас	3	1
376	в которых	1	1
377	сравнению с	2	1
378	в бытие	1	1
379	ведет к	1	1
380	в одном	4	1
381	о личности	10	1
382	но я	1	1
383	не понимает	2	1
384	почему мы	1	1
385	его когда	1	1
386	а потом	1	1
387	по крайней	7	1
388	поскольку он	2	1
389	есть еще	2	1
390	абсолютная истина	1	1
391	это значит	8	1
392	свобода и	1	1
393	так хорошо	3	1
394	если нет	1	1
395	и великолепно	1	1
396	с этой	2	1
397	и очень	1	1
398	нет никакого	3	1
399	и нет	3	1
400	на тысячу	1	1
401	можно ли	1	1
402	временного в	1	1
403	есть прежде	3	1
404	и другое	2	1
405	думают что	2	1
406	говорит великий	1	1
407	не по	2	1
408	тайна и	1	1
409	и именно	2	1
410	указать на	1	1
411	но она	1	1
412	нам и	1	1
413	и от	1	1
414	как религия	1	1
415	к спасению	1	1
416	найти в	3	1
417	и всегда	1	1
418	мира и	1	1
419	это как	2	1
420	которая в	1	1
421	ничего не	17	1
422	человек и	1	1
423	в разных	2	1
424	того как	2	1
425	говорю здесь	1	1
426	лишь как	4	1
427	может быть	17	1
428	природы в	1	1
429	конце концов	1	1
430	видим что	4	1
431	будем говорить	1	1
432	во всем	2	1
433	будто бы	1	1
434	истории нет	1	1
435	утверждения личности	1	1
436	к жизни	3	1
437	но вот	1	1
438	на части	1	1
439	к ее	1	1
440	из сторон	1	1
441	жизни в	1	1
442	что на	2	1
443	может и	2	1
444	ничего нельзя	1	1
445	о своем	1	1
446	верим что	1	1
447	и права	1	1
448	другой стороны	2	1
449	есть метафизическое	1	1
450	не быть	1	1
451	религии и	1	1
452	но все	2	1
453	и идеи	2	1
454	есть и	3	1
455	есть то	5	1
456	к этому	3	1
457	всего что	1	1
458	я вижу	2	1
459	взятого в	1	1
460	в своих	1	1
461	в процессе	1	1
462	в противоположность	2	1
463	себя и	3	1
464	она не	4	1
