N	2gram	Losev_Prob_2	EvropaiC
1	таким образом	4	32
2	в том	12	31
3	и в	35	24
4	том что	19	20
5	все эти	7	19
6	не может	13	18
7	то что	38	17
8	может быть	18	15
9	все же	8	15
10	точки зрения	2	13
11	самом деле	4	12
12	в своем	4	12
13	до сих	4	12
14	в этом	17	12
15	сих пор	4	12
16	с этим	5	11
17	между тем	1	11
18	все это	4	11
19	во всех	2	10
20	так и	7	10
21	как бы	4	10
22	все что	3	10
23	на то	6	9
24	при этом	3	9
25	как и	5	9
26	в результате	4	9
27	что в	11	9
28	а и	1	8
29	в самом	5	8
30	мы говорили	1	8
31	не в	2	8
32	идет речь	2	8
33	ясно что	8	8
34	если бы	4	8
35	так же	5	8
36	и все	5	8
37	на самом	4	7
38	из этих	3	7
39	в силу	1	7
40	о которых	3	7
41	или менее	4	7
42	не менее	13	7
43	в психике	1	7
44	того чтобы	2	7
45	по своей	1	7
46	к тому	3	7
47	для этого	3	7
48	о том	18	7
49	и что	13	7
50	что он	4	7
51	для того	3	7
52	но и	16	7
53	и не	37	7
54	более или	4	7
55	о котором	3	7
56	из этого	2	7
57	должна быть	1	6
58	еще не	10	6
59	и на	5	6
60	в общем	4	6
61	в этой	9	6
62	несмотря на	3	6
63	и при	2	6
64	от друга	2	6
65	с ним	1	6
66	что и	2	6
67	того что	12	6
68	только в	14	6
69	все они	1	6
70	так что	11	6
71	так как	7	6
72	мы можем	6	6
73	друг от	2	6
74	с другой	6	6
75	вместе с	2	6
76	отличается от	2	6
77	у них	1	6
78	как на	2	6
79	столь же	1	5
80	основано на	1	5
81	и к	3	5
82	но в	6	5
83	что это	1	5
84	в целом	3	5
85	в себе	5	5
86	не только	24	5
87	и если	3	5
88	но все	2	5
89	не будет	11	5
90	что все	6	5
91	и с	10	5
92	лишь в	3	5
93	его в	3	5
94	между собою	4	5
95	и без	5	5
96	что с	2	5
97	в то	6	5
98	как будто	6	5
99	что при	4	5
100	в его	7	5
101	потому что	13	5
102	и их	3	5
103	именно в	1	5
104	далеко не	4	5
105	ничем не	2	5
106	другой стороны	5	5
107	по своему	5	5
108	быть и	2	5
109	и для	6	5
110	и от	3	5
111	случае если	2	5
112	к этому	1	5
113	одним из	1	4
114	в такой	2	4
115	и то	10	4
116	то же	5	4
117	мы уже	3	4
118	между собой	5	4
119	что его	1	4
120	отношение к	1	4
121	хотя и	3	4
122	значительная часть	1	4
123	он не	2	4
124	всех этих	4	4
125	том случае	2	4
126	должно быть	2	4
127	в их	3	4
128	оказывается что	3	4
129	выше мы	1	4
130	тем не	12	4
131	этой области	3	4
132	из которых	2	4
133	что эта	1	4
134	связи с	5	4
135	многие из	1	4
136	в дальнейшем	1	4
137	никогда не	1	4
138	если мы	9	4
139	не есть	33	4
140	в виде	6	4
141	не так	2	4
142	в конце	7	4
143	все-таки не	1	4
144	без того	2	4
145	в области	6	4
146	а с	1	4
147	в в	2	4
148	которых мы	1	4
149	конце концов	7	4
150	не могут	4	4
151	это есть	1	4
152	самого себя	2	4
153	в состоянии	2	4
154	этом случае	7	4
155	мы должны	3	4
156	хотя бы	12	4
157	состоит из	2	4
158	совершенно не	2	4
159	в таком	11	4
160	же как	1	3
161	вопрос о	3	3
162	но по	1	3
163	не вполне	4	3
164	но даже	3	3
165	то очевидно	1	3
166	самих себя	1	3
167	в данном	10	3
168	мы будем	1	3
169	которые не	2	3
170	в истории	3	3
171	еще больше	1	3
172	и наконец	3	3
173	так или	6	3
174	в нашем	3	3
175	в тех	2	3
176	к которой	1	3
177	в нем	1	3
178	на земле	1	3
179	и по	3	3
180	они должны	1	3
181	на этой	2	3
182	заключается в	4	3
183	это не	1	3
184	на почве	1	3
185	с тем	3	3
186	чем в	1	3
187	и того	3	3
188	в этих	4	3
189	что если	4	3
190	представление о	5	3
191	даже в	2	3
192	что их	2	3
193	образом в	1	3
194	для нас	9	3
195	уже и	3	3
196	за ними	1	3
197	от того	1	3
198	у нас	18	3
199	должны быть	1	3
200	основаны на	1	3
201	что оно	2	3
202	ничего общего	3	3
203	и это	5	3
204	то ни	3	3
205	данном случае	5	3
206	и вообще	16	3
207	с одной	5	3
208	настоящее время	16	3
209	может не	1	3
210	различия между	1	3
211	тот же	4	3
212	отличаются друг	1	3
213	сказали что	2	3
214	основанные на	1	3
215	рассматриваться как	1	3
216	конечно не	2	3
217	различия в	1	3
218	при помощи	8	3
219	от тех	1	3
220	каждый из	2	3
221	или иначе	6	3
222	прежде всего	11	3
223	а наоборот	1	3
224	же не	1	3
225	в связи	5	3
226	и потому	1	3
227	мы сказали	1	3
228	в с	2	3
229	в настоящее	16	3
230	не то	2	3
231	бы в	3	3
232	тем более	10	3
233	а в	4	3
234	что мы	14	3
235	эти элементы	2	3
236	можно назвать	1	3
237	ту же	1	2
238	этого последнего	1	2
239	и до	1	2
240	что эти	1	2
241	входящих в	2	2
242	по его	1	2
243	также и	12	2
244	а для	1	2
245	с ее	1	2
246	и ее	2	2
247	мы и	6	2
248	в ней	2	2
249	что оба	1	2
250	в а	1	2
251	бы то	2	2
252	тем как	1	2
253	во всяком	13	2
254	друг к	2	2
255	но как	6	2
256	заметим что	1	2
257	только тогда	3	2
258	совершенно ясно	1	2
259	и будет	1	2
260	что они	3	2
261	из таких	1	2
262	общего с	2	2
263	есть в	4	2
264	не очень	2	2
265	а будет	2	2
266	то в	1	2
267	и те	1	2
268	если он	1	2
269	что она	4	2
270	не следует	1	2
271	о которой	1	2
272	одной и	2	2
273	или вовсе	1	2
274	а это	3	2
275	что такой	1	2
276	к другу	2	2
277	то есть	39	2
278	нашем случае	1	2
279	в глазах	1	2
280	в них	2	2
281	и особенно	2	2
282	и уже	1	2
283	потому и	1	2
284	такой же	1	2
285	на первый	4	2
286	весьма часто	1	2
287	но если	4	2
288	давно уже	1	2
289	никто не	3	2
290	представить себе	4	2
291	можно ли	6	2
292	на каждом	1	2
293	что до	2	2
294	в которых	1	2
295	он тоже	2	2
296	образом и	1	2
297	и более	5	2
298	тому что	3	2
299	она не	3	2
300	тем самым	7	2
301	тогда когда	3	2
302	одна из	3	2
303	на себе	1	2
304	на него	2	2
305	в основе	3	2
306	что представление	1	2
307	из предыдущего	1	2
308	говорить о	10	2
309	мы все	3	2
310	только не	3	2
311	общим именем	1	2
312	этих двух	1	2
313	в противоречие	1	2
314	на этом	1	2
315	что на	4	2
316	от нее	1	2
317	если же	3	2
318	о них	2	2
319	как мы	5	2
320	как не	1	2
321	только при	2	2
322	эта часть	1	2
323	на том	3	2
324	и сам	2	2
325	что у	1	2
326	на нее	1	2
327	в виду	8	2
328	сводится к	2	2
329	в другом	1	2
330	и поэтому	2	2
331	другими словами	6	2
332	к нему	2	2
333	в ту	1	2
334	если это	2	2
335	было бы	8	2
336	но с	1	2
337	этот вопрос	1	2
338	пришлось бы	1	2
339	в вопросе	1	2
340	и так	1	2
341	между этими	2	2
342	то и	4	2
343	ни было	1	2
344	это обстоятельство	2	2
345	не будут	1	2
346	всяком случае	10	2
347	вовсе не	37	2
