N	3gram	Tiupa_Hudo_1	StatiiOP
1	в том что	7	11
2	не может быть	3	5
3	в этом смысле	3	4
4	по крайней мере	1	4
5	с точки зрения	3	4
6	с другой стороны	5	4
7	о том что	1	4
8	в то время	1	4
9	состоит в том	5	3
10	прежде всего в	1	3
11	в связи с	1	3
12	то же время	5	3
13	может быть это	1	3
14	в то же	5	3
15	может быть назван	1	2
16	говорит что он	1	2
17	себе отчет в	1	2
18	с одной стороны	2	2
19	заключается в том	1	2
20	мы имеем в	3	2
21	к тому что	2	2
22	а с другой	2	2
23	тем не менее	3	2
24	можно сказать что	3	1
25	из этих двух	1	1
26	я думаю что	1	1
27	бог сойти с	1	1
28	иметь в виду	1	1
29	более или менее	5	1
30	каждой из них	1	1
31	сойти с ума	1	1
32	в одной из	1	1
33	то же самое	1	1
34	одной из своих	1	1
35	не было и	1	1
36	для себя и	1	1
37	том что он	1	1
38	тот или иной	2	1
39	является одним из	1	1
40	с этой точки	1	1
41	каждая из этих	1	1
42	как раз в	1	1
43	и со всеми	1	1
44	в самом начале	1	1
45	и который в	1	1
46	в поле зрения	1	1
47	к вопросу о	1	1
48	в литературных произведениях	1	1
49	в известном смысле	1	1
50	по большей части	2	1
51	на котором он	1	1
52	так или иначе	3	1
53	приводит к тому	2	1
54	тем или иным	1	1
55	в той или	2	1
56	в том отношении	1	1
57	не дай мне	1	1
58	остаться самим собой	1	1
59	этой точки зрения	1	1
60	в свою очередь	2	1
61	отчет в том	1	1
62	и в самом	1	1
63	в статье о	1	1
64	той или иной	4	1
65	том отношении что	1	1
66	мне бог сойти	1	1
67	в известной степени	1	1
68	в данном отношении	1	1
69	или иной мере	1	1
70	отдает себе отчет	1	1
71	ведет нас к	1	1
72	так что она	1	1
73	для того чтобы	2	1
74	дело не в	1	1
75	дай мне бог	1	1
76	значении этого термина	2	1
77	в русской литературе	2	1
