N	2gram	Nazirov_Tr_1	Tvorches
1	у достоевского	5	30
2	и в	18	20
3	в году	9	16
4	в романе	10	15
5	и т	1	13
6	в романах	1	13
7	романах достоевского	2	13
8	не только	8	13
9	никогда не	2	11
10	м м	1	11
11	преступлении и	2	11
12	как бы	7	11
13	в преступлении	2	10
14	таким образом	1	10
15	в то	5	10
16	в его	3	10
17	и наказании	2	10
18	достоевского в	3	9
19	и его	6	9
20	и не	7	9
21	ивана карамазова	2	8
22	достоевского не	1	8
23	при этом	3	8
24	и с	7	8
25	в том	2	8
26	может быть	7	8
27	в этом	9	8
28	прежде всего	4	8
29	но и	4	8
30	то же	5	7
31	это не	5	7
32	л п	1	7
33	представление о	1	7
34	же время	6	7
35	иван карамазов	1	7
36	наряду с	1	7
37	потому что	2	7
38	достоевский в	7	7
39	не может	5	7
40	xix века	1	7
41	братьях карамазовых	1	7
42	что в	4	7
43	из подполья	1	6
44	в целом	4	6
45	в братьях	1	6
46	как и	5	6
47	в своей	1	6
48	князь мышкин	2	6
49	что он	6	6
50	так и	5	6
51	в конце	3	6
52	у него	6	6
53	именно в	1	6
54	а не	1	6
55	в бесах	9	6
56	в основном	3	6
57	все это	4	6
58	болевого эффекта	1	6
59	например в	1	5
60	еще не	4	5
61	и на	7	5
62	но не	1	5
63	все же	5	5
64	в этой	4	5
65	если он	1	5
66	и сам	3	5
67	в мире	3	5
68	романа достоевского	2	5
69	достоевский не	4	5
70	то есть	3	5
71	о том	2	5
72	и даже	4	5
73	но это	4	5
74	так же	4	5
75	все эти	3	4
76	и достоевский	1	4
77	отнюдь не	3	4
78	настасьи филипповны	1	4
79	как в	3	4
80	но в	6	4
81	не в	2	4
82	в дальнейшем	5	4
83	что она	2	4
84	об этом	4	4
85	года и	1	4
86	в черновиках	1	4
87	настасья филипповна	2	4
88	тем самым	3	4
89	ничего не	2	4
90	по нашему	1	4
91	в духе	1	4
92	в известной	2	4
93	в чем	1	4
94	образ князя	4	4
95	мы видим	1	4
96	в душе	2	4
97	нашему мнению	1	4
98	и потому	1	4
99	и от	1	4
100	том что	4	4
101	но у	1	4
102	одним из	1	3
103	человека и	1	3
104	на западе	1	3
105	по мнению	2	3
106	х годов	1	3
107	самой своей	1	3
108	что достоевский	4	3
109	он сам	7	3
110	роман достоевского	2	3
111	романе идиот	3	3
112	тогда как	1	3
113	о жизни	2	3
114	это был	2	3
115	в письмах	2	3
116	в себе	4	3
117	в нем	4	3
118	он не	2	3
119	в записках	2	3
120	в образе	6	3
121	а затем	1	3
122	его в	2	3
123	но уже	1	3
124	достоевского но	1	3
125	в самом	2	3
126	в котором	1	3
127	своего рода	3	3
128	тем что	2	3
129	одна из	2	3
130	великий писатель	2	3
131	и это	2	3
132	быть может	1	3
133	с ним	3	3
134	мире достоевского	1	3
135	творческий процесс	1	3
136	между тем	1	3
137	романа и	3	3
138	уже не	2	3
139	записках из	3	3
140	рассказывает о	1	3
141	для него	3	3
142	то что	4	3
143	как у	2	3
144	к роману	1	3
145	и др	1	3
146	что не	1	3
147	в рассказе	2	3
148	xx века	1	3
149	вместе с	1	3
150	несколько раз	1	3
151	с этой	1	3
152	один из	3	3
153	не является	1	3
154	по самой	1	3
155	жизни в	1	3
156	в таком	2	3
157	самом деле	1	2
158	и есть	1	2
159	проникает в	1	2
160	он всегда	4	2
161	iii части	1	2
162	со своими	1	2
163	я не	4	2
164	и он	3	2
165	в xix	1	2
166	роман и	1	2
167	в ее	2	2
168	в быту	1	2
169	тут же	2	2
170	во многом	1	2
171	так что	2	2
172	в истории	1	2
173	писателя в	1	2
174	и наконец	1	2
175	имеет в	2	2
176	но эта	2	2
177	в которой	1	2
178	отказывается от	2	2
179	бы не	1	2
180	т п	1	2
181	так сказать	1	2
182	и если	1	2
183	идей и	1	2
184	и по	1	2
185	по словам	2	2
186	говорил что	1	2
187	известно что	1	2
188	он же	1	2
189	достоевского и	1	2
190	которой он	1	2
191	отразились в	1	2
192	произведениях достоевского	1	2
193	и еще	1	2
194	не выдерживает	1	2
195	в такой	1	2
196	не столько	1	2
197	в отличие	2	2
198	что я	4	2
199	одном из	2	2
200	права на	2	2
201	идиот и	1	2
202	не могли	1	2
203	что этот	2	2
204	теперь я	1	2
205	так он	1	2
206	не менее	1	2
207	xviii века	1	2
208	я буду	2	2
209	он еще	1	2
210	xix веке	2	2
211	достоевским в	2	2
212	достоевский никогда	1	2
213	что на	1	2
214	и далее	1	2
215	мы узнаем	1	2
216	могут быть	1	2
217	части романа	1	2
218	с иваном	2	2
219	же не	1	2
220	достоевского к	1	2
221	роль в	1	2
222	веру в	2	2
223	известной мере	1	2
224	и что	4	2
225	восходит к	1	2
226	окончательном тексте	1	2
227	всяком случае	1	2
228	все время	1	2
229	о своих	1	2
230	в литературе	1	2
231	не случайно	2	2
232	с ними	1	2
233	только в	1	2
234	князя и	1	2
235	и ее	2	2
236	всегда с	1	2
237	человеческой личности	2	2
238	уже в	3	2
239	героя с	1	2
240	в виде	2	2
241	не так	2	2
242	в одном	2	2
243	но достоевский	4	2
244	друг друга	2	2
245	сильнее и	1	2
246	отличие от	2	2
247	рядом с	1	2
248	понимаем что	1	2
249	июля года	1	2
250	с другим	1	2
251	на князя	1	2
252	образе князя	2	2
253	не было	1	2
254	на этот	1	2
255	в частности	2	2
256	не знал	1	2
257	к жизни	5	2
258	в россии	1	2
259	это его	1	2
260	это уже	2	2
261	в окончательном	1	2
262	себя на	1	2
263	в силах	2	2
264	для достоевского	2	2
265	доминантой характера	1	2
266	ii с	1	2
267	но если	1	2
268	героя и	1	2
269	достоевский мог	1	2
270	а я	5	2
271	во всяком	1	2
272	этого романа	2	1
273	вряд ли	2	1
274	ту же	1	1
275	если б	2	1
276	узнаем в	1	1
277	в сфере	1	1
278	ставил перед	1	1
279	как его	1	1
280	отметим что	1	1
281	а между	1	1
282	на другой	1	1
283	и должно	1	1
284	это и	1	1
285	перед читателем	1	1
286	роман о	2	1
287	в первом	2	1
288	поэтому он	1	1
289	сам автор	1	1
290	объясняется и	1	1
291	степан трофимович	2	1
292	века в	1	1
293	и за	2	1
294	той же	1	1
295	отцов и	1	1
296	незадолго до	1	1
297	господствует над	1	1
298	что уже	1	1
299	из своих	2	1
300	роман в	1	1
301	не вполне	1	1
302	на себя	1	1
303	это сказывается	1	1
304	продолжается за	1	1
305	эжена сю	4	1
306	в сцене	1	1
307	литературы и	1	1
308	он был	2	1
309	между собой	1	1
310	быть в	1	1
311	не был	2	1
312	ii части	1	1
313	с его	2	1
314	во всех	1	1
315	году по	1	1
316	больших романах	1	1
317	рассказе бобок	1	1
318	отказ от	1	1
319	но как	1	1
320	жизни своей	1	1
321	иронию и	1	1
322	в противовес	1	1
323	отношение к	2	1
324	такой силой	1	1
325	далее следует	1	1
326	это самое	1	1
327	чем же	1	1
328	глаза ее	1	1
329	и унижения	1	1
330	сей день	2	1
331	в душу	1	1
332	перед нами	2	1
333	третий раз	1	1
334	и как	3	1
335	говорит что	2	1
336	хочет сделать	1	1
337	новую жизнь	1	1
338	общеизвестно что	1	1
339	с г	2	1
340	на всем	2	1
341	и детей	2	1
342	сливается с	1	1
343	автор в	1	1
344	что это	5	1
345	говорили что	1	1
346	гениального писателя	1	1
347	представляет собой	1	1
348	все по	1	1
349	а теперь	1	1
350	его а	1	1
351	смысл этого	1	1
352	и до	2	1
353	очень важно	2	1
354	и внушать	1	1
355	главе романа	1	1
356	высшей степени	1	1
357	этого характера	1	1
358	не значит	1	1
359	о золотом	1	1
360	к одному	1	1
361	не к	1	1
362	что нужно	1	1
363	и вот	1	1
364	отец ее	1	1
365	способен на	1	1
366	можно было	1	1
367	голод и	2	1
368	что все	2	1
369	мере использует	1	1
370	а по	1	1
371	достоевский создал	2	1
372	заключается в	1	1
373	создание характера	1	1
374	в глазах	2	1
375	смотреть на	1	1
376	понял что	1	1
377	в мистический	1	1
378	по себе	1	1
379	к знаменитому	1	1
380	мог бы	3	1
381	ни в	2	1
382	от какого-то	1	1
383	в них	1	1
384	нет в	2	1
385	рассказывает в	1	1
386	тот самый	1	1
387	всю жизнь	1	1
388	его перед	1	1
389	несмотря на	5	1
390	заставляет вспомнить	1	1
391	бунта против	2	1
392	образ на	1	1
393	ведет к	1	1
394	в развитии	1	1
395	очень важный	1	1
396	должно быть	3	1
397	писатель не	2	1
398	не мог	2	1
399	перед собой	1	1
400	хозяйки и	1	1
401	манеры достоевского	1	1
402	можно так	1	1
403	могли удовлетворить	1	1
404	в ходе	2	1
405	это наслаждение	2	1
406	и юмор	1	1
407	это деление	1	1
408	в женеве	1	1
409	этой связи	1	1
410	я его	1	1
411	достоевский всегда	1	1
412	если можно	1	1
413	характера князя	1	1
414	через каторгу	1	1
415	со ставрогиным	2	1
416	достоевский уже	3	1
417	и о	1	1
418	должны были	1	1
419	сам же	1	1
420	в iii	1	1
421	но он	1	1
422	авторские ремарки	1	1
423	время показывает	1	1
424	ту степень	1	1
425	возвращается к	1	1
426	любовь к	1	1
427	тому что	1	1
428	тексте в	1	1
429	что христос	1	1
430	содержит в	1	1
431	вплоть до	1	1
432	сам достоевский	3	1
433	это чувство	1	1
434	она не	1	1
435	что с	3	1
436	на земле	1	1
437	достоевский сам	1	1
438	в обоих	1	1
439	спор с	1	1
440	которой не	1	1
441	карамазова в	1	1
442	точно так	2	1
443	творчества достоевского	1	1
444	вечного бунта	1	1
445	но только	1	1
446	он с	1	1
447	не имеет	2	1
448	на путях	1	1
449	ужас и	1	1
450	стыд за	1	1
451	символическое значение	1	1
452	она должна	2	1
453	в русском	2	1
454	к ней	1	1
455	карамазовых не	1	1
456	с чертами	1	1
457	особое значение	1	1
458	собственной личности	1	1
459	большие голубые	2	1
460	событий и	1	1
461	как будто	3	1
462	достоевский прямо	1	1
463	в области	1	1
464	ли это	1	1
465	нашей эпохи	1	1
466	перед ним	1	1
467	в момент	1	1
468	к себе	1	1
469	не могут	2	1
470	встречается в	1	1
471	изобилуют в	1	1
472	сходство с	1	1
473	и холод	1	1
474	к тому	2	1
475	что оно	1	1
476	за что	1	1
477	всего что	1	1
478	в поле	3	1
479	ее собственной	1	1
480	указывает на	1	1
481	князь валковский	9	1
482	в применении	1	1
483	году в	2	1
484	как мы	1	1
485	у себя	1	1
486	золотом веке	1	1
487	но при	2	1
488	относит к	1	1
489	бесов и	1	1
490	такие как	1	1
491	мысль о	1	1
492	матерью и	1	1
493	своих романов	1	1
494	с самого	1	1
495	прохожих на	1	1
496	вспомнить о	1	1
497	этого бунта	1	1
498	умирает в	1	1
499	по определению	1	1
500	п гроссмана	1	1
501	отождествляется с	1	1
502	в твери	1	1
503	я слышал	1	1
504	чем у	1	1
505	с собой	1	1
506	еще в	2	1
507	развития в	1	1
508	когда в	1	1
509	жизнь и	3	1
510	образа князя	1	1
511	содержатся в	1	1
512	в исповеди	1	1
513	в виду	1	1
514	без которой	1	1
515	опять в	1	1
516	о нем	1	1
517	и здесь	2	1
518	голубыми глазами	1	1
519	году и	1	1
520	это происходит	1	1
521	в другом	1	1
522	№ он	1	1
523	всем протяжении	1	1
524	на вопрос	1	1
525	столь же	2	1
526	с одной	1	1
527	лишь в	1	1
528	романе в	1	1
529	мы понимаем	1	1
530	нет это	1	1
531	от него	1	1
532	и оскорбленные	9	1
533	застывших языковых	1	1
534	русской литературы	2	1
535	писателя и	2	1
536	после возвращения	1	1
537	сто тысяч	1	1
538	письмо матери	1	1
539	самозванца в	1	1
540	не сводится	1	1
541	романа в	1	1
542	нового романа	1	1
543	какой-то мере	1	1
544	в жизнь	1	1
545	xix век	1	1
546	он пытался	1	1
547	критики в	1	1
548	его собственная	1	1
549	в петербурге	1	1
550	он стал	1	1
551	понимание этого	1	1
552	нуждается в	1	1
553	униженные и	9	1
554	как нечто	1	1
555	то в	1	1
556	даже если	2	1
557	который в	2	1
558	приходит в	1	1
559	который наслаждается	1	1
560	в обществе	1	1
561	эти гордые	1	1
562	от провала	1	1
563	этой борьбе	1	1
564	связи с	1	1
565	вот что	1	1
566	и глаза	1	1
567	в журнале	1	1
568	униженных и	16	1
569	не знать	1	1
570	не из	1	1
571	достоевский сделал	1	1
572	в испуге	1	1
573	и их	1	1
574	бориса годунова	1	1
575	в xx	1	1
576	вотрена в	1	1
577	не просто	2	1
578	на деле	1	1
579	достоевский и	1	1
580	эта грубость	1	1
581	и герои	1	1
582	еще ничего	1	1
583	в какой-то	1	1
584	до начала	1	1
585	что и	2	1
586	даже не	1	1
587	в высшей	1	1
588	и эту	1	1
589	л н	1	1
590	в ставрогине	1	1
591	в униженных	6	1
592	его с	1	1
593	нет эта	1	1
594	этого персонажа	1	1
595	может жить	1	1
596	позиции в	1	1
597	за год	1	1
598	достоевский стремился	1	1
599	одну из	1	1
600	и я	2	1
601	самого начала	1	1
602	под влиянием	2	1
603	в связи	1	1
604	настасью филипповну	1	1
605	людей достоевский	1	1
606	и она	1	1
607	отметим лишь	1	1
608	эти слова	1	1
609	время с	1	1
610	с первого	2	1
611	и особенно	1	1
612	как это	3	1
613	ты мне	1	1
614	если хочешь	1	1
615	трофимович в	1	1
616	для искусства	2	1
617	что за	3	1
618	искусства но	1	1
619	голубые и	1	1
620	с такой	1	1
621	европе с	1	1
622	к окончательному	1	1
623	применении к	1	1
624	в карты	1	1
625	такая трактовка	1	1
626	думать о	1	1
627	в третий	1	1
628	языковых метафор	1	1
629	на свете	1	1
630	все сильнее	1	1
631	этого слова	1	1
632	а к	1	1
633	людям в	1	1
634	в самую	2	1
635	к князю	1	1
