N	4gram	Tiupa_Hudo_1	Analitik
1	в то же время	8	6
2	состоит в том что	1	3
3	во времени и пространстве	1	3
4	в том что он	1	2
5	но в то же	3	2
6	и того и другого	1	2
7	только в том что	1	1
8	специфически человеческий способ существования	1	1
9	том и состоит что	1	1
10	на самом же деле	1	1
11	в том и состоит	1	1
12	одна и та же	1	1
13	в том случае если	1	1
14	в самом деле в	1	1
15	при таком взгляде на	1	1
16	с этой точки зрения	1	1
17	в такой же мере	2	1
18	и состоит что он	1	1
19	не может претендовать на	1	1
20	в полном соответствии с	1	1
