N	2gram	Vinokur_St_1	Vladivir
1	и в	44	31
2	не только	18	24
3	но и	10	19
4	то что	18	18
5	и не	16	17
6	и даже	5	15
7	у него	2	15
8	в этом	21	14
9	том что	29	14
10	и с	3	14
11	он был	3	14
12	что в	30	14
13	там же	1	13
14	но в	10	12
15	в его	9	12
16	что он	10	12
17	по поводу	7	12
18	с его	1	11
19	т iii	1	11
20	о том	17	11
21	в том	36	11
22	между прочим	2	11
23	потому что	6	11
24	и то	5	10
25	также и	9	10
26	он не	2	10
27	так что	6	10
28	как мы	1	9
29	никогда не	5	9
30	в конце	3	9
31	только в	10	9
32	даже и	2	9
33	в течение	1	9
34	а в	17	9
35	и по	5	8
36	в москве	2	8
37	в то	9	8
38	так как	5	8
39	кроме того	1	7
40	и и	2	7
41	как это	4	7
42	и его	8	7
43	для него	6	7
44	об этом	3	7
45	о нем	1	7
46	уже в	2	7
47	как раз	4	7
48	еще и	2	7
49	е в	2	7
50	сказать что	7	7
51	того же	3	6
52	то же	5	6
53	и к	1	6
54	свое время	2	6
55	это было	1	6
56	в котором	5	6
57	у нас	11	6
58	и сам	2	6
59	так и	9	6
60	разного рода	1	6
61	и что	4	6
62	его жизни	3	6
63	можно сказать	1	6
64	в качестве	4	6
65	может быть	15	6
66	на этот	3	6
67	и потому	2	6
68	не может	8	6
69	к этому	1	6
70	но как	1	5
71	это был	1	5
72	не очень	1	5
73	на то	4	5
74	которой он	1	5
75	не в	12	5
76	что и	6	5
77	вовсе не	19	5
78	но он	2	5
79	не было	4	5
80	а с	3	5
81	что же	6	5
82	все это	5	5
83	видно что	3	5
84	и от	1	5
85	а также	2	5
86	в период	1	5
87	в свое	2	5
88	жизни и	5	5
89	в своих	2	5
90	из его	1	4
91	я не	7	4
92	что его	1	4
93	совсем не	2	4
94	в этой	11	4
95	в истории	3	4
96	в своем	2	4
97	хотя и	1	4
98	говорит что	3	4
99	в которой	4	4
100	в нашем	1	4
101	в себе	2	4
102	как он	1	4
103	в нем	5	4
104	в россии	4	4
105	что у	4	4
106	же касается	3	4
107	этом смысле	1	4
108	как и	9	4
109	несмотря на	2	4
110	ни с	3	4
111	еще в	1	4
112	в своей	6	4
113	и вообще	3	4
114	дело в	6	4
115	же время	4	4
116	да и	3	4
117	он писал	1	4
118	к нему	2	4
119	по своей	2	4
120	себя в	1	4
121	и у	2	4
122	этот раз	2	4
123	что для	3	4
124	и все	2	4
125	такого рода	2	4
126	для нас	7	4
127	увидим ниже	1	3
128	на себя	1	3
129	это время	1	3
130	и на	1	3
131	но не	3	3
132	отношение к	2	3
133	и речи	2	3
134	за пределы	2	3
135	что они	7	3
136	как в	13	3
137	все же	8	3
138	в целом	5	3
139	он в	1	3
140	все эти	5	3
141	но на	2	3
142	о которой	3	3
143	едва ли	1	3
144	и вот	1	3
145	то есть	2	3
146	всю жизнь	1	3
147	во время	3	3
148	что касается	3	3
149	но это	6	3
150	что этот	2	3
151	и очень	4	3
152	в отношении	9	3
153	в науке	1	3
154	и притом	1	3
155	на него	2	3
156	но только	1	3
157	ничего не	2	3
158	таким образом	7	3
159	к тому	1	3
160	к его	1	3
161	свидетельствует о	2	3
162	и просто	1	3
163	это была	1	3
164	при дворе	1	3
165	конце концов	1	3
166	тот же	1	3
167	и так	3	3
168	уже не	1	3
169	в виде	3	3
170	с этими	1	3
171	но что	1	3
172	и из	1	3
173	с другой	9	3
174	него не	1	3
175	по истории	2	3
176	если не	2	3
177	вместе с	1	3
178	к своему	1	3
179	в начале	3	3
180	это можно	3	3
181	но я	4	3
182	другой стороны	7	3
183	и т	30	2
184	тех же	1	2
185	этого последнего	1	2
186	это и	4	2
187	и до	1	2
188	в меру	1	2
189	и за	3	2
190	по его	2	2
191	той же	5	2
192	лет и	1	2
193	нет возможности	1	2
194	этом не	1	2
195	который был	1	2
196	хотя бы	6	2
197	но даже	1	2
198	еще не	3	2
199	в чем	3	2
200	я никогда	1	2
201	при жизни	1	2
202	ответ на	3	2
203	было вполне	1	2
204	нет и	1	2
205	в свои	1	2
206	то обстоятельство	2	2
207	и я	3	2
208	как к	3	2
209	следующие слова	2	2
210	конечно не	2	2
211	из этих	6	2
212	всей его	1	2
213	что она	4	2
214	больше всего	1	2
215	при этом	2	2
216	время и	1	2
217	т д	21	2
218	так например	7	2
219	что все	2	2
220	эта книга	2	2
221	а по	1	2
222	лишь в	3	2
223	и кажется	1	2
224	было бы	17	2
225	известно что	1	2
226	в свой	2	2
227	кажется что	3	2
228	ни в	3	2
229	в них	1	2
230	за это	1	2
231	были в	1	2
232	имеются некоторые	1	2
233	на основании	1	2
234	с тем	1	2
235	можно считать	1	2
236	точки зрения	11	2
237	и сейчас	4	2
238	что такое	1	2
239	интерес и	1	2
240	это делает	1	2
241	почти не	1	2
242	место в	1	2
243	что я	1	2
244	значение для	1	2
245	тем не	2	2
246	даже в	3	2
247	судить по	1	2
248	этой области	5	2
249	не менее	5	2
250	тем самым	2	2
251	что с	2	2
252	дело не	4	2
253	не по	3	2
254	к изучению	1	2
255	того чтобы	11	2
256	наука и	1	2
257	не имели	2	2
258	больше чем	2	2
259	очень мало	3	2
260	к концу	2	2
261	более что	2	2
262	уже и	1	2
263	что на	2	2
264	в каком	3	2
265	обстоятельство что	3	2
266	в момент	1	2
267	со стороны	6	2
268	не верил	1	2
269	и такие	2	2
270	для того	10	2
271	для себя	3	2
272	и о	1	2
273	во мне	1	2
274	то время	2	2
275	не столько	1	2
276	то как	1	2
277	он так	1	2
278	ясно что	10	2
279	во многом	1	2
280	она была	1	2
281	о котором	2	2
282	нас нет	7	2
283	образом в	1	2
284	не существовало	1	2
285	на все	1	2
286	с того	1	2
287	и который	1	2
288	времени в	1	2
289	по следующим	1	2
290	и можно	2	2
291	того в	1	2
292	а именно	3	2
293	того что	9	2
294	всяком случае	6	2
295	по этому	3	2
296	том чтобы	1	2
297	одной из	1	2
298	чтобы он	1	2
299	и других	1	2
300	из них	8	2
301	и никогда	1	2
302	тем что	5	2
303	в очень	3	2
304	не были	1	2
305	даже не	4	2
306	или о	1	2
307	обратить внимание	1	2
308	была ему	1	2
309	именно так	1	2
310	с н	1	2
311	что мы	5	2
312	виде в	1	2
313	чем не	1	2
314	него в	1	2
315	начиная с	2	2
316	п а	1	2
317	собрание сочинений	1	2
318	еще на	1	2
319	в тех	3	2
320	по существу	2	2
321	в это	1	2
322	под ред	1	2
323	несколько слов	1	2
324	этом и	1	2
325	нисколько не	2	2
326	и для	3	2
327	которых он	1	2
328	указать на	1	2
329	просто не	1	2
330	в результате	3	2
331	молодой человек	2	2
332	которую он	1	2
333	тем более	4	2
334	но зато	1	2
335	совершенно не	5	2
336	из этого	1	2
337	в самом	7	2
338	и это	2	2
339	в частности	4	2
340	как на	1	2
341	во всяком	6	2
342	как известно	1	1
343	по адресу	1	1
344	отношении к	1	1
345	на самом	6	1
346	и есть	1	1
347	то в	3	1
348	чего не	1	1
349	можно говорить	1	1
350	времени между	1	1
351	и нужно	3	1
352	не имеют	1	1
353	ведь и	3	1
354	видеть в	1	1
355	отношения к	2	1
356	г в	5	1
357	в и	130	1
358	против чего	1	1
359	каком случае	1	1
360	время как	2	1
361	литературы о	1	1
362	вместо этого	1	1
363	пишет в	1	1
364	поэзия и	1	1
365	в ней	3	1
366	и самого	1	1
367	литературы и	2	1
368	в принципиальном	1	1
369	на них	1	1
370	столь же	4	1
371	бы то	1	1
372	во всех	8	1
