N	3gram	Tiupa_Lite_2	Analitik
1	в том что	5	7
2	по отношению к	3	7
3	с другой стороны	4	5
4	о том что	2	5
5	мы имеем дело	1	4
6	по крайней мере	2	4
7	в свою очередь	1	4
8	в сочетании с	1	3
9	в русской литературе	2	3
10	в данном случае	3	3
11	то же время	9	3
12	не только не	1	3
13	той или иной	1	3
14	в то же	9	3
15	в этом отношении	3	3
16	в русской поэзии	1	2
17	не более чем	1	2
18	однако в то	1	2
19	подобно тому как	2	2
20	при этом как	1	2
21	с точки зрения	3	2
22	в отличие от	1	2
23	едва ли не	4	2
24	с одной стороны	6	2
25	тем не менее	2	2
26	как нам представляется	1	2
27	в свое время	2	2
28	а в том	1	2
29	я в мире	1	2
30	в конечном счете	5	2
31	и прежде всего	1	2
32	в сравнении с	2	2
33	на наш взгляд	3	2
34	однако и в	1	1
35	и в сущности	1	1
36	присутствия в мире	2	1
37	а не с	1	1
38	не говоря уже	2	1
39	на самом деле	1	1
40	как раз не	1	1
41	в этом случае	2	1
42	себя в жизни	1	1
43	на первом слоге	1	1
44	говоря уже о	2	1
45	что он не	1	1
46	конечном счете в	1	1
47	я не мог	1	1
48	в сущности говоря	1	1
49	все той же	1	1
50	я из картины	1	1
51	и без остатка	1	1
52	в основе своей	1	1
53	в другом стихотворении	1	1
54	при всей своей	2	1
55	я на фоне	1	1
56	в художественном мире	1	1
57	в году но	1	1
58	свое время от	1	1
59	в самом начале	1	1
60	оказывается всего лишь	1	1
61	в том чтобы	3	1
62	именовал веком героев	1	1
63	гегель именовал веком	1	1
64	по сути своей	1	1
65	эстетическая ситуация художественного	1	1
66	является своего рода	1	1
67	в равной степени	2	1
68	не могут быть	1	1
69	а с другой	1	1
70	имеем дело с	1	1
71	не в том	1	1
72	но и его	1	1
73	внутренней и внешней	1	1
74	читателя зрителя слушателя	1	1
75	для того чтобы	1	1
76	не только как	1	1
77	тогда как сам	1	1
78	не менее чем	1	1
79	все того же	1	1
80	не может быть	7	1
81	но с другой	3	1
82	в этом же	1	1
83	впервые в истории	1	1
84	в одном из	1	1
85	то есть в	1	1
86	в себя и	1	1
87	состоит не в	1	1
88	речь идет о	3	1
89	до тех пор	1	1
90	как и сам	1	1
91	того же автора	1	1
92	во многих отношениях	1	1
93	к имени в	1	1
94	в себе не	1	1
