N	3gram	Bakhtin_KF_1	Istorich
1	в том что	2	5
2	тем не менее	2	5
3	здесь мы имеем	2	3
4	по отношению к	22	2
5	что и в	1	2
6	и то что	1	2
7	во всяком случае	1	2
8	в целом не	1	2
9	мы имеем не	1	2
10	для нас важно	2	1
11	то что и	1	1
12	но прежде всего	1	1
13	время от времени	1	1
14	со стороны ее	1	1
15	между прочим и	1	1
16	мы ничего не	1	1
17	в соответствии с	2	1
18	уже не в	1	1
19	но и здесь	3	1
20	как если бы	1	1
21	с точки зрения	9	1
22	случае мы имеем	1	1
23	независимо от того	1	1
24	но здесь мы	1	1
25	они находятся в	1	1
26	вместе с тем	1	1
27	может быть и	1	1
28	это может быть	1	1
29	в том смысле	1	1
30	смысле этого слова	1	1
31	в себя и	1	1
32	до того что	1	1
33	мы имеем здесь	1	1
34	но уже не	1	1
35	и для этой	1	1
36	не может ничего	1	1
37	в свою очередь	1	1
38	на самом деле	3	1
39	равно как и	1	1
40	не может быть	11	1
41	к которой он	1	1
42	но в этом	1	1
43	на то что	1	1
44	в большинстве случаев	1	1
45	и было бы	1	1
46	может быть в	3	1
47	и входит в	1	1
48	на том что	1	1
