N	2gram	Ircho_Kome_3	Formalny
1	т е	16	34
2	и в	22	24
3	в его	8	23
4	прежде всего	5	22
5	и не	21	20
6	так и	4	18
7	точки зрения	4	16
8	не может	3	16
9	в этом	8	15
10	в нем	3	14
11	может быть	6	14
12	таким образом	12	13
13	с точки	3	13
14	и т	4	12
15	в своем	8	11
16	как и	3	11
17	в своей	5	11
18	в их	2	11
19	не менее	5	11
20	в ней	4	10
21	то же	7	10
22	вовсе не	4	10
23	настоящее время	1	10
24	и ее	2	10
25	и его	6	10
26	и их	1	10
27	а не	4	10
28	в настоящее	1	10
29	в то	6	9
30	и потому	1	9
31	все это	5	9
32	и на	2	8
33	как в	2	8
34	т д	1	8
35	и с	4	8
36	не в	4	8
37	же время	5	8
38	в ее	3	8
39	то что	4	8
40	в свою	7	8
41	не только	5	7
42	место в	1	7
43	жизни и	1	7
44	до конца	4	7
45	и от	1	7
46	но и	4	7
47	отношения к	2	6
48	еще не	6	6
49	самом деле	6	6
50	отнюдь не	4	6
51	более или	1	6
52	в целом	3	6
53	все эти	1	6
54	в этой	3	6
55	как бы	3	6
56	или менее	1	6
57	она не	2	6
58	свою очередь	6	6
59	в пределах	2	6
60	и здесь	4	6
61	до сих	9	6
62	в том	12	6
63	было бы	3	6
64	как это	5	6
65	сих пор	9	6
66	и все	2	6
67	а в	7	6
68	хотя бы	4	5
69	во всех	2	5
70	одним словом	1	5
71	но в	5	5
72	в самом	9	5
73	при этом	7	5
74	в понимании	1	5
75	не могло	1	5
76	и до	1	5
77	должен быть	2	5
78	как мы	2	5
79	только на	1	5
80	со стороны	11	5
81	с другой	4	5
82	формы и	1	5
83	с его	3	4
84	по отношению	5	4
85	в истории	1	4
86	независимо от	1	4
87	и к	3	4
88	в которой	3	4
89	не как	2	4
90	не из	1	4
91	в мире	2	4
92	с другими	2	4
93	и может	1	4
94	друг друга	4	4
95	как на	1	4
96	никогда не	3	4
97	если бы	8	4
98	для этого	1	4
99	всяком случае	3	4
100	с одной	3	4
101	конечно не	3	4
102	т п	4	4
103	одной стороны	3	4
104	в связи	4	4
105	в частности	3	4
106	отношению к	3	4
107	стороны и	2	4
108	с этой	3	4
109	что в	5	4
110	к этой	2	4
111	так же	4	4
112	во всяком	3	4
113	мы не	2	3
114	зависимости от	1	3
115	бы то	2	3
116	но не	1	3
117	со всеми	1	3
118	отношение к	5	3
119	как к	1	3
120	все же	4	3
121	когда он	4	3
122	целый ряд	2	3
123	и как	1	3
124	и наконец	1	3
125	в себе	4	3
126	если он	2	3
127	человек не	1	3
128	он не	5	3
129	он должен	1	3
130	в каждом	1	3
131	то ни	3	3
132	значение в	1	3
133	его в	8	3
134	подходит к	1	3
135	в них	3	3
136	вещей и	1	3
137	они не	1	3
138	в отношении	4	3
139	не о	3	3
140	в основе	2	3
141	связи с	5	3
142	сводится к	1	3
143	не по	7	3
144	всего в	1	3
145	к тому	6	3
146	литературы на	1	3
147	нашей работы	1	3
148	здесь не	2	3
149	ясно что	6	3
150	особенно в	1	3
151	жизнь и	1	3
152	аналогии с	2	3
153	бы в	4	3
