N	2gram	Savitsky_E_1	Istorich
1	т е	9	29
2	и т	1	19
3	не только	18	18
4	т д	1	18
5	может быть	6	17
6	и в	37	15
7	никогда не	3	15
8	так как	7	14
9	но и	14	14
10	так же	9	13
11	что в	21	12
12	то что	6	12
13	а в	2	12
14	в этом	12	11
15	об этом	1	11
16	в этих	2	11
17	мы знаем	1	11
18	и не	14	11
19	то же	15	10
20	этих случаях	1	10
21	все же	1	9
22	с тем	3	9
23	потому что	3	9
24	он не	2	8
25	связи с	1	8
26	один из	1	8
27	мы увидим	1	8
28	мы можем	3	8
29	мы видим	2	8
30	в нем	1	7
31	таким образом	2	7
32	том что	6	7
33	не в	5	7
34	вместе с	2	7
35	связана с	1	6
36	мы здесь	1	6
37	то это	1	6
38	но в	14	6
39	что это	2	6
40	и что	2	6
41	в его	2	6
42	что и	3	6
43	наряду с	2	6
44	как бы	6	6
45	в том	11	6
46	только в	9	6
47	же как	5	5
48	представляет собой	3	5
49	как в	3	5
50	с этим	2	5
51	и наконец	2	5
52	но все	1	5
53	было бы	8	5
54	здесь можно	1	5
55	в котором	2	5
56	что при	1	5
57	можно было	3	5
58	так и	10	5
59	она не	2	5
60	к нему	2	5
61	в одном	2	5
62	прежде всего	9	5
63	к которому	1	5
64	а не	2	5
65	в связи	1	5
66	не может	9	5
67	к тому	8	5
68	что эти	2	4
69	в ней	4	4
70	и на	6	4
71	в одной	1	4
72	в себе	9	4
73	все эти	1	4
74	в этой	2	4
75	при этом	1	4
76	они должны	1	4
77	и с	2	4
78	вопрос о	4	4
79	но они	1	4
80	для нас	4	4
81	или на	1	4
82	в другой	2	4
83	с одной	8	4
84	тем что	3	4
85	связь с	1	4
86	но это	1	4
87	мы должны	2	4
88	одной из	5	4
89	к этой	1	4
90	и другие	1	4
91	в русских	1	3
92	мы не	4	3
93	установить что	1	3
94	видели что	1	3
95	когда он	3	3
96	увидим что	1	3
97	он в	1	3
98	на то	6	3
99	всех этих	1	3
100	в их	11	3
101	выше мы	1	3
102	и его	1	3
103	как будто	2	3
104	и это	1	3
105	но по	2	3
106	в каких	1	3
107	мог бы	2	3
108	о том	3	3
109	а именно	2	3
110	отдельных случаев	1	3
111	того что	7	3
112	страх перед	1	3
113	в качестве	14	3
114	по отношению	1	3
115	в состоянии	1	3
116	в других	2	3
117	одной стороны	8	3
118	что мы	1	3
119	как это	4	3
120	между прочим	7	3
121	но если	5	3
122	также что	1	2
123	в силе	1	2
124	например в	1	2
125	и для	3	2
126	хотя бы	15	2
127	и то	2	2
128	в которых	3	2
129	во всех	6	2
130	то мы	1	2
131	но не	5	2
132	его на	2	2
133	дает нам	1	2
134	некоторое время	1	2
