N	2gram	Berdyaev_M_2	Istorich
1	т е	4	29
2	что он	7	24
3	не только	18	18
4	может быть	21	17
5	и в	46	15
6	никогда не	18	15
7	так как	8	14
8	но и	15	14
9	так же	6	13
10	что в	4	12
11	то что	5	12
12	а в	2	12
13	в этом	20	11
14	об этом	1	11
15	в этих	2	11
16	и не	18	11
17	то же	5	10
18	что они	3	10
19	его в	3	10
20	в другом	1	9
21	с тем	1	9
22	и здесь	6	9
23	потому что	12	9
24	должны были	1	8
25	он не	10	8
26	связи с	2	8
27	один из	5	8
28	мы увидим	2	8
29	мы видим	2	8
30	в царство	1	7
31	в нем	22	7
32	том что	4	7
33	не в	9	7
34	ничего не	2	7
35	вместе с	2	7
36	сих пор	3	7
37	связана с	7	6
38	но в	10	6
39	что это	6	6
40	и что	2	6
41	в его	5	6
42	что и	4	6
43	так что	2	6
44	до сих	3	6
45	вход в	1	6
46	как бы	8	6
47	в том	3	6
48	только в	3	6
49	же как	3	5
50	и есть	8	5
51	как в	7	5
52	с этим	1	5
53	что она	5	5
54	но все	1	5
55	было бы	1	5
56	этого не	1	5
57	можно найти	1	5
58	в котором	1	5
59	в русской	6	5
60	можно было	2	5
61	так и	4	5
62	она не	8	5
63	к нему	2	5
64	прежде всего	12	5
65	к которому	3	5
66	а не	13	5
67	не может	15	5
68	к тому	5	5
69	в ней	11	4
70	и на	3	4
71	в себе	10	4
72	все эти	1	4
73	в этой	7	4
74	и они	1	4
75	после этого	1	4
76	они должны	1	4
77	и с	3	4
78	вопрос о	6	4
79	но он	11	4
80	но они	1	4
81	того как	3	4
82	его и	1	4
83	у нее	1	4
84	у него	22	4
85	тем что	3	4
86	связь с	1	4
87	а потом	1	4
88	но это	8	4
89	мы должны	1	4
90	к этой	1	4
91	они не	4	4
92	мы не	1	3
93	он был	9	3
94	когда он	1	3
95	увидим что	2	3
96	привести к	5	3
97	он в	3	3
98	право на	1	3
99	как он	3	3
100	на то	1	3
101	подобно тому	2	3
102	говорит что	2	3
103	не мог	3	3
104	стоит в	2	3
105	и его	5	3
106	как будто	2	3
107	общественное мнение	1	3
108	или он	1	3
109	и это	5	3
110	но по	1	3
111	роль в	1	3
112	мог бы	1	3
113	о том	3	3
114	после того	2	3
115	раньше чем	1	3
116	и она	3	3
117	того что	6	3
118	же и	2	3
119	по отношению	2	3
120	она всегда	1	3
121	тому как	2	3
122	все это	1	3
123	но если	1	3
124	отношению к	2	3
125	царство и	1	3
126	самом деле	1	2
127	на самом	1	2
128	мастер в	1	2
129	собой смерть	1	2
130	и для	7	2
131	еще до	1	2
132	в сущности	2	2
133	что иное	3	2
134	принадлежит к	2	2
135	я не	5	2
136	ни один	1	2
137	хотя бы	7	2
138	они были	3	2
139	не знают	1	2
140	и то	1	2
141	в которых	1	2
142	иное как	3	2
143	во всех	2	2
144	не все	1	2
145	его на	4	2
146	есть ли	2	2
147	не сам	1	2
148	к чему	4	2
149	в которой	2	2
150	говорят о	1	2
151	это за	1	2
152	возможно что	1	2
153	на его	2	2
154	и социальной	1	2
155	он должен	1	2
156	и если	2	2
157	человека в	14	2
158	он знал	1	2
159	той же	3	2
160	его не	2	2
161	это не	5	2
162	есть и	3	2
163	не соответствует	1	2
164	в жизни	4	2
165	ни в	3	2
166	она и	1	2
167	как и	13	2
168	нигде не	1	2
169	и ее	1	2
170	и более	1	2
171	их в	1	2
172	отец и	1	2
173	и именно	1	2
174	тогда и	1	2
175	в русском	4	2
176	только с	3	2
177	был бы	1	2
178	в нее	1	2
179	к себе	2	2
180	он видит	1	2
181	того чтобы	4	2
182	говорили что	1	2
183	приводит к	1	2
184	дано в	1	2
185	что у	4	2
186	на нее	1	2
187	живет в	1	2
188	о связи	1	2
189	в разных	2	2
190	находится в	1	2
191	на вопрос	1	2
192	с другой	1	2
193	а также	1	2
194	тот момент	1	2
195	также в	1	2
196	к ней	2	2
197	но с	2	2
198	у тебя	1	2
199	уже в	2	2
200	не знал	3	2
201	и только	1	2
202	не было	11	2
203	а с	1	2
204	себя и	3	2
205	но есть	1	2
206	превращается в	2	2
207	нет ничего	3	2
208	видит в	1	2
209	смысле этого	1	2
210	что весь	1	2
211	происходит в	1	2
212	в тот	1	2
213	да и	2	2
214	зрения так	1	2
215	на смерть	1	2
216	которые были	1	2
217	и часто	1	2
218	тот кто	5	2
219	и спрашивай	1	2
220	за него	1	2
221	его уже	1	2
222	понять эту	1	2
223	все еще	1	2
224	не знает	9	2
225	сказать что	3	2
226	не что	3	2
227	это так	1	2
228	ее в	2	2
229	который должен	2	1
230	его проглотить	1	1
231	сам по	2	1
232	он может	1	1
233	в стороне	1	1
234	это и	3	1
235	перед лицом	1	1
236	свою жену	1	1
237	это очень	1	1
238	когда человек	2	1
239	права и	1	1
240	почти всегда	1	1
241	не имеют	2	1
242	не вижу	1	1
243	высшей степени	3	1
244	держит в	1	1
245	и за	2	1
246	их и	1	1
247	есть не	5	1
248	нет резко	1	1
249	большую роль	1	1
250	этот дар	1	1
251	говорить о	1	1
252	но она	2	1
253	есть какая-то	2	1
254	на себя	1	1
255	себе а	1	1
256	же что	2	1
257	и он	11	1
258	земле что	1	1
259	который может	2	1
260	и много	1	1
261	он сам	6	1
262	со словами	1	1
