N	2gram	Bakhtin_Fr_2	formyVre
1	и в	49	46
2	в этом	15	22
3	еды и	3	19
4	у рабле	6	18
5	и питья	2	17
6	кн ii	2	14
7	прежде всего	19	14
8	вовсе не	10	13
9	в романе	9	13
10	и его	17	12
11	ii гл	2	12
12	во всех	6	11
13	не только	17	11
14	рабле в	15	11
15	только в	13	11
16	смерти в	1	11
17	как бы	11	10
18	то есть	32	10
19	во время	12	10
20	точки зрения	6	10
21	в том	3	10
22	но в	4	10
23	мы уже	6	9
24	не в	1	9
25	у него	2	9
26	но и	13	9
27	вместе с	2	9
28	и не	15	9
29	и для	1	9
30	то же	7	8
31	как и	11	8
32	с точки	5	8
33	для того	1	8
34	того чтобы	2	8
35	потому что	1	8
36	связи с	2	8
37	в его	18	8
38	из них	3	8
39	в связи	2	8
40	в основном	5	8
41	жизни и	7	8
42	и на	17	7
43	так сказать	1	7
44	всех этих	3	7
45	так и	6	7
46	в них	13	7
47	может быть	5	7
48	в одном	3	7
49	то что	6	7
50	как мы	7	6
51	еще не	2	6
52	все же	7	6
53	и наконец	1	6
54	при этом	5	6
55	и с	6	6
56	его в	1	6
57	романе в	1	6
58	никогда не	5	6
59	и во	4	6
60	так как	6	6
61	в особенности	5	6
62	здесь в	6	6
63	все это	9	6
64	и все	3	6
65	но не	5	5
66	в своем	5	5
67	третьей книги	1	5
68	все эти	7	5
69	связанные с	2	5
70	в античном	1	5
71	он не	1	5
72	в нем	9	5
73	этих форм	1	5
74	громадное значение	2	5
75	в то	6	5
76	рабле и	10	5
77	в дальнейшем	2	5
78	романа рабле	1	5
79	и пьянства	2	5
80	и у	1	5
81	тела и	1	5
82	и др	9	5
83	в частности	1	5
84	в пределах	2	5
85	рабле не	6	5
86	по существу	2	5
87	романе рабле	4	5
88	в смысле	2	5
89	что в	2	5
90	отношения к	4	4
91	также и	3	4
92	человека и	3	4
93	в мире	2	4
94	и он	1	4
95	значение и	1	4
96	что они	2	4
97	в истории	6	4
98	как в	1	4
99	характер носит	1	4
100	уже в	5	4
101	из этих	5	4
102	в себе	4	4
103	их в	3	4
104	том что	4	4
105	в котором	1	4
106	место в	3	4
107	питья и	2	4
108	веселый и	2	4
109	том же	1	4
110	же время	6	4
111	уже говорили	5	4
112	к себе	1	4
113	смерти и	4	4
114	в образе	1	4
115	в эпоху	13	4
116	с ним	4	4
117	и смерть	1	4
118	о том	3	4
119	так что	1	4
120	конечно не	1	4
121	с другом	1	4
122	и их	1	4
123	а не	1	4
124	друг с	1	4
125	с этой	1	4
126	телесной жизни	1	4
127	еще более	1	4
128	же в	3	4
129	жизни в	3	4
130	есть и	1	4
131	здесь еще	1	3
132	почти все	3	3
133	в виду	3	3
134	того же	1	3
135	мы еще	2	3
136	мы будем	1	3
137	точка зрения	3	3
138	отношение к	8	3
139	в средние	9	3
140	хотя и	2	3
141	целый ряд	2	3
142	и как	1	3
143	та же	2	3
144	отчасти и	2	3
145	в большинстве	1	3
146	имеем в	2	3
147	игра с	1	3
148	новое и	1	3
149	и по	1	3
150	уже сказали	1	3
151	таким образом	7	3
152	здесь мы	1	3
153	а затем	3	3
154	в совершенно	1	3
155	связанных с	3	3
156	еще вернемся	2	3
157	в их	2	3
158	самое время	1	3
159	вернемся к	1	3
160	как можно	1	3
161	и смех	4	3
162	самой жизни	1	3
163	формы для	1	3
164	в гротескном	1	3
165	у данте	1	3
166	к тому	1	3
167	имеет место	1	3
168	себя и	1	3
169	на основе	2	3
170	роль в	5	3
171	мы наблюдаем	2	3
172	и совершенно	1	3
173	в борьбе	1	3
174	жизнь и	2	3
175	в другом	2	3
176	что и	1	3
177	того что	1	3
178	тот же	5	3
179	что он	3	3
180	все они	1	3
181	в качестве	2	3
182	на протяжении	7	3
183	за счет	2	3
184	большинстве случаев	1	3
185	для него	9	3
186	в прошлом	1	3
187	тем что	4	3
188	в форме	4	3
189	со смехом	1	3
190	чувствует себя	1	3
191	и даже	2	3
192	эпоху возрождения	2	3
193	и прежде	2	3
194	не было	4	3
195	не на	1	3
196	о чем	3	3
197	с помощью	1	3
198	это значит	1	3
199	под знаком	1	3
200	не является	1	3
201	в этих	4	3
202	ее в	2	3
203	а в	4	3
204	средние века	8	3
205	всего в	1	3
206	но эти	3	3
207	и другие	2	3
208	к этому	1	3
209	этого романа	1	2
210	и есть	1	2
211	этого мира	1	2
212	тем же	1	2
213	и до	4	2
214	оно было	1	2
215	мы имеем	1	2
216	и стиль	1	2
217	для раскрытия	1	2
218	в сущности	8	2
219	всего существующего	1	2
220	роман в	1	2
221	гротескного образа	4	2
222	рабле но	8	2
223	он был	2	2
224	не был	3	2
225	бы она	1	2
226	и т.п	11	2
227	гаргантюа и	2	2
228	к ним	1	2
229	вступают в	1	2
230	в одной	1	2
231	гротескная фантастика	1	2
232	и к	4	2
233	от этого	1	2
234	и питье	1	2
235	здесь дается	1	2
236	царстве мертвых	1	2
237	всего романа	1	2
238	в этой	10	2
239	с одной	3	2
240	эпохи и	1	2
241	только один	1	2
242	не могла	1	2
243	перестает быть	2	2
244	в корне	1	2
245	и вот	3	2
246	на земле	3	2
247	на этом	1	2
248	людей и	1	2
249	лишь в	4	2
250	смеха и	8	2
251	и рядом	1	2
252	в париже	1	2
253	далеко не	3	2
