N	2gram	Propp_Isto_4	Problemy
1	и в	26	35
2	как бы	3	31
3	и не	9	27
4	что он	10	24
5	в его	5	21
6	но в	5	19
7	как и	7	18
8	к себе	3	18
9	не может	6	18
10	к другому	1	16
11	в нем	2	16
12	то же	8	15
13	и все	2	15
14	в этом	7	14
15	и его	10	14
16	может быть	14	14
17	но и	12	14
18	все это	2	14
19	он не	7	13
20	что я	2	13
21	к нему	6	13
22	и с	5	12
23	в другом	5	12
24	прежде всего	1	12
25	и к	1	12
26	в пределах	1	11
27	в то	1	11
28	не только	15	10
29	не в	5	10
30	то что	16	10
31	а я	1	10
32	мы уже	5	8
33	все же	9	8
34	как мы	5	8
35	так и	10	8
36	потому что	6	8
37	еще не	6	7
38	на них	1	7
39	себе и	1	7
40	и наконец	1	7
41	лишь в	2	7
42	там где	3	7
43	таким образом	10	7
44	в виде	2	7
45	вовсе не	4	7
46	так же	18	7
47	что же	1	7
48	точки зрения	1	7
49	с ним	1	7
50	а в	8	7
51	и на	2	6
52	он сам	1	6
53	но не	5	6
54	отношение к	2	6
55	что они	6	6
56	что у	3	6
57	у меня	1	6
58	к тому	1	6
59	в одном	5	6
60	и что	5	6
61	только в	3	6
62	но это	3	6
63	от него	2	6
64	не знает	1	6
65	что в	14	6
66	и то	6	5
67	как в	7	5
68	в себе	2	5
69	он и	1	5
70	знает и	2	5
71	даже в	4	5
72	во время	7	5
73	на него	3	5
74	его с	2	5
75	и это	1	5
76	в глаза	1	5
77	в том	3	5
78	с ними	5	5
79	так что	2	5
80	и даже	4	5
81	к своему	3	5
82	как к	1	5
83	этого слова	2	5
84	героя в	7	5
85	бы уже	1	4
86	он как	1	4
87	так чтобы	1	4
88	он в	4	4
89	в чем	1	4
90	сливается с	2	4
91	та же	1	4
92	что это	2	4
93	но на	1	4
94	на его	3	4
95	и вот	2	4
96	но все	5	4
97	из своего	3	4
98	его в	9	4
99	в них	1	4
100	в своей	4	4
101	но он	4	4
102	друг другу	1	4
103	по себе	2	4
104	меня не	3	4
105	никогда не	2	4
106	он хочет	1	4
107	во всем	3	4
108	как раз	1	4
109	это слово	1	4
110	как будто	1	4
111	и делает	1	4
112	его за	1	4
113	где он	1	4
114	все его	1	4
115	говорит он	1	4
116	тотчас же	1	4
117	и так	1	4
118	и у	5	4
119	только на	1	4
120	так как	9	4
121	у него	5	4
122	тем что	5	4
123	с другой	4	4
124	что не	1	4
125	а не	6	4
126	с которым	1	4
127	но как	1	4
128	вот как	2	4
129	это он	2	4
130	бы в	1	4
131	тот же	1	4
132	что ты	1	4
133	это и	5	3
134	в виду	1	3
135	теперь на	1	3
136	как символ	1	3
137	во всех	1	3
138	а он	1	3
139	в одной	3	3
140	с этим	2	3
141	когда он	6	3
142	его к	3	3
143	нет здесь	1	3
144	в целом	2	3
145	все эти	3	3
146	ее как	1	3
147	одно и	1	3
148	знает что	1	3
149	было бы	2	3
150	этого не	2	3
151	с тем	2	3
152	такой же	1	3
153	как ты	1	3
154	в котором	1	3
155	не как	1	3
156	героя из	1	3
157	собой и	1	3
158	с миром	3	3
159	которого он	1	3
160	ничего не	5	3
161	им и	1	3
162	только с	2	3
163	с ее	1	3
164	и говорит	1	3
165	там в	1	3
166	под влиянием	1	3
167	и во	2	3
168	что и	9	3
169	это не	5	3
170	в форме	2	3
171	в него	1	3
172	того что	2	3
173	но так	1	3
174	он уже	2	3
175	человека с	3	3
176	уже не	5	3
177	уже в	2	3
178	из них	2	3
179	его и	2	3
180	даже и	2	3
181	а с	1	3
182	в начале	1	3
183	которой он	2	3
184	не мог	3	3
185	мы должны	5	3
186	только что	3	3
187	и вдруг	1	3
188	том что	3	3
189	сказать что	2	3
190	другой стороны	4	3
191	например в	3	2
192	показать что	1	2
193	не хочет	2	2
194	его же	1	2
195	из его	1	2
196	а как	2	2
197	и тут	1	2
198	время как	1	2
199	него он	1	2
200	в ней	1	2
201	в которых	4	2
202	со словами	1	2
203	друг на	1	2
204	не просто	4	2
205	однако в	2	2
206	никакого внимания	1	2
207	в своем	2	2
208	им в	1	2
209	мы можем	6	2
210	хотя и	2	2
211	и как	5	2
212	увидим что	2	2
213	в этот	4	2
214	еще один	2	2
215	как он	6	2
216	вообще не	1	2
217	при этом	3	2
218	всех этих	1	2
219	их в	7	2
220	и по	5	2
221	на этом	2	2
222	такого же	2	2
223	бы они	1	2
224	а затем	3	2
225	той же	1	2
226	то все	1	2
227	он есть	1	2
228	он все	1	2
229	ни в	2	2
230	но уже	1	2
231	если я	1	2
232	глаза и	1	2
233	но я	1	2
234	в этих	7	2
235	он дает	1	2
236	своего рода	1	2
237	но эта	4	2
238	между двумя	12	2
239	тому что	1	2
240	вопрос о	4	2
241	не менее	2	2
242	подобно тому	1	2
243	этих двух	1	2
244	к ней	1	2
245	по своей	2	2
246	очень часто	1	2
247	есть только	3	2
248	а что	1	2
249	для его	1	2
250	и он	3	2
251	здесь еще	1	2
252	всей своей	1	2
253	так в	4	2
254	приводит к	1	2
255	в дальнейшем	6	2
256	с собой	5	2
257	на нее	1	2
258	те же	3	2
259	особенно в	1	2
260	мог бы	1	2
261	жизнь и	1	2
262	для этого	1	2
263	о нем	1	2
264	о том	4	2
265	на вопрос	3	2
266	переходит в	3	2
267	и об	1	2
268	быть и	1	2
269	на которой	2	2
270	одной из	1	2
271	мы увидим	3	2
272	что даже	1	2
273	в эти	1	2
274	себя в	2	2
275	со своим	1	2
276	конечно не	2	2
277	в большинстве	1	2
278	большинстве случаев	1	2
279	мы знаем	8	2
280	ты меня	3	2
281	остановимся только	1	2
282	друг друга	1	2
283	не случайно	2	2
284	связан с	3	2
285	что на	2	2
286	здесь в	1	2
287	им из	1	2
288	совпадает с	1	2
289	он во	1	2
290	такое же	4	2
291	говорит о	2	2
292	на этот	2	2
293	на друга	1	2
294	их друг	1	2
295	мы видели	6	2
296	вступает в	1	2
297	теперь он	1	2
298	вместе с	6	2
