N	4gram	Vygotskiy__2	Myslijsy
1	в то же время	2	3
2	если бы не было	1	2
3	не что иное как	1	2
4	до тех пор пока	1	2
5	один и тот же	1	2
6	все более и более	2	2
7	вместе с тем и	1	2
8	не имеет никакого значения	1	1
9	как и в первом	1	1
10	одна и та же	1	1
11	и не может быть	1	1
12	но и в том	1	1
13	в том случае если	4	1
14	что же касается до	1	1
15	то же самое что	2	1
16	сами нуждаются в объяснении	1	1
17	в том смысле что	1	1
18	и т п хотя	1	1
19	тех пор пока мы	1	1
20	и в том что	1	1
21	ту же роль что	1	1
22	в нем так же	1	1
23	одного и того же	1	1
24	одной и той же	4	1
25	это похоже на то	1	1
26	для того чтобы при	1	1
27	в силу того что	1	1
28	заключенный в ней образ	1	1
29	заключается в том что	7	1
30	есть не что иное	1	1
31	так же ошибочно как	1	1
