N	3gram	Propp_Isto_4	Komedia
1	до сих пор	5	9
2	лет тому назад	1	4
3	о том что	2	4
4	о том как	1	3
5	вместе с тем	1	3
6	в связи с	2	3
7	тем не менее	2	3
8	то же самое	2	3
9	в этом случае	3	2
10	по сравнению с	3	2
11	что он не	1	2
12	и с этой	1	2
13	то время как	1	2
14	т е в	3	2
15	в этой связи	1	2
16	с другой стороны	4	2
17	в то время	1	2
18	но все же	4	2
19	что и в	1	2
20	потому что он	1	1
21	что они принесены	1	1
22	но он уже	1	1
23	у меня в	1	1
24	подобно тому как	1	1
25	в том числе	1	1
26	ним а в	1	1
27	на поле битвы	1	1
28	отцом и сыном	1	1
29	в зависимости от	1	1
30	с ним а	1	1
31	то что и	1	1
32	много лет тому	1	1
33	независимо от того	1	1
34	что в некоторых	2	1
35	и если бы	1	1
36	за то что	1	1
37	и не может	1	1
38	на то что	3	1
39	главную роль в	1	1
40	образом и здесь	1	1
41	может быть только	1	1
42	на пути к	1	1
43	даже если бы	1	1
44	здесь мы видим	1	1
45	таким же образом	1	1
46	же самое что	1	1
47	таким образом и	1	1
48	его на своей	1	1
49	в некоторых случаях	3	1
50	в этот момент	1	1
51	таким образом из	1	1
52	то что он	2	1
53	из них не	1	1
54	но вместе с	1	1
55	это явствует из	1	1
56	в других случаях	1	1
57	другие не могут	1	1
58	что и у	1	1
59	так и в	2	1
60	можно сказать что	1	1
61	ничего общего с	1	1
62	что у него	1	1
63	в основе своей	1	1
64	мы имеем в	2	1
65	и по существу	1	1
66	его в своем	1	1
67	после того как	2	1
68	к тому что	1	1
69	друг за другом	1	1
70	так как он	2	1
71	и т д	24	1
