N	2gram	Bakhtin_Pr_2	NovoeSre
1	а не	7	17
2	и в	43	16
3	не может	18	16
4	и не	29	11
5	и есть	1	10
6	что в	4	9
7	как не	1	8
8	в том	6	8
9	жизни и	1	8
10	он не	9	8
11	в этом	13	7
12	может быть	23	7
13	как и	14	7
14	это есть	1	7
15	с его	4	6
16	не в	11	6
17	ни в	2	6
18	никогда не	9	6
19	лишь в	8	6
20	но это	4	6
21	не знает	3	6
22	с ее	1	5
23	и к	3	5
24	не только	11	5
25	в жизни	3	5
26	все это	5	5
27	в нем	12	5
28	не во	2	4
29	о том	5	4
30	и мы	1	4
31	эпохи и	1	4
32	в них	4	4
33	то что	7	4
34	это не	3	4
35	прежде всего	10	4
36	не было	1	4
37	должно быть	4	4
38	есть лишь	1	4
39	и потому	1	4
40	по своему	2	4
41	не менее	3	4
42	и для	3	4
43	не имеет	1	4
44	и все	6	4
45	с другой	4	3
46	смысле слова	1	3
47	в ее	1	3
48	должна быть	3	3
49	вопрос о	2	3
50	человека и	2	3
51	еще не	9	3
52	во всех	4	3
53	за пределы	3	3
54	как в	2	3
55	конечно не	2	3
56	в мире	1	3
57	но и	14	3
58	не есть	2	3
59	и пр	2	3
60	в своей	4	3
61	она не	3	3
62	что такое	2	3
63	в основе	1	3
64	в духе	1	3
65	к тому	4	3
66	дня и	1	3
67	сказать что	2	3
68	и это	4	2
69	же как	1	2
70	силы и	1	2
71	это и	1	2
72	время как	2	2
73	переживает кризис	1	2
74	в нашу	2	2
75	ведь и	7	2
76	можно было	3	2
77	так и	3	2
78	времени и	2	2
79	мы не	4	2
80	и с	5	2
81	для этого	2	2
82	стремление к	1	2
83	но она	1	2
84	я не	4	2
85	и что	5	2
86	и на	10	2
87	быть в	2	2
88	но не	5	2
89	которую она	1	2
90	в новом	1	2
91	все время	1	2
92	в центре	1	2
93	с этим	2	2
94	во вне	1	2
95	хотя и	5	2
96	но в	10	2
97	все эти	5	2
98	с одной	1	2
99	себя в	3	2
100	с их	2	2
101	есть в	3	2
102	в себе	5	2
103	уже не	3	2
104	может уже	1	2
105	не могла	1	2
106	политики и	2	2
107	стремиться к	1	2
108	не к	1	2
109	у него	6	2
110	что она	1	2
111	что все	1	2
112	нет и	1	2
113	и даже	3	2
114	и т.п	1	2
115	этом смысле	2	2
116	народ русский	1	2
117	и начала	1	2
118	для чего	2	2
119	том что	2	2
120	вместе с	1	2
121	так же	2	2
122	не знал	1	2
123	мысли и	2	2
124	одной стороны	1	2
125	другой стороны	3	2
126	обращение к	1	2
127	по существу	3	2
128	том и	1	2
129	как будто	1	2
130	как это	1	2
131	будет и	2	2
132	такой же	3	2
133	но для	3	2
134	в смысле	1	2
135	в то	7	2
136	одна из	2	2
137	мысли в	1	2
138	того чтобы	1	2
139	и от	1	2
140	хотя бы	2	2
141	все они	1	2
142	а в	5	2
143	могут быть	3	2
144	в категориях	2	2
145	можно назвать	1	2
146	и через	1	1
147	не хочу	1	1
148	для себя	2	1
149	он может	1	1
150	будет сказать	1	1
151	живое и	1	1
152	он находится	1	1
153	и острее	1	1
154	приводит к	6	1
155	и до	4	1
156	и про	1	1
157	и мысли	2	1
158	миру а	1	1
159	в образе	2	1
160	стремится быть	1	1
161	с собой	4	1
162	значение они	1	1
163	на нее	1	1
164	мы уже	3	1
165	очень долго	1	1
166	не с	1	1
167	по природе	1	1
168	во многом	1	1
169	еще в	1	1
170	совершенно невозможно	1	1
171	героя но	2	1
172	с ним	3	1
173	можно сказать	1	1
174	о самом	1	1
175	на себя	2	1
176	до последних	1	1
177	то это	2	1
178	только так	2	1
179	не был	2	1
180	в виду	3	1
181	не способен	1	1
182	это я	2	1
183	с большим	2	1
184	и явления	2	1
185	силы но	1	1
186	на них	1	1
187	себя а	1	1
188	на их	1	1
189	не могу	2	1
190	и во	1	1
191	на всех	1	1
192	не могут	4	1
193	к нему	5	1
194	нем не	1	1
195	то он	1	1
196	переходит в	2	1
197	удалось но	1	1
198	в его	10	1
199	в эти	1	1
200	менее всего	1	1
201	нужно быть	2	1
202	себе и	4	1
203	отличие от	4	1
204	ее он	1	1
205	и только	3	1
206	значение для	2	1
207	уже во	1	1
208	но тут	1	1
209	в значительной	1	1
210	к которому	1	1
211	в своем	4	1
212	и нет	4	1
213	в формах	3	1
214	человека в	4	1
215	что он	13	1
216	всего как	1	1
217	только в	4	1
218	во всем	3	1
219	по своей	1	1
220	от этого	1	1
221	в самом	7	1
222	к чему	1	1
223	не хочет	3	1
224	бы сказать	1	1
225	то время	2	1
226	из этих	2	1
227	тоже не	1	1
228	же и	4	1
229	если есть	1	1
230	и хочет	1	1
231	уже в	2	1
232	вопроса о	1	1
233	в большинстве	9	1
234	истины не	1	1
235	человек не	1	1
236	существу своему	1	1
237	вообще не	1	1
238	него и	1	1
239	большинстве случаев	8	1
240	ведь что	2	1
241	из них	2	1
242	она становится	1	1
243	одному из	1	1
244	все еще	1	1
245	мир в	1	1
246	к внутренней	2	1
247	и их	3	1
248	этого нельзя	2	1
249	всяком случае	1	1
250	к одному	6	1
251	слова в	12	1
252	сами по	1	1
253	в конце	2	1
254	но те	1	1
255	но ведь	5	1
256	про него	1	1
257	друг друга	1	1
258	не случайно	1	1
259	вот отчего	1	1
260	которые могут	1	1
261	человек как	1	1
262	тем что	3	1
263	вот что	1	1
264	но все	2	1
265	вопрос для	1	1
266	значительной степени	1	1
267	от нее	1	1
268	лишь для	1	1
269	этом он	1	1
270	значение в	2	1
271	не должна	3	1
272	до начала	1	1
273	и из	1	1
274	оно лишь	1	1
275	знает что	2	1
276	лишь те	1	1
277	с другими	1	1
278	был в	1	1
279	который и	1	1
280	принципу но	1	1
