N	4gram	Bakhtin_Fr_3	slovoVRo
1	в то же время	6	12
2	той или иной степени	1	9
3	в той или иной	2	9
4	но в то же	4	4
5	в большей или меньшей	2	3
6	большей или меньшей степени	2	3
7	имеет дело не с	1	2
8	всегда в той или	1	2
9	как мы уже сказали	1	2
10	или во всяком случае	1	2
11	мы имеем в виду	1	1
12	бы то ни было	1	1
13	на мир и на	1	1
14	все дело в том	1	1
15	дело в том что	1	1
16	и прежде всего в	1	1
17	одной и той же	2	1
18	ни с одним из	1	1
19	в узком смысле слова	1	1
20	именно для того чтобы	1	1
21	то же время он	1	1
22	в точном смысле слова	1	1
