N	3gram	Tiupa_Lite_2	Problemy
1	то же время	9	12
2	в то же	9	12
3	на самом деле	1	10
4	и т п	2	6
5	не может быть	7	6
6	по отношению к	3	5
7	и в то	1	5
8	с точки зрения	3	4
9	бы то ни	1	4
10	то ни было	1	4
11	и прежде всего	1	4
12	он не может	1	3
13	по крайней мере	2	3
14	в конце концов	1	3
15	с другой стороны	4	3
16	и наконец в	1	2
17	подобно тому как	2	2
18	в этом случае	2	2
19	и не может	1	2
20	вместе с тем	1	2
21	в отличие от	1	2
22	же время не	1	2
23	в такой же	1	2
24	о том что	2	2
25	никогда не бывает	1	2
26	той или иной	1	2
27	о мире и	1	2
28	тем не менее	2	2
29	для этого необходимо	1	2
30	как мы видели	1	2
31	знает и не	1	1
32	для него как	1	1
33	в него не	2	1
34	прежде всего в	1	1
35	становится для него	1	1
36	но даже и	1	1
37	какого бы то	1	1
38	что же касается	1	1
39	же время он	1	1
40	что он не	1	1
41	а так как	1	1
42	в этом отношении	3	1
43	говорит о себе	1	1
44	за то что	2	1
45	во всей своей	1	1
46	у него нет	1	1
47	я все еще	1	1
48	и то что	1	1
49	даже и не	1	1
50	к тому что	1	1
51	в данном случае	3	1
52	что может быть	1	1
53	себя и других	1	1
54	и не было	1	1
55	все выше и	1	1
56	и то же	2	1
57	одно и то	2	1
58	но и не	1	1
59	как и само	1	1
60	о себе не	1	1
61	имел в виду	1	1
62	в свою очередь	1	1
63	теперь же он	1	1
64	с обратным знаком	1	1
65	не только не	1	1
66	вовсе не является	1	1
67	для того чтобы	1	1
68	в том что	5	1
69	всей своей полноте	1	1
70	для него в	1	1
