N	2gram	Medvedev_F_3	FransuaR
1	и в	27	41
2	таким образом	18	19
3	в этом	18	15
4	как и	14	14
5	и все	8	14
6	то же	15	13
7	все эти	6	13
8	в этой	2	13
9	мы уже	3	12
10	в его	7	12
11	в себе	3	11
12	как мы	8	11
13	в том	7	11
14	прежде всего	4	11
15	так и	21	10
16	в то	7	10
17	все это	7	10
18	в своем	2	9
19	не в	12	9
20	же время	7	9
21	и его	19	9
22	в качестве	1	9
23	но и	10	9
24	что в	8	9
25	но в	6	8
26	в конце	3	8
27	то что	8	8
28	и от	11	8
29	по существу	1	8
30	в нем	15	7
31	в эпоху	3	7
32	вовсе не	28	7
33	в них	3	7
34	как бы	8	7
35	и не	30	7
36	в романе	4	7
37	и до	1	6
38	ни в	8	6
39	о том	4	6
40	мы видим	1	6
41	только в	8	6
42	это не	3	6
43	есть в	1	6
44	для него	1	6
45	с помощью	8	6
46	все они	1	6
47	как в	4	5
48	не только	9	5
49	на этом	2	5
50	мы видели	4	5
51	точки зрения	16	5
52	того как	1	5
53	потому что	7	5
54	и это	2	5
55	в ней	5	5
56	и у	1	5
57	уже в	4	5
58	что и	2	5
59	вместе с	6	5
60	так же	9	5
61	и для	6	5
62	в другое	1	5
63	а в	1	5
64	к этому	2	5
65	на место	1	4
66	место в	10	4
67	в сущности	2	4
68	момент в	1	4
69	и на	3	4
70	хотя и	1	4
71	та же	1	4
72	что это	3	4
73	он не	1	4
74	на земле	2	4
75	но все	1	4
76	и с	3	4
77	должно быть	1	4
78	том что	4	4
79	но он	1	4
80	одна из	2	4
81	ничего не	2	4
82	в виду	3	4
83	в одну	1	4
84	из одного	2	4
85	и здесь	1	4
86	слов и	4	4
87	может быть	25	4
88	было бы	6	4
89	мира в	1	4
90	мира и	1	4
91	конце концов	2	4
92	том числе	1	4
93	он может	2	3
94	с точки	14	3
95	той же	3	3
96	с ее	2	3
97	проявляется в	2	3
98	он был	4	3
99	во всех	3	3
100	совсем не	5	3
101	путь в	1	3
102	кроме того	1	3
103	от этого	2	3
104	выражение в	1	3
105	и те	4	3
106	так сказать	5	3
107	при этом	8	3
108	игра с	1	3
109	и по	1	3
110	в нее	1	3
111	в мире	1	3
112	его в	7	3
113	в своей	6	3
114	таким же	2	3
115	в их	1	3
116	тем самым	1	3
117	вперед по	1	3
118	сам он	2	3
119	в отношении	2	3
120	тем что	5	3
121	как о	2	3
122	все то	1	3
123	мы найдем	1	3
124	можно было	1	3
125	о нем	3	3
126	нас в	1	3
127	в форме	1	3
128	в формах	2	3
129	что он	6	3
130	поэтому и	2	3
131	из них	2	3
132	и их	5	3
133	в одном	1	3
134	так как	9	3
135	не на	3	3
136	не было	1	3
137	ничем не	1	3
138	для этой	1	3
139	в руках	1	3
140	не может	24	3
141	и потому	5	3
142	в той	3	3
143	но этот	1	3
144	в это	1	3
145	такой же	2	3
146	но это	2	3
147	и влияние	1	3
148	не знает	1	3
149	того же	3	3
150	является и	2	3
151	жизни и	4	3
152	и эта	3	3
153	это в	1	3
154	ту же	2	2
155	и то	1	2
156	на самом	14	2
157	здесь и	6	2
158	и так	1	2
159	оно было	1	2
160	все те	1	2
161	в доме	1	2
162	есть не	1	2
163	со всех	1	2
164	мы не	4	2
165	что между	1	2
166	мир не	1	2
167	но по	1	2
168	же что	2	2
169	еще не	6	2
170	в которых	3	2
171	время в	3	2
172	оно ни	1	2
173	и человеческой	1	2
174	с его	2	2
175	а следовательно	1	2
176	эти произведения	1	2
177	а только	1	2
178	явлений и	1	2
179	по отношению	3	2
180	не просто	1	2
181	в течение	1	2
182	в одной	5	2
183	к новому	1	2
184	характер носит	1	2
185	роль играет	1	2
186	имеем в	1	2
187	учение о	2	2
188	как он	2	2
189	одно и	1	2
190	человека в	2	2
191	значительной степени	1	2
192	и может	1	2
193	некоторые итоги	1	2
194	с начала	1	2
195	с этим	1	2
196	конкретности и	1	2
197	это слияние	1	2
198	в реальном	5	2
199	мы имеем	1	2
200	числе и	1	2
201	такою же	1	2
202	в этих	3	2
203	вещи в	1	2
204	том как	2	2
205	их в	3	2
206	его целом	1	2
207	дело не	2	2
208	дело в	2	2
209	в процессе	15	2
210	следовательно и	4	2
211	явление в	1	2
212	через все	1	2
213	весь этот	2	2
214	этом отношении	3	2
215	в области	2	2
216	где она	2	2
217	и времени	1	2
218	к тому	4	2
219	они и	3	2
220	не есть	4	2
221	оно не	3	2
222	в каждой	1	2
223	должен быть	2	2
224	правда не	1	2
225	всего этого	1	2
226	в себя	1	2
227	с самого	1	2
228	роль в	4	2
229	никогда не	5	2
230	начала и	1	2
231	отсюда и	1	2
232	во все	1	2
233	жизнь и	3	2
234	в словах	1	2
235	в разных	1	2
236	в построении	1	2
237	одного из	1	2
238	в значительной	1	2
239	и во	2	2
240	бы в	6	2
241	еще более	1	2
242	все время	6	2
243	в литературе	6	2
244	того что	3	2
245	и самая	1	2
246	тот же	1	2
247	одной из	2	2
248	во времени	1	2
249	и ее	6	2
250	эпизодов романа	1	2
251	для всех	1	2
252	уже не	3	2
253	в большинстве	4	2
254	только на	4	2
255	же в	1	2
256	большинстве случаев	5	2
257	и обратно	1	2
258	и других	1	2
259	превращаются в	2	2
260	характерно что	2	2
261	и нового	1	2
262	и со	2	2
263	входят в	1	2
264	связано с	2	2
265	отношению к	3	2
266	к самому	2	2
267	связаны с	2	2
268	именно в	1	2
269	и др	2	2
270	теоретическое выражение	1	2
271	слиты в	1	2
272	а на	2	2
273	до конца	4	2
274	а не	17	2
275	переходим к	1	2
276	в связи	4	2
277	может иметь	2	2
278	направление в	1	2
279	может стать	3	2
280	без труда	2	2
281	в данном	6	2
282	в отдельности	1	2
283	этот образ	1	2
284	в результате	5	2
285	о котором	1	2
286	у них	2	2
287	интерес к	1	2
288	и как	4	2
289	в новых	1	2
290	с ним	1	2
291	ни было	5	2
292	бы оно	1	2
293	во всяком	6	2
294	не наоборот	1	1
295	этого романа	2	1
296	который должен	1	1
297	от этой	1	1
298	произведения но	4	1
299	отношения к	2	1
300	одним из	3	1
301	для построения	1	1
302	он считает	2	1
303	человека и	2	1
304	функции в	3	1
305	и через	1	1
306	как его	9	1
307	и странным	1	1
308	в такой	2	1
309	сам по	1	1
310	самом деле	16	1
311	тех же	1	1
312	это и	2	1
313	там не	1	1
314	между двумя	1	1
315	прием и	2	1
316	в первом	1	1
317	уже указывали	1	1
318	ведь и	1	1
319	должна быть	3	1
320	с таким	2	1
