N	4gram	Losev_Prob_2	Dialekti
1	может содержать в себе	1	3
2	не что иное как	3	3
3	в то время как	1	3
4	по крайней мере в	2	2
5	ни в каком случае	3	2
6	есть та или иная	1	2
7	и все на свете	1	2
8	есть не что иное	3	2
9	или по крайней мере	3	2
10	не говоря уже о	4	2
11	с одной стороны и	3	1
12	не только возможна но	1	1
13	во многих отношениях даже	1	1
14	что бы то ни	1	1
15	на самом же деле	1	1
16	о том что в	1	1
17	только возможна но и	1	1
18	о котором уже нельзя	1	1
19	же в таком случае	1	1
20	и в то же	1	1
21	только тогда когда есть	1	1
22	что все на свете	1	1
23	взятые сами по себе	2	1
24	в каком случае не	2	1
25	говорить о том что	1	1
26	вопрос о том что	1	1
27	возможна но и необходима	1	1
28	тем не менее в	1	1
29	ни в каком смысле	1	1
30	до сих пор мы	1	1
31	во что бы то	1	1
32	можно только тогда когда	1	1
33	так же как и	1	1
34	заключается в том что	2	1
35	в связи с этим	2	1
36	главное это то что	1	1
37	то это значит что	2	1
38	можно ли сказать что	2	1
39	в каком смысле не	1	1
40	бы то ни стало	1	1
41	по себе вовсе не	1	1
42	как же это может	1	1
43	все более и более	1	1
44	крайней мере в том	1	1
