N	2gram	Losev_Prob_4	Narrotol
1	не только	24	32
2	может быть	9	25
3	но и	14	23
4	в качестве	10	21
5	и не	28	20
6	то есть	27	19
7	и в	20	19
8	в том	20	18
9	в этом	9	17
10	не в	13	14
11	в частности	2	14
12	том что	12	14
13	а не	7	12
14	то что	15	11
15	а в	4	11
16	точки зрения	14	10
17	не может	5	10
18	при этом	6	9
19	так и	10	9
20	в его	3	9
21	в себе	12	8
22	с другой	7	8
23	не является	10	8
24	еще не	7	7
25	как в	5	7
26	все же	2	7
27	в случае	1	7
28	времени и	4	7
29	как и	6	7
30	к тому	3	7
31	а также	6	7
32	с одной	1	7
33	одной стороны	1	7
34	такого рода	7	7
35	с его	2	6
36	но не	5	6
37	в той	8	6
38	то в	2	6
39	тем самым	4	6
40	о том	5	6
41	что он	8	6
42	именно в	7	6
43	как это	3	6
44	том числе	1	6
45	но в	8	6
46	не все	1	5
47	отнюдь не	10	5
48	и как	3	5
49	уже не	5	5
50	в этой	4	5
51	тому же	2	5
52	далеко не	2	5
53	по себе	11	5
54	в основе	1	5
55	и его	10	5
56	к нему	3	5
57	нуждается в	1	5
58	себя в	2	5
59	или иной	13	5
60	в данном	6	5
61	можно сказать	5	5
62	и пространстве	1	5
63	данном случае	5	4
64	то же	7	4
65	из которых	3	4
66	здесь не	7	4
67	перед нами	13	4
68	за собой	2	4
69	в нем	5	4
70	в принципе	1	4
71	в силу	1	4
72	но все	3	4
73	и с	7	4
74	было бы	14	4
75	и тем	7	4
76	пока еще	1	4
77	связи с	3	4
78	числе и	1	4
79	той или	14	4
80	одного из	1	4
81	основе своей	1	4
82	только в	23	4
83	хотя бы	7	4
84	у него	1	4
85	что не	4	4
86	прежде всего	11	4
87	в рассказе	1	4
88	если не	3	4
89	как бы	4	4
90	да и	5	4
91	отличается от	4	4
92	же в	4	4
93	одной из	4	4
94	сказать что	7	4
95	другой стороны	6	4
96	это и	4	3
97	же как	1	3
98	и он	2	3
99	в ней	7	3
100	и на	3	3
101	может не	1	3
102	бы то	1	3
103	в ее	5	3
104	если в	1	3
105	что они	2	3
106	хотя и	5	3
107	когда он	1	3
108	что это	2	3
109	уже в	4	3
110	из этих	1	3
111	не есть	12	3
112	он не	2	3
113	то ни	1	3
114	не будет	2	3
115	особенно в	1	3
116	в третьем	1	3
117	ни в	17	3
118	тем не	10	3
119	бы быть	2	3
120	или невольно	1	3
121	не менее	10	3
122	в то	4	3
123	тем что	3	3
124	никогда не	1	3
125	на себя	1	3
126	по своей	1	3
127	могут быть	1	3
128	как мы	3	3
129	с ее	2	3
130	свою очередь	1	3
131	и самого	1	3
132	на том	1	3
133	мог бы	1	3
134	о ней	1	3
135	столь же	2	3
136	вольно или	1	3
137	а именно	2	3
138	из них	3	3
139	к содержанию	1	3
140	в прошлом	1	3
141	не о	1	3
142	из двух	1	3
143	и даже	9	3
144	не обязательно	2	3
145	в свою	1	3
146	истории в	1	3
147	как будто	11	3
148	не существует	5	3
149	что в	3	3
150	будто бы	2	3
151	ни было	2	3
152	жизни в	2	3
153	жизни и	5	3
154	как известно	1	2
155	одним из	1	2
156	таком случае	1	2
157	и потому	7	2
158	самом деле	3	2
159	к другому	1	2
160	и до	1	2
161	и возможность	2	2
162	который в	1	2
163	мы имеем	6	2
164	говорить о	2	2
165	ему в	2	2
166	в будущем	1	2
167	между собой	2	2
168	иное как	2	2
169	время в	1	2
170	но как	3	2
171	не то	2	2
172	отношение к	1	2
173	нет и	2	2
174	первый взгляд	1	2
175	для кого-то	1	2
176	независимо от	3	2
177	что именно	2	2
178	как к	1	2
179	в своем	3	2
180	третьей и	1	2
181	не являются	2	2
182	более или	2	2
183	в противоположность	1	2
184	или иную	1	2
185	все эти	16	2
186	бы не	1	2
187	в известном	2	2
188	от мифа	1	2
189	с чем	1	2
190	они в	1	2
191	не как	1	2
192	человека в	3	2
193	и процессов	1	2
194	его в	2	2
195	того или	3	2
196	это не	7	2
197	несмотря на	4	2
198	жизни но	1	2
199	на первый	1	2
200	или менее	2	2
201	с точки	11	2
202	однако в	2	2
203	даже в	1	2
204	вплоть до	3	2
205	в обоих	2	2
206	некоторого рода	2	2
207	которого он	1	2
208	что иное	2	2
209	не имеет	4	2
210	ничего не	1	2
211	имеем дело	3	2
212	как раз	4	2
213	и после	1	2
214	когда мы	5	2
215	здесь совершенно	1	2
216	утверждать что	1	2
217	приходит к	2	2
218	даже самое	1	2
219	в пределах	2	2
220	на свой	1	2
221	и когда	2	2
222	можно было	4	2
223	или в	5	2
224	в значительной	2	2
225	том или	3	2
226	и только	4	2
227	в литературе	2	2
228	известном смысле	1	2
229	идет по	1	2
230	дело с	2	2
231	и ее	4	2
232	от одной	1	2
233	есть в	7	2
234	этого понятия	2	2
235	но от	1	2
236	ту или	1	2
237	для него	3	2
238	или даже	4	2
239	сами по	2	2
240	не случайно	1	2
241	и никакой	1	2
242	и др	1	2
243	нового времени	1	2
244	говорит о	2	2
245	не было	3	2
246	не на	1	2
247	его как	1	2
248	о чем	1	2
249	не всегда	1	2
250	мировое древо	1	2
251	на чем	1	2
252	к другой	2	2
253	а если	3	2
254	даже вовсе	1	2
255	исходя из	1	2
256	только о	1	2
257	что мы	3	2
258	и для	4	2
259	в связи	3	2
260	в результате	8	2
261	мира и	1	2
262	и все	8	2
263	тем более	4	2
264	хотя в	1	2
265	к самому	1	2
266	своей матери	1	2
267	это все	2	2
268	между ними	1	2
269	совершенно не	3	2
270	жизни а	1	2
271	или иного	3	2
272	не что	2	2
273	в какой	4	2
274	так же	5	2
275	в таком	6	2
276	точно так	3	2
277	этой точки	1	2
278	также и	13	1
279	того же	2	1
280	становится в	1	1
281	и четвертой	1	1
282	в разные	1	1
283	на самом	5	1
284	о разных	1	1
285	и есть	4	1
286	не признает	1	1
287	ему что	1	1
288	них как	1	1
289	и больше	2	1
290	едва ли	10	1
291	действительности и	5	1
292	в году	1	1
293	уже по	2	1
294	в гостиной	1	1
295	есть не	6	1
296	им самим	1	1
297	при анализе	1	1
298	понятия но	2	1
299	уже более	2	1
300	гуманитарных наук	1	1
301	он как	3	1
302	есть нечто	9	1
303	но она	3	1
304	больше всего	1	1
305	мы и	1	1
306	всю ночь	1	1
307	в целом	1	1
308	которое в	2	1
309	сам по	6	1
310	к своему	2	1
311	себе а	1	1
312	целое и	1	1
313	а еще	3	1
314	нам представляется	2	1
315	ногах и	1	1
316	в чем	2	1
317	во всех	4	1
318	там и	1	1
319	по своему	6	1
320	оно уже	1	1
321	тот или	2	1
322	иметь в	1	1
323	совсем не	1	1
324	и три	1	1
325	о смерти	1	1
326	мы будем	1	1
327	легко может	1	1
328	только потому	1	1
329	а он	1	1
330	человеческих отношений	4	1
331	предполагает как	1	1
332	мере в	1	1
333	в художественном	4	1
334	в общую	1	1
335	как нам	1	1
336	и где	2	1
337	кто не	1	1
338	этот ряд	1	1
339	могли бы	1	1
340	и наконец	4	1
341	напомним что	1	1
342	и к	3	1
343	в действительности	1	1
344	как таковое	1	1
345	поэтому и	1	1
346	человеческая жизнь	2	1
347	в самом	2	1
348	человеческого сознания	2	1
349	даже если	3	1
350	но по	2	1
351	ни один	1	1
352	а во-вторых	1	1
353	сказать о	3	1
354	таковы например	1	1
355	тоже не	1	1
356	в конкретной	2	1
357	сливаются в	3	1
358	но на	1	1
359	какую бы	1	1
360	на его	2	1
361	сейчас и	1	1
362	и миф	1	1
363	в первую	1	1
364	отношений между	1	1
365	том чтобы	2	1
366	мир как	1	1
367	новое и	2	1
368	содержит в	8	1
369	на земле	2	1
370	говорилось выше	1	1
371	его от	1	1
372	может существовать	2	1
373	и по	2	1
374	рассказано в	1	1
375	в специальных	1	1
376	или иных	3	1
377	таким образом	8	1
378	здесь мы	3	1
379	и может	2	1
380	в совершенно	2	1
381	этом свидетельствует	1	1
382	в другом	3	1
383	в поведении	1	1
384	об этом	6	1
385	первую очередь	1	1
386	с другими	3	1
387	этом смысле	3	1
388	за другой	1	1
389	претендуют на	1	1
390	с начала	1	1
391	но именно	2	1
392	однако здесь	1	1
393	здесь это	1	1
394	смерть и	1	1
395	с богом	1	1
396	солнце и	1	1
397	но уже	1	1
398	в них	5	1
399	по домам	1	1
400	также не	1	1
401	достоевского и	1	1
402	все равно	3	1
403	жизни то	1	1
404	он и	1	1
405	как сказано	1	1
406	в чистом	2	1
407	мы не	7	1
408	как таковой	1	1
409	и тогда	2	1
410	и конец	1	1
411	что если	1	1
412	самой его	1	1
413	это ощущение	1	1
414	в котором	2	1
415	в их	1	1
416	нет возможности	1	1
417	на свою	1	1
418	этого символического	1	1
419	как символ	6	1
420	жизни с	1	1
421	от его	1	1
422	признать что	1	1
423	не понимает	2	1
424	в россии	1	1
425	над ними	1	1
426	по крайней	6	1
427	и более	3	1
428	не могли	2	1
429	в конце	2	1
430	и предполагает	1	1
431	том же	1	1
432	что этот	1	1
433	и то	2	1
434	ни одна	2	1
435	вместе со	1	1
436	себе оно	1	1
437	чистом виде	2	1
438	есть тоже	2	1
439	человек и	1	1
440	дело не	3	1
441	дело в	2	1
442	но ясно	1	1
443	сознания однако	1	1
444	как таковых	2	1
445	и сама	3	1
446	или письма	2	1
447	не всякий	3	1
448	жизни не	1	1
449	это то	1	1
450	этих двух	1	1
451	к ней	2	1
452	и является	3	1
453	потому что	15	1
454	к этим	1	1
455	свидетельствуют о	2	1
456	на некоторые	1	1
457	апостола павла	1	1
458	ли целесообразно	1	1
459	и делает	1	1
460	в области	3	1
461	перед ним	1	1
462	всех прочих	1	1
463	у нас	14	1
464	легенда о	1	1
465	данного произведения	1	1
466	и времени	1	1
467	не могут	1	1
468	же самое	6	1
469	что оно	1	1
470	мысли о	1	1
471	они и	2	1
472	для себя	2	1
473	как они	2	1
474	вещами и	1	1
475	мифа в	2	1
476	что все	1	1
477	в виду	6	1
478	и сами	1	1
479	здесь также	2	1
480	и от	6	1
481	только то	1	1
482	есть само	1	1
483	лучше сказать	2	1
484	признаков а	1	1
485	или нескольких	1	1
486	и совершенно	2	1
487	и сам	1	1
488	бы одной	2	1
489	здесь как	4	1
490	содержать в	1	1
491	начала и	1	1
492	к его	3	1
493	произведения не	1	1
494	символики это	1	1
495	когда в	1	1
496	тот же	2	1
497	на них	1	1
498	если бы	8	1
499	и вообще	6	1
500	с ним	4	1
501	и здесь	1	1
502	возможна только	1	1
503	в самой	4	1
504	внимание на	1	1
505	не имеем	1	1
506	там же	2	1
507	и во	4	1
508	поскольку всякое	1	1
509	нас в	1	1
510	жили в	1	1
511	если например	1	1
512	приветливо и	1	1
513	в ряд	3	1
514	на одном	1	1
515	что и	3	1
516	крайней мере	6	1
517	тотчас же	2	1
518	резко отличается	1	1
519	все время	2	1
520	еще только	2	1
521	того что	1	1
522	оно и	1	1
523	восход солнца	1	1
524	с ними	2	1
525	всю свою	1	1
526	известного рода	5	1
527	не происходит	1	1
528	не мешает	3	1
529	со всеми	2	1
530	однако с	1	1
531	этой системе	1	1
532	мира это	1	1
533	и у	1	1
534	то и	5	1
535	в нашей	1	1
536	в начале	3	1
537	свидетельствует о	2	1
538	не обладают	2	1
539	только художественные	1	1
540	а то	2	1
541	то только	2	1
542	не дает	1	1
543	эта категория	1	1
544	где бы	1	1
545	тоже в	1	1
546	ни с	4	1
547	от понятия	2	1
548	не так	3	1
549	никто не	2	1
550	настолько чтобы	1	1
551	есть порождающий	1	1
552	вовсе не	21	1
553	от тех	1	1
554	далек от	1	1
555	мы можем	3	1
556	из нее	1	1
557	само по	1	1
558	художественные и	1	1
559	бы все	1	1
560	жизни на	1	1
561	отсутствует и	1	1
562	можно но	1	1
563	становления и	1	1
564	до сих	1	1
565	связаны с	1	1
566	нельзя сказать	1	1
567	здесь в	5	1
568	думал он	1	1
569	и прежде	2	1
570	и быть	1	1
571	как же	2	1
572	простому человеку	1	1
573	церкви и	1	1
574	уж и	1	1
575	стремится к	1	1
576	однако и	1	1
577	человеческой жизни	5	1
578	и картины	1	1
579	не подлежит	1	1
580	как о	3	1
581	когда же	1	1
582	и уже	1	1
583	нет ничего	3	1
584	о себе	3	1
585	ни на	3	1
586	и будущего	1	1
587	человека к	1	1
588	в меру	2	1
589	пространства и	1	1
590	двадцать четыре	1	1
591	обладает всеми	1	1
592	после его	1	1
593	может как	1	1
594	к жизни	1	1
595	если оно	2	1
596	он предполагает	1	1
597	об ее	2	1
598	в наличии	1	1
599	ней не	1	1
600	дело здесь	1	1
601	в это	2	1
602	схемы и	1	1
603	с этой	1	1
604	лет назад	2	1
605	всякая жизнь	1	1
606	быть и	1	1
607	является для	3	1
608	бы достаточно	1	1
609	сих пор	1	1
610	не будем	2	1
611	от нас	2	1
612	в смысле	5	1
613	всего в	1	1
614	под названием	1	1
615	тех или	4	1
616	хотя они	2	1
617	о котором	1	1
618	своей природе	1	1
619	постоянно и	1	1
620	который является	2	1
621	ни одного	1	1
622	для нас	6	1
623	внутреннее содержание	1	1
624	ночь эту	1	1
625	бы он	1	1
626	а может	2	1
627	с не	1	1
628	но зато	1	1
629	но это	6	1
630	вот этот	1	1
631	есть уже	1	1
632	который имел	1	1
633	на фоне	1	1
634	вопрос как	1	1
635	не знает	1	1
636	и при	1	1
637	что понятие	3	1
638	есть то	1	1
639	жизни мы	1	1
640	если же	1	1
641	каждый такой	1	1
642	которого нет	1	1
643	это было	2	1
644	по поводу	1	1
645	в античности	1	1
646	во сне	1	1
647	от страха	1	1
648	можно назвать	2	1
649	как результат	1	1
650	которая не	3	1
651	и кажется	1	1
