N	3gram	Medvedev_F_3	Istorich
1	и т д	6	15
2	в этих случаях	1	7
3	с другой стороны	5	7
4	в этом случае	1	5
5	до сих пор	1	5
6	в том что	3	5
7	тем не менее	2	5
8	как мы видели	2	5
9	в данном случае	4	3
10	в связи с	4	3
11	другой стороны и	1	3
12	мы видели что	2	3
13	можно утверждать что	1	2
14	по отношению к	3	2
15	и в других	1	2
16	с одной стороны	1	2
17	нам важно установить	1	2
18	мы уже знаем	2	2
19	во всяком случае	6	2
20	только в связи	1	2
21	о том что	1	2
22	не только не	2	2
23	но все же	1	2
24	мы имеем в	1	2
25	так что она	1	2
26	как и в	1	2
27	для нас важно	1	1
28	в нем происходит	1	1
29	уже знаем что	2	1
30	хотя и не	1	1
31	что в этом	1	1
32	и столь же	1	1
33	огромном большинстве случаев	1	1
34	явно не имеют	1	1
35	и той же	1	1
36	подобно тому как	4	1
37	в том числе	1	1
38	т е не	1	1
39	но и здесь	1	1
40	что в данном	1	1
41	с этой точки	1	1
42	с точки зрения	14	1
43	сами по себе	2	1
44	иначе обстоит дело	3	1
45	на самом же	2	1
46	только то что	2	1
47	как это происходит	1	1
48	из того что	1	1
49	с тем что	1	1
50	в таком случае	1	1
51	можно было бы	1	1
52	же как мы	2	1
53	этом случае в	1	1
54	они находятся в	1	1
55	вместе с тем	3	1
56	она находит в	1	1
57	подчеркивают что они	1	1
58	но в таком	1	1
59	одной из них	1	1
60	не только в	1	1
61	имеет еще одну	1	1
62	смысле этого слова	2	1
63	но там где	1	1
64	обстоит дело с	3	1
65	т е с	2	1
66	связаны между собой	1	1
67	так или иначе	1	1
68	в такой же	1	1
69	один из моментов	1	1
70	в огромном большинстве	1	1
71	так же как	1	1
72	и в том	1	1
73	этой точки зрения	1	1
74	и вместе с	1	1
75	на самом деле	12	1
76	это происходит в	1	1
77	равно как и	2	1
78	не может быть	14	1
79	что они находятся	1	1
80	с самого начала	1	1
81	в качестве мотивировки	1	1
82	не только на	1	1
83	можно сказать что	1	1
84	у нас в	1	1
85	на то что	1	1
86	друг друга в	2	1
87	в большинстве случаев	4	1
88	одной и той	1	1
89	друг с другом	1	1
90	самом же деле	2	1
91	друг друга и	1	1
92	что там где	1	1
93	то мы можем	1	1
94	в жизни и	1	1
95	она не может	1	1
