N	2gram	Bakhtin_fo_1	Vladivir
1	и в	50	30
2	в этом	25	20
3	то что	6	20
4	у него	6	19
5	и не	14	18
6	в том	9	18
7	и с	4	14
8	что он	1	13
9	в конце	9	13
10	не только	9	12
11	том что	4	12
12	что в	5	12
13	как мы	14	11
14	в его	13	11
15	а в	3	11
16	сказать что	3	11
17	и вообще	2	10
18	а также	2	10
19	не было	7	10
20	и даже	2	10
21	все же	6	9
22	кроме того	4	9
23	было бы	2	9
24	не в	5	9
25	в то	9	9
26	не может	6	9
27	для него	2	9
28	потому что	4	9
29	в своем	4	8
30	но в	10	8
31	связи с	6	8
32	но и	8	8
33	в связи	5	8
34	вместе с	3	8
35	до конца	4	7
36	то есть	33	7
37	ни в	8	7
38	точки зрения	5	7
39	никогда не	2	7
40	в эти	1	7
41	может быть	11	7
42	а не	3	7
43	между прочим	1	7
44	для нас	2	7
45	и все	6	7
46	также и	2	6
47	он был	1	6
48	хотя и	3	6
49	и к	2	6
50	в себе	3	6
51	об этом	2	6
52	и его	16	6
53	у нас	1	6
54	то время	4	6
55	его жизни	8	6
56	всякого рода	2	6
57	только в	4	6
58	всяком случае	1	6
59	еще и	2	6
60	прежде всего	15	6
61	о чем	1	6
62	к этому	3	6
63	жизни и	8	6
64	во всяком	3	6
65	того же	8	5
66	и то	4	5
67	и я	1	5
68	с этим	6	5
69	все эти	9	5
70	при этом	3	5
71	как и	8	5
72	в своей	2	5
73	в котором	4	5
74	по себе	2	5
75	так как	6	5
76	к концу	3	5
77	для себя	7	5
78	в дальнейшем	6	5
79	так и	12	5
80	с ним	2	5
81	того что	2	5
82	тот же	1	5
83	так что	1	5
84	в течение	2	5
85	как бы	2	5
86	в основном	5	5
87	все это	4	5
88	в результате	6	5
89	то же	11	4
90	той же	2	4
91	я не	1	4
92	и он	1	4
93	в ней	4	4
94	и на	8	4
95	время в	6	4
96	с его	9	4
97	совсем не	2	4
98	отношение к	2	4
99	в которой	2	4
100	что это	1	4
101	в целом	2	4
102	в этой	1	4
103	в нем	24	4
104	он не	5	4
