N	2gram	Ircho_Kome_2	Myshleni
1	с помощью	1	42
2	и в	26	25
3	в развитии	2	24
4	в том	11	23
5	на основе	1	22
6	том что	9	20
7	таким образом	6	17
8	так же	1	17
9	что в	9	17
10	с тем	5	16
11	в основе	1	16
12	как и	4	15
13	в его	4	15
14	то что	6	15
15	в этом	10	14
16	вместе с	9	14
17	между собой	1	13
18	может быть	11	13
19	в целом	4	13
20	так как	4	12
21	в качестве	5	12
22	на основании	5	11
23	по своему	2	11
24	и что	2	10
25	что и	7	10
26	было бы	8	10
27	только в	4	10
28	как бы	2	10
29	и не	14	10
30	мы не	2	9
31	связи с	3	9
32	ни в	5	9
33	как в	3	9
34	как мы	4	8
35	того чтобы	6	8
36	тем что	3	8
37	не является	2	8
38	речи и	1	8
39	столь же	9	7
40	по своей	1	7
41	все эти	1	7
42	по себе	1	7
43	в области	1	7
44	уже в	4	7
45	мы можем	3	7
46	для того	5	7
47	как это	4	7
48	того же	3	6
49	и на	7	6
50	но не	3	6
51	потому что	6	6
52	как уже	1	6
53	от этого	2	6
54	представляет собой	1	6
55	не только	7	6
56	в силу	2	6
57	не может	3	6
58	мы видели	1	6
59	точки зрения	4	6
60	в отличие	2	6
61	не в	2	6
62	не менее	4	6
63	самого начала	1	6
64	приходит к	1	6
65	в собственном	1	6
66	с самого	2	6
67	можно было	4	6
68	один из	5	6
69	что он	5	6
70	отличие от	2	6
71	и у	2	6
72	с другой	2	6
73	в связи	3	6
74	все это	3	6
75	все же	4	6
76	одним из	2	5
77	и как	1	5
78	и к	2	5
79	отношения между	1	5
80	что это	4	5
81	что она	2	5
82	тем не	1	5
83	с другом	2	5
84	о том	6	5
85	так и	12	5
86	если бы	9	5
87	в этой	3	5
88	в пользу	2	5
89	показывают что	1	5
90	входит в	1	5
91	с одной	2	5
92	для него	1	5
93	именно в	1	5
94	из которых	3	5
95	одной стороны	2	5
96	друг с	2	5
97	мы имели	1	4
98	тем же	1	4
99	мы имеем	2	4
100	время как	2	4
101	еще не	6	4
102	отнюдь не	2	4
103	в своем	6	4
104	из этих	4	4
105	он не	2	4
106	в основу	1	4
107	от нее	1	4
108	совпадают с	1	4
109	той же	3	4
110	не мог	1	4
111	не столько	1	4
112	значение слова	1	4
113	в то	6	4
114	и внутренней	1	4
115	никогда не	1	4
116	что речь	1	4
117	то и	1	4
118	встречается в	1	4
119	к тому	12	4
120	и это	2	4
121	то время	3	4
122	приводит к	1	4
123	мог бы	1	4
124	по сравнению	1	4
125	в ход	1	4
126	с ним	1	4
127	выводу что	1	4
128	в какой	2	4
129	всяком случае	2	4
130	из них	7	4
131	мы знаем	3	4
132	могло бы	1	4
133	друг друга	3	4
134	речь и	1	4
135	от того	2	4
136	но и	10	4
137	прежде всего	4	4
138	там где	1	4
139	независимо от	5	4
140	с этим	5	4
141	и все	2	4
142	а в	3	4
143	сказать что	1	4
144	в частности	4	4
