N	3gram	Bakhtin_Pr_5	RusskieA
1	в том что	2	18
2	в этом случае	1	6
3	в данном случае	1	6
4	для того чтобы	1	6
5	вместе с тем	1	4
6	и в других	1	4
7	о том что	1	4
8	мы видели что	1	4
9	в отличие от	2	3
10	не может быть	3	3
11	подобно тому как	2	3
12	но она не	1	2
13	тем не менее	1	2
14	в то время	1	2
15	а между тем	3	1
16	что каждый из	1	1
17	еще далеко не	1	1
18	с таким же	1	1
19	прежде всего как	1	1
20	потому что в	1	1
21	того или другого	1	1
22	в том же	1	1
23	о том как	1	1
24	а так как	1	1
25	в этом отношении	1	1
26	то что в	1	1
27	такой же степени	2	1
28	можно было бы	2	1
29	здесь еще не	1	1
30	но и приведенных	1	1
31	ту сторону этой	1	1
32	может быть и	1	1
33	во всяком случае	4	1
34	смысле этого слова	2	1
35	не входит в	1	1
36	и в этом	2	1
37	то время как	1	1
38	всяком случае не	1	1
39	в такой же	2	1
40	видели что в	1	1
41	дело в том	1	1
42	с другой стороны	3	1
43	и в том	1	1
44	что и от	1	1
45	это еще не	1	1
46	все это без	1	1
47	в свою очередь	1	1
48	и все это	2	1
49	можно сказать что	1	1
50	или во всяком	1	1
51	вопрос о том	1	1
52	на третий день	1	1
53	как мы уже	2	1
54	но и эта	1	1
55	по его мнению	1	1
56	как и в	1	1
57	как мы видели	1	1
