N	2gram	Vinokur_Ku_1	Dialekti
1	т е	38	46
2	не есть	4	40
3	и не	12	30
4	и есть	2	19
5	а не	8	18
6	и т	33	17
7	ничего не	2	17
8	может быть	13	17
9	то что	9	16
10	т д	14	15
11	и в	24	15
12	как бы	7	14
13	точки зрения	14	14
14	не имеет	2	14
15	так как	9	14
16	что это	5	13
17	по себе	2	13
18	это есть	2	13
19	того что	9	13
20	это не	7	12
21	в этом	14	11
22	и вот	1	11
23	говорить о	1	11
24	ясно что	3	11
25	в том	30	11
26	прежде всего	9	11
27	не может	7	11
28	и все	2	11
29	том что	21	10
30	потому что	23	10
31	она есть	1	10
32	это и	4	9
33	то же	8	9
34	было бы	15	9
35	с точки	9	9
36	в виду	5	9
37	и что	5	9
38	уже не	8	9
39	и пр	15	9
40	все это	6	9
41	что иное	1	8
42	в чем	1	8
43	не в	11	8
44	в себе	3	8
45	не только	10	8
46	ни в	2	8
47	иное как	2	8
48	это значит	1	8
49	не что	1	8
50	должна быть	3	7
51	не просто	5	7
52	что именно	1	7
53	и мы	2	7
54	он есть	3	7
55	как и	2	7
56	по крайней	5	7
57	и его	5	7
58	что оно	3	7
59	только в	11	7
60	крайней мере	5	7
61	что мы	1	7
62	или в	2	7
63	что он	6	7
64	что в	17	7
65	перед нами	1	6
66	хотя и	3	6
67	и тем	2	6
68	если бы	9	6
69	в то	2	6
70	же время	2	6
71	что и	4	6
72	так что	4	6
73	вовсе не	10	6
74	и даже	3	6
75	а именно	2	6
76	нет ничего	1	6
77	в результате	5	6
78	тем более	2	6
79	сказать что	1	6
80	в сфере	1	5
81	той же	3	5
82	мы имеем	6	5
83	в сущности	3	5
84	и на	4	5
85	быть в	2	5
86	с его	4	5
87	только тогда	3	5
88	субъекта и	1	5
89	в своем	3	5
90	учение о	4	5
91	на то	4	5
92	что она	3	5
93	в нем	4	5
94	есть не	1	5
95	в жизни	1	5
96	что такое	6	5
97	же это	1	5
98	что я	2	5
99	в ней	6	5
100	на себе	6	5
101	но что	1	5
102	но только	1	5
103	того чтобы	17	5
104	тогда когда	6	5
105	как таковой	2	5
106	я не	2	5
107	в каком	2	5
108	таким образом	12	5
109	как только	1	5
110	о том	9	5
111	в себя	1	5
112	так и	7	5
113	можно сказать	3	5
114	именно в	6	5
115	если мы	2	5
116	для того	16	5
117	как же	1	5
118	в смысле	2	5
119	и для	2	5
120	но если	2	5
121	также и	2	4
122	данного явления	1	4
123	хотя бы	10	4
124	что они	4	4
125	в этой	3	4
126	и как	2	4
127	с их	3	4
128	и стало	1	4
129	в силу	10	4
130	то ни	1	4
131	и с	5	4
132	этом смысле	3	4
133	с тем	5	4
134	и уже	1	4
135	той или	1	4
136	ничего общего	1	4
137	что все	2	4
138	идет речь	2	4
139	еще не	5	4
140	в его	12	4
141	оказывается что	1	4
142	с ними	4	4
143	есть в	4	4
144	в одном	3	4
145	само по	1	4
146	как раз	8	4
147	отнюдь не	1	4
148	так же	4	4
149	в особенности	3	4
150	но это	1	4
151	один из	4	4
152	тех или	1	4
153	лишь как	2	4
154	бы в	7	4
155	жизни и	1	4
156	но и	6	4
157	должны быть	2	4
158	и то	3	3
159	только потому	6	3
160	едва ли	1	3
161	что если	2	3
162	так чтобы	1	3
163	то мы	3	3
164	а если	3	3
165	со стороны	4	3
166	в истории	3	3
167	общего с	1	3
168	как в	4	3
169	с этим	4	3
170	когда он	3	3
171	но в	2	3
172	от этого	2	3
173	та же	1	3
174	бы и	2	3
175	все эти	6	3
176	и если	3	3
177	на этом	1	3
178	от нее	1	3
179	об этом	1	3
