N	2gram	Bakhtin_Fr_4	Dialekti
1	и не	16	30
2	и в	29	18
3	точки зрения	4	17
4	ничего не	1	17
5	может быть	2	17
6	и есть	4	16
7	в нем	5	16
8	ни в	2	15
9	потому что	1	14
10	не только	10	13
11	и даже	3	13
12	то что	4	13
13	что в	1	13
14	в этом	11	12
15	с точки	2	12
16	если бы	1	12
17	и что	1	12
18	не может	2	12
19	в мифе	1	12
20	что это	5	11
21	в себе	3	11
22	что он	4	11
23	так как	7	11
24	как бы	8	11
25	все это	4	11
26	то же	10	10
27	что такое	1	10
28	прежде всего	8	10
29	сказать что	5	10
30	и то	2	9
31	так и	11	9
32	это не	5	9
33	том что	3	9
34	никогда не	2	9
35	в том	7	9
36	но это	4	8
37	к нему	3	8
38	также и	4	7
39	и как	3	7
40	то в	3	7
41	что она	1	7
42	как она	1	7
43	мы находим	1	7
44	вовсе не	9	7
45	но и	9	7
46	в чем	3	6
47	но в	12	6
48	с другой	4	6
49	и вот	3	6
50	в то	10	6
51	думают что	1	6
52	и образ	1	6
53	с ним	2	6
54	можно сказать	1	6
55	ни с	2	6
56	да и	2	6
57	говорить о	1	5
58	и он	1	5
59	отношение к	1	5
60	в своем	3	5
61	все же	3	5
62	в противоположность	1	5
63	на то	1	5
64	мифологии и	1	5
65	и с	9	5
66	и мы	2	5
67	в этих	2	5
68	в отношении	1	5
69	в виду	2	5
70	в дальнейшем	3	5
71	можно было	1	5
72	он сам	1	5
73	в особенности	2	5
74	говорит о	1	5
75	она есть	1	5
76	есть и	4	5
77	это и	5	4
78	как он	2	4
79	одно и	1	4
80	об этом	1	4
81	что эта	1	4
82	только и	1	4
83	же время	8	4
84	к тому	2	4
85	как мы	10	4
86	быть может	2	4
87	и вообще	1	4
88	о том	2	4
89	от него	1	4
90	быть и	1	4
91	мы видим	3	4
92	но не	2	4
93	в котором	2	4
94	в конце	9	4
95	мы можем	3	4
96	как раз	2	4
97	хотя и	2	4
98	так же	7	4
99	другой стороны	3	4
100	нем нет	1	3
101	отношения к	1	3
102	самом деле	1	3
103	должна быть	1	3
104	и тут	1	3
105	но она	2	3
106	в ней	3	3
107	и формулы	1	3
108	мысли и	1	3
109	на самом	4	3
110	если в	2	3
111	что они	2	3
112	стороны и	1	3
113	более или	3	3
114	конечно не	4	3
115	в самом	1	3
116	он не	3	3
117	всех этих	3	3
118	не значит	1	3
119	но все	1	3
120	в них	7	3
121	и вы	1	3
122	или менее	3	3
123	в их	2	3
124	что я	2	3
125	друг другу	1	3
126	и почти	1	3
127	даже в	1	3
128	вплоть до	1	3
129	в основе	2	3
130	но только	2	3
131	в разных	3	3
132	уже и	2	3
133	утверждать что	1	3
134	и о	5	3
135	жизнь и	4	3
136	чтобы понять	1	3
137	и та	1	3
138	что и	1	3
139	один из	4	3
140	но с	1	3
141	не хотят	1	3
142	только в	2	3
143	очень много	1	3
144	только на	1	3
145	даже и	2	3
146	еще и	7	3
147	а он	1	3
148	и потому	1	3
149	в данном	1	3
150	в его	8	3
151	тех или	1	3
152	и все	13	3
153	у них	3	3
154	еще более	1	3
155	конце концов	4	3
156	только что	1	3
157	состоит из	1	3
158	жизни и	4	3
159	думать что	1	3
160	же как	1	2
161	почти все	3	2
162	время как	1	2
163	в полной	1	2
164	но конечно	3	2
165	но как	3	2
166	символом и	1	2
167	относится к	1	2
168	с этим	1	2
169	бы и	1	2
170	образом и	3	2
171	все эти	9	2
172	к самому	1	2
173	говорят о	1	2
174	тому же	1	2
175	связанные с	4	2
176	в виде	1	2
177	не как	1	2
178	на земле	1	2
179	на этом	2	2
180	это конечно	2	2
181	в мире	1	2
182	это было	1	2
183	с этой	1	2
184	как и	12	2
185	до сих	1	2
186	и тогда	1	2
187	со всей	1	2
188	и при	2	2
189	в своей	5	2
190	то он	2	2
191	нас не	1	2
192	во всем	1	2
193	и от	1	2
194	ко всему	1	2
195	можем сказать	1	2
196	раз и	1	2
197	но они	4	2
198	дело не	1	2
199	в идее	1	2
200	учения о	2	2
201	же он	1	2
202	и эта	2	2
203	этом отношении	1	2
204	которое в	1	2
205	и это	2	2
206	на нем	2	2
207	другими словами	2	2
208	с реальными	1	2
209	в эпоху	15	2
210	по мере	1	2
211	тех кто	2	2
212	но к	1	2
213	эти два	1	2
214	для того	3	2
215	в него	1	2
216	того что	3	2
217	эти последние	1	2
218	в современной	1	2
219	что здесь	3	2
220	чем он	1	2
221	с ними	3	2
222	мы увидим	2	2
223	и так	3	2
224	поэтому и	5	2
225	сказали что	1	2
226	с одной	2	2
227	в качестве	3	2
228	же и	3	2
229	уже не	2	2
230	и у	2	2
231	из них	6	2
232	для него	1	2
233	и их	3	2
234	с него	3	2
235	дальше в	1	2
236	со стороны	2	2
237	живой и	2	2
238	тот кто	1	2
239	именно в	2	2
240	здесь в	6	2
241	а с	1	2
242	о чем	2	2
243	он и	5	2
244	стороны в	2	2
245	в частности	3	2
246	как в	2	2
247	одной стороны	2	2
248	еще не	4	2
249	какие же	1	2
250	такой же	3	2
251	сих пор	1	2
252	и для	2	2
253	характерна для	1	2
254	о своем	2	2
255	они были	3	2
256	в отдельности	1	2
257	к этому	2	2
258	как известно	2	1
259	жизни где	1	1
260	как все	1	1
261	что образ	3	1
262	без них	1	1
263	и без	1	1
264	силы и	1	1
265	перед лицом	2	1
266	и реального	1	1
267	из самых	1	1
268	направленными на	1	1
269	мировоззрения и	1	1
270	и до	5	1
271	что эти	1	1
272	и этот	1	1
273	той же	3	1
274	так он	1	1
275	а как	2	1
276	и интересно	1	1
277	ни того	2	1
278	он также	1	1
279	мы не	1	1
280	теперь мы	1	1
281	из этого	2	1
282	он как	1	1
283	этот был	2	1
284	в самих	1	1
285	но даже	1	1
286	кто же	1	1
287	что по	1	1
288	на их	2	1
289	в различных	2	1
290	бы мы	1	1
291	его так	3	1
292	в ее	3	1
293	другой пример	1	1
294	явлений и	1	1
295	эта особенность	1	1
296	нет и	1	1
297	отвлеченная мысль	2	1
298	один и	2	1
299	и вовсе	1	1
300	себя за	1	1
301	первый взгляд	1	1
302	в той	2	1
303	концов не	1	1
304	его на	1	1
305	не нуждаясь	1	1
306	дает нам	2	1
307	в связи	1	1
308	кто не	1	1
309	на анализе	1	1
310	и наконец	2	1
311	его к	2	1
312	и к	2	1
313	не более	1	1
314	ней и	1	1
315	не приходится	1	1
316	в которой	4	1
317	здесь дается	2	1
318	бы не	2	1
319	так в	1	1
320	по преимуществу	3	1
321	с их	1	1
322	но его	1	1
323	в наших	1	1
324	он бьет	1	1
325	смыслом и	1	1
326	и если	1	1
327	что каждая	2	1
328	при этом	3	1
329	после этого	2	1
330	равно и	1	1
331	эта последняя	1	1
332	к одному	1	1
333	сущности то	1	1
334	в силу	1	1
335	полной мере	1	1
336	и вечно	1	1
337	и по	5	1
338	людей и	1	1
339	так например	1	1
340	него и	1	1
341	или иных	1	1
342	таким образом	20	1
343	здесь мы	1	1
344	не будет	1	1
345	что все	1	1
346	же не	2	1
347	он просто	1	1
348	указывали на	1	1
349	главным образом	1	1
350	чего он	1	1
351	мы уже	10	1
352	ними как	1	1
353	них не	1	1
354	то есть	21	1
355	для своей	2	1
356	зрения на	1	1
357	его в	9	1
358	уже знаем	1	1
359	то все	1	1
360	с жизнью	2	1
361	миф об	1	1
362	весь мир	5	1
363	в жизни	2	1
364	победу над	1	1
365	люди не	1	1
366	своей будущей	1	1
367	далеко не	5	1
368	в этой	13	1
369	сколько требуется	1	1
370	со своими	2	1
371	а равно	1	1
372	и становится	1	1
373	что значит	3	1
374	в шутку	1	1
375	себе с	1	1
376	также есть	1	1
377	в которые	2	1
378	место в	2	1
379	на свою	1	1
380	знаем что	1	1
381	мы сказали	2	1
382	и они	3	1
383	я по	1	1
384	мир и	2	1
385	которые в	1	1
386	но он	6	1
387	не узнал	1	1
388	еще раз	2	1
389	и вся	1	1
390	и очень	1	1
391	ему как	1	1
392	случае в	1	1
393	можно ли	1	1
394	представлений об	1	1
395	до известной	1	1
396	мы пока	1	1
397	мало того	1	1
398	виду что	1	1
399	и начинает	1	1
400	самого начала	3	1
401	непосредственно и	1	1
402	правда в	1	1
403	дело в	2	1
404	тогда и	1	1
405	не отвлеченные	1	1
406	того чтобы	3	1
407	чем не	1	1
408	не их	1	1
409	как два	1	1
410	что весьма	1	1
411	на язык	1	1
412	именно с	1	1
413	мифе о	1	1
414	что тот	1	1
415	с самым	1	1
416	по своей	3	1
417	и его	8	1
418	связи с	2	1
419	исторического процесса	2	1
420	как будто	2	1
421	он со	1	1
422	у меня	2	1
423	не бывает	1	1
424	и оно	1	1
425	отношение этих	1	1
426	но там	2	1
427	это также	1	1
428	же самое	1	1
429	сходство с	1	1
430	с полной	2	1
431	не стала	1	1
432	на это	1	1
433	если же	2	1
434	где он	2	1
435	с образом	2	1
436	правда не	1	1
437	ни даже	1	1
438	также имеет	1	1
439	значения и	1	1
440	совершенно правильно	1	1
441	нужно сказать	2	1
442	здесь не	3	1
443	нем уже	1	1
444	почему и	1	1
445	уже с	1	1
446	и этим	2	1
447	с самого	3	1
448	то время	2	1
449	на том	1	1
450	природе своей	1	1
451	и сам	3	1
452	что у	3	1
453	оно также	1	1
454	в образе	4	1
455	на нее	1	1
456	времени и	2	1
457	по природе	1	1
458	еще в	1	1
459	в результате	4	1
460	имеется в	3	1
461	оно так	1	1
462	связанное с	1	1
463	и там	1	1
464	и должно	1	1
465	того он	2	1
466	но мы	2	1
467	размышления о	1	1
468	скажу что	1	1
469	все его	1	1
470	свет он	1	1
471	все в	2	1
472	переходит в	1	1
473	судить о	1	1
474	и всякая	1	1
475	новое в	1	1
476	вниз а	1	1
477	исторического развития	1	1
478	в ту	2	1
479	все время	3	1
480	у которого	1	1
481	поэтому все	1	1
482	в жалкий	1	1
483	борьбы за	1	1
484	как нечто	1	1
485	для освещения	1	1
486	или же	1	1
487	но под	1	1
488	были чрезвычайно	1	1
489	образ как	1	1
490	все они	5	1
491	со всеми	1	1
492	себя в	2	1
493	же ее	1	1
494	это ни	2	1
495	субъективно и	1	1
496	о происхождении	1	1
497	есть в	2	1
498	уже в	2	1
499	мифических образах	1	1
500	борьбы с	1	1
501	ним не	1	1
502	изображается как	1	1
503	не дает	1	1
504	все образы	4	1
505	при помощи	1	1
506	и других	3	1
507	у того	1	1
508	мир в	2	1
509	был бы	1	1
510	является существенное	1	1
511	с этими	1	1
512	ее не	1	1
513	у него	5	1
514	и показывает	1	1
515	не видел	1	1
516	от того	1	1
517	во главе	1	1
518	указание на	1	1
519	в очень	1	1
520	эти явления	1	1
521	же деле	2	1
522	имеет и	1	1
523	и самая	1	1
524	он это	1	1
525	только один	1	1
526	в природе	1	1
527	мы еще	1	1
528	и др	4	1
529	нового времени	2	1
530	превращается в	3	1
531	самом же	2	1
532	смысла и	1	1
533	он только	1	1
534	а за	1	1
535	и самый	1	1
536	на весь	5	1
537	там где	3	1
538	сложнее чем	1	1
539	жизнь в	1	1
540	эти бесконечные	1	1
541	уже давно	2	1
542	видели в	1	1
543	в духе	1	1
544	и самые	1	1
545	так мы	1	1
546	живыми людьми	1	1
547	перед нами	4	1
548	происходит в	1	1
549	не вниз	1	1
550	из этой	1	1
551	с которым	1	1
552	своего развития	1	1
553	на свете	2	1
554	могила и	1	1
555	есть тот	1	1
556	особенно к	1	1
557	никто никогда	1	1
558	нечто совершенно	1	1
559	что мы	1	1
560	между прочим	2	1
561	этом и	1	1
562	у вас	2	1
563	кроме того	2	1
564	о мире	2	1
565	известной степени	1	1
566	форм и	2	1
567	не знаем	1	1
568	будущей жене	1	1
569	для выражения	1	1
570	хотя они	1	1
571	в пределе	3	1
572	мира и	4	1
573	о котором	1	1
574	это как	1	1
575	на первый	2	1
576	для нас	1	1
577	один только	1	1
578	было на	1	1
579	не должен	1	1
580	законов и	1	1
581	и земли	2	1
582	я же	1	1
583	них и	1	1
584	а также	2	1
585	эпоха имеет	1	1
586	жизни в	2	1
587	всего мира	1	1
588	между ними	2	1
589	они также	2	1
590	конечно как	1	1
591	к его	1	1
592	только о	1	1
593	не отвлеченная	1	1
594	это та	1	1
595	я вижу	1	1
596	а я	1	1
597	и другие	2	1
598	они не	2	1
599	в таком	1	1
600	все что	1	1
