N	3gram	Vygotskiy__3	PoTuStor
1	с точки зрения	1	6
2	с самого начала	6	4
3	в этом смысле	2	3
4	до сих пор	1	3
5	по сравнению с	3	3
6	во всяком случае	4	3
7	не может быть	2	3
8	на этой ступени	3	2
9	по аналогии с	1	2
10	так же как	6	2
11	не могут быть	1	2
12	о том что	3	2
13	и в этом	2	2
14	и того же	4	1
15	внешними и внутренними	1	1
16	и связанные с	1	1
17	это вытекает из	1	1
18	и в высшей	1	1
19	основной вопрос можно	1	1
20	хорошо нам знакомая	1	1
21	новых и новых	1	1
22	подобно тому как	1	1
23	комплекса при этом	1	1
24	одного и того	4	1
25	заранее что в	1	1
26	во многих случаях	1	1
27	то же самое	1	1
28	может быть совершенно	1	1
29	другими словами мы	1	1
30	как это делает	1	1
31	же как и	4	1
32	на первый план	2	1
33	есть в сущности	1	1
34	бы то ни	1	1
35	в этом отношении	3	1
36	самого начала но	1	1
37	совершенно так же	2	1
38	можно было бы	5	1
39	все же в	2	1
40	может привести к	1	1
41	вопрос можно ли	1	1
42	с этой точки	2	1
43	вместе с тем	10	1
44	так как он	1	1
45	же что и	1	1
46	со всеми его	1	1
47	в данном случае	1	1
48	никакому сомнению что	1	1
49	то ни было	1	1
50	с одной стороны	5	1
51	в высшей степени	6	1
52	в пределах своего	1	1
53	в связи с	5	1
54	в применении к	1	1
55	все новых и	1	1
56	а с другой	3	1
57	имеем дело с	1	1
58	всяком случае не	1	1
59	в этом и	2	1
60	этой ступени развития	2	1
61	в том что	17	1
62	этой точки зрения	2	1
63	с его помощью	1	1
64	а вместе с	1	1
65	мы не можем	1	1
66	на наших глазах	1	1
67	так и в	2	1
68	связи с этим	1	1
69	что иное как	1	1
70	и как мы	1	1
71	в известной степени	1	1
72	не что иное	1	1
73	но мы уже	1	1
74	в основных чертах	1	1
75	друг с другом	5	1
76	снова и снова	1	1
77	для того чтобы	7	1
78	мы увидим что	1	1
79	той или иной	2	1
