N	2gram	Bakhtin_fo_2	Myshleni
1	то что	7	26
2	в этом	22	25
3	что он	3	25
4	потому что	8	21
5	таким образом	3	19
6	точки зрения	10	18
7	в том	10	18
8	не может	2	18
9	того чтобы	8	17
10	не только	11	16
11	и в	46	16
12	того что	3	16
13	так как	6	16
14	что в	5	16
15	том что	4	15
16	понятий и	1	15
17	так же	2	15
18	для того	8	14
19	в сущности	2	13
20	между собой	1	13
21	сказать что	1	13
22	вопрос о	1	12
23	и что	1	12
24	и не	9	12
25	и развития	1	12
26	из того	1	11
27	отношение к	3	11
28	в его	8	11
29	но не	5	10
30	было бы	2	10
31	как мы	6	10
32	только в	11	10
33	а не	4	10
34	с помощью	3	10
35	с точки	8	9
36	в отношении	2	9
37	может быть	7	9
38	то же	8	8
39	должно быть	5	8
40	как и	8	8
41	если бы	1	8
42	в основе	6	8
43	о том	4	8
44	он не	5	8
45	точка зрения	3	8
46	как это	2	8
47	того же	3	7
48	и есть	2	7
49	в нем	5	7
50	но он	2	7
51	по себе	2	7
52	так и	7	7
53	с другом	4	7
54	друг с	4	7
55	и на	7	6
56	но в	10	6
57	в этой	2	6
58	как он	2	6
59	связанные с	5	6
60	в другом	3	6
61	не в	9	6
62	для развития	1	6
63	что все	2	6
64	и следовательно	1	6
65	мы можем	1	6
66	у него	9	6
67	но и	9	6
68	в той	2	6
69	к тому	3	6
70	должна быть	1	5
71	что они	4	5
72	как в	4	5
73	в своем	5	5
74	в которой	1	5
75	тому что	1	5
76	с ним	4	5
77	самого начала	1	5
78	в то	5	5
79	никогда не	6	5
80	этом отношении	2	5
81	с самого	1	5
82	по сравнению	1	5
83	но мы	1	5
84	можно сказать	2	5
85	значит что	2	5
86	тот же	3	5
87	для него	3	5
88	тем что	3	5
89	сравнению с	1	5
90	как бы	10	5
91	это значит	3	5
92	не является	3	5
93	еще более	4	5
94	не знает	2	5
95	и то	1	4
96	что если	1	4
97	время как	1	4
98	друг от	2	4
99	за пределы	1	4
100	опирается на	2	4
101	в самом	1	4
102	все эти	5	4
103	вообще не	1	4
104	при этом	6	4
105	и по	3	4
106	это не	2	4
107	такой же	1	4
108	не имеет	1	4
109	могут быть	2	4
110	же самое	3	4
111	от друга	2	4
112	в пределах	5	4
113	еще не	6	4
114	другом месте	2	4
115	и т.д	1	4
116	в новой	1	4
117	в качестве	3	4
118	так что	4	4
119	и их	4	4
120	то время	1	4
121	не могут	1	4
122	точек зрения	1	4
123	с другой	2	4
124	именно в	2	4
125	на этот	1	4
126	ребенка и	1	4
127	вместе с	9	4
128	это есть	1	4
129	в состоянии	1	4
130	с этой	4	4
131	мы видим	2	4
132	в результате	1	4
133	бы в	1	4
134	тем более	3	4
135	потребность в	1	4
136	в системе	1	4
137	связей и	1	4
138	в свою	1	4
139	этой точки	1	4
140	самом деле	1	3
141	это и	1	3
142	мы не	1	3
143	говорить о	2	3
144	вместо того	1	3
145	по своему	2	3
146	но как	1	3
147	если в	2	3
148	с этим	5	3
149	все же	6	3
150	как уже	3	3
151	и как	3	3
152	то в	2	3
153	и тот	1	3
154	что должно	1	3
155	на этом	2	3
156	и тем	1	3
157	с тем	2	3
158	мы видели	2	3
159	и того	1	3
160	в этих	3	3
161	в их	3	3
162	сих пор	2	3
163	и более	2	3
164	до конца	2	3
165	в смысле	5	3
166	но что	1	3
167	же самого	1	3
168	больше чем	1	3
169	как она	1	3
170	по своей	1	3
171	и является	1	3
172	и его	12	3
173	связи с	8	3
174	приходит к	1	3
175	свою очередь	1	3
176	в себя	2	3
177	еще в	1	3
178	и с	6	3
179	вот почему	1	3
180	никак не	1	3
181	до сих	2	3
182	в чем	1	3
183	этих двух	1	3
184	что и	3	3
185	между тем	1	3
186	вопрос об	1	3
187	с одной	2	3
188	в одном	7	3
189	а в	3	3
190	еще и	1	3
191	на которые	1	3
192	прежде всего	14	3
193	не на	3	3
194	в частности	5	3
195	все основные	2	3
196	чем в	1	3
197	по существу	5	3
198	этом случае	2	3
199	но это	2	3
200	одного и	1	3
201	одной стороны	1	3
202	развитие и	1	3
203	как на	2	3
204	ее в	3	3
205	к этому	3	3
206	они не	1	3
207	к полному	1	2
208	ту же	2	2
209	отношения к	4	2
210	такое же	1	2
211	не имеют	1	2
212	все дело	1	2
213	их и	1	2
214	есть не	1	2
215	которую мы	1	2
216	принадлежит к	2	2
217	основе этого	1	2
218	в ней	1	2
219	в различных	1	2
220	во всех	11	2
221	мы будем	3	2
222	что было	3	2
223	отличие от	1	2
224	связи и	1	2
225	его на	1	2
226	когда он	1	2
227	и к	2	2
228	в этот	3	2
229	ступени развития	1	2
230	самой природе	1	2
231	связанного с	1	2
232	учение о	1	2
233	то и	1	2
234	только один	2	2
235	в случае	1	2
236	на его	1	2
237	в корне	2	2
238	и единство	1	2
239	но все	1	2
240	в совершенно	3	2
241	те же	6	2
242	на протяжении	3	2
243	в них	7	2
244	все равно	1	2
245	развития так	1	2
246	понятия и	1	2
247	в своей	1	2
248	в котором	4	2
249	в отличие	1	2
250	значение для	2	2
251	друг другу	2	2
252	и эти	1	2
253	все это	6	2
254	их в	4	2
255	но только	1	2
256	во всем	1	2
257	до того	2	2
258	не до	1	2
259	и здесь	1	2
260	лежит в	2	2
261	должны быть	1	2
262	уже на	1	2
263	в виду	3	2
264	но при	1	2
265	на основе	3	2
266	в истории	4	2
267	почему в	1	2
268	в плоскости	2	2
269	к самой	1	2
270	это мы	1	2
271	том как	3	2
272	находится в	2	2
273	эта точка	1	2
274	и поэтому	1	2
275	его в	6	2
276	говорит он	1	2
277	представления о	1	2
278	по типу	1	2
279	со всеми	2	2
280	же в	4	2
281	является не	1	2
282	из них	8	2
283	вперед по	1	2
284	вовсе не	13	2
285	к ним	2	2
286	и даже	3	2
287	себя и	3	2
288	на развитие	3	2
289	у нас	2	2
290	о чем	3	2
291	всю полноту	1	2
292	и потому	2	2
293	которые являются	1	2
294	в тот	1	2
