N	4gram	Medvedev_F_3	Problemy
1	в то же время	7	5
2	с другой стороны и	1	2
3	не забывает своего пути	1	1
4	бы то ни было	4	1
5	и т п в	2	1
6	и не может быть	3	1
7	в том числе и	1	1
8	но в таком случае	1	1
9	в том или ином	1	1
10	в собственном смысле слова	1	1
11	иметь в виду что	1	1
12	по мере того как	1	1
13	в значительной степени определяется	1	1
14	нужно иметь в виду	1	1
15	дело в том что	1	1
16	с точки зрения его	3	1
17	моментом которого оно является	1	1
18	в одной плоскости с	1	1
19	с точки зрения своей	1	1
20	мы можем сказать что	1	1
21	каких бы то ни	1	1
22	то же время не	1	1
