N	2gram	Tiupa_Hudo_1	Dialekti
1	т е	4	46
2	и не	2	30
3	а не	12	18
4	и т	11	17
5	ничего не	8	17
6	может быть	5	17
7	то что	8	16
8	т д	3	15
9	и в	14	15
10	как бы	7	14
11	точки зрения	5	14
12	не имеет	2	14
13	так как	1	14
14	по себе	2	13
15	того что	4	13
16	это не	7	12
17	в этом	11	11
18	и вот	1	11
19	говорить о	3	11
20	ясно что	2	11
21	в том	12	11
22	прежде всего	11	11
23	не может	7	11
24	и все	4	11
25	о личности	1	10
26	том что	16	10
27	в основе	1	10
28	потому что	5	10
29	с ее	2	10
30	личности и	2	10
31	она есть	1	10
32	это и	1	9
33	то же	9	9
34	мы не	2	9
35	было бы	6	9
36	с точки	3	9
37	в виду	1	9
38	и что	2	9
39	уже не	7	9
40	все это	2	9
41	в чем	1	8
42	не в	7	8
43	в себе	11	8
44	не только	12	8
45	ни в	5	8
46	и это	4	8
47	и о	4	8
48	и ее	1	8
49	что именно	1	7
50	как и	9	7
51	и его	5	7
52	что оно	1	7
53	только в	5	7
54	что мы	1	7
55	что он	9	7
56	что в	6	7
57	перед нами	5	6
58	хотя и	2	6
59	и тем	1	6
60	если бы	3	6
61	в то	8	6
62	же время	8	6
63	так что	2	6
64	вовсе не	1	6
65	и даже	3	6
66	нет ничего	2	6
67	в результате	2	6
68	тем более	1	6
69	сказать что	1	6
70	ни на	1	6
71	в сфере	1	5
72	той же	2	5
73	в сущности	1	5
74	и на	3	5
75	с его	5	5
76	в своем	4	5
77	то в	4	5
78	на то	4	5
79	что она	4	5
80	в нем	3	5
81	в жизни	1	5
82	же это	1	5
83	что я	2	5
84	в ней	4	5
85	на себе	2	5
86	того чтобы	3	5
87	как таковой	1	5
88	я не	1	5
89	о том	12	5
90	в себя	2	5
91	так и	13	5
92	можно сказать	4	5
93	именно в	7	5
94	личности в	7	5
95	в смысле	1	5
96	и для	3	5
97	также и	1	4
98	хотя бы	1	4
99	что они	1	4
100	в этой	8	4
101	и как	1	4
102	не как	1	4
103	в силу	1	4
104	то ни	1	4
105	и с	4	4
106	этом смысле	1	4
107	с тем	1	4
108	и уже	1	4
109	бытия и	4	4
110	она не	4	4
111	ничего общего	1	4
112	что все	1	4
