N	2gram	Potebnia_M_4	Istorich
1	и в	23	28
2	и т	7	25
3	может быть	26	25
4	т д	3	22
5	а не	12	15
6	не может	11	15
7	никогда не	3	14
8	мы имеем	4	13
9	мы должны	2	13
10	для нас	14	13
11	то же	14	12
12	не только	10	12
13	что в	17	12
14	мы видим	2	11
15	только в	15	11
16	мы не	8	10
17	все же	1	10
18	и что	7	10
19	что он	4	10
20	но и	11	10
21	прежде всего	1	10
22	не в	11	9
23	так и	6	9
24	о том	8	9
25	то что	29	9
26	видим что	1	9
27	в том	23	9
28	и не	18	9
29	в этом	23	8
30	но в	8	8
31	что это	7	8
32	в лес	6	8
33	таким образом	24	8
34	не всегда	3	8
35	если бы	13	8
36	в лесу	1	8
37	в ней	2	7
38	здесь мы	2	7
39	это не	7	7
40	еще не	3	7
41	и здесь	2	7
42	этот вопрос	3	7
43	и др	2	7
44	что мы	10	7
45	так же	4	7
46	том что	12	7
47	было бы	8	7
48	в этих	3	7
49	а в	5	7
50	в этой	1	6
51	его в	4	6
52	тем не	4	6
53	не менее	5	6
54	к тому	3	6
55	что и	7	6
56	вслед за	1	6
57	так как	14	6
58	с другой	2	6
59	вместе с	6	6
60	видно что	4	6
61	например в	3	5
62	должна быть	1	5
63	вопрос о	2	5
64	в своем	8	5
65	увидим что	1	5
66	что она	2	5
67	в силу	7	5
68	их в	3	5
69	дело не	2	5
70	на основе	1	5
71	можно было	2	5
72	в его	5	5
73	что здесь	1	5
74	но не	1	5
75	показывают что	1	5
76	в качестве	1	5
77	в одном	4	5
78	до сих	4	5
79	к которому	1	5
80	сих пор	4	5
81	или в	1	5
82	не знает	1	5
83	сказать что	8	5
84	другой стороны	1	5
85	ее в	1	5
86	и даже	2	4
87	и для	2	4
88	и на	3	4
89	то мы	3	4
90	не то	5	4
91	не все	1	4
92	с этим	7	4
93	все эти	3	4
94	на то	7	4
95	но все	1	4
96	об этом	2	4
97	и с	4	4
98	с тем	7	4
99	как и	14	4
100	даже в	2	4
101	находится в	5	4
102	связи с	3	4
103	должны быть	3	4
104	в пределах	1	4
105	так в	3	4
106	другими словами	8	4
107	того что	14	4
108	с одной	1	4
109	потому что	33	4
110	так что	5	4
111	в большинстве	2	4
112	большинстве случаев	2	4
113	к ним	2	4
114	а именно	4	4
115	превращается в	2	4
116	один из	2	4
117	связь с	1	4
118	одной стороны	1	4
119	могут быть	7	4
120	там где	3	4
121	как будто	1	4
122	все это	5	4
123	в связи	1	4
124	это так	1	4
125	хотя бы	4	4
126	но это	3	4
127	начинается с	1	3
128	я не	2	3
129	ему в	1	3
130	то это	8	3
131	видели что	1	3
132	по отношению	10	3
133	перед нами	1	3
134	могли бы	4	3
135	при этом	15	3
