N	3gram	Potebnia_M_3	Dialekti
1	и т д	3	15
2	не есть ни	4	9
3	в том что	16	9
4	по крайней мере	5	7
5	это значит что	1	7
6	не может быть	3	6
7	то же время	5	6
8	в то же	5	6
9	есть то что	1	5
10	сама по себе	2	5
11	для того чтобы	3	5
12	само по себе	3	4
13	не в том	5	4
14	и стало быть	1	4
15	подобно тому как	2	4
16	только тогда когда	7	4
17	и той же	2	3
18	не говоря уже	1	3
19	говоря уже о	1	3
20	одной и той	2	3
21	или по крайней	1	3
22	на то что	1	3
23	же что и	1	3
24	то же что	4	3
25	представим себе что	1	2
26	в чем же	1	2
27	равно как и	1	2
28	же время и	1	2
29	сам по себе	5	2
30	в собственном смысле	2	2
31	то и другое	1	2
32	ничего общего с	1	2
33	потому что мы	2	2
34	что оно есть	1	2
35	вовсе не в	1	2
36	от того что	5	2
37	то что мы	2	2
38	в свою очередь	3	2
39	что оно не	1	2
40	тем не менее	3	2
41	не имеет права	1	2
42	даже тогда когда	1	1
43	имеет значение только	2	1
44	в чем не	1	1
45	она есть не	1	1
46	только потому что	2	1
47	себя и что	1	1
48	но оно есть	1	1
49	в душе и	1	1
50	а не в	1	1
51	в себе не	2	1
52	в силу того	1	1
53	может быть только	3	1
54	и то и	1	1
55	и та же	1	1
56	можно сказать что	2	1
57	того и другого	1	1
58	то что я	2	1
59	художественное произведение есть	2	1
60	большим или меньшим	1	1
61	рано или поздно	1	1
62	в том случае	1	1
63	и то что	1	1
64	в истории но	1	1
65	еще не знает	1	1
66	только в силу	1	1
67	говорит ни о	1	1
68	что не есть	1	1
69	эта бесконечность есть	1	1
70	в данном случае	1	1
71	если бы мы	1	1
72	не только в	4	1
73	в нас самих	1	1
74	мы не знаем	2	1
75	это было бы	1	1
76	как и между	1	1
77	того что не	1	1
78	тем что должно	1	1
79	то тем самым	3	1
80	быть только в	1	1
81	и главным образом	1	1
82	так или иначе	1	1
83	деятельности и в	1	1
84	не в силах	1	1
85	то для чего	1	1
86	а не как	1	1
87	который хотя и	1	1
88	стало быть если	1	1
89	лишь в том	1	1
90	что тем самым	1	1
91	по себе не	1	1
92	гораздо сложнее и	1	1
93	а вместе с	1	1
94	вместе с ним	1	1
95	но тем не	2	1
96	его жизни и	1	1
97	именно эти два	1	1
98	одна и та	1	1
99	о том что	1	1
100	если мы не	1	1
101	не только не	2	1
102	но никак не	2	1
103	как бы ни	2	1
104	содержать в себе	1	1
105	из себя и	1	1
106	может быть иначе	1	1
107	с другой стороны	4	1
108	может и не	1	1
109	друг от друга	1	1
110	после того как	1	1
111	легко может быть	1	1
112	художественное произведение и	1	1
113	мы не в	1	1
114	из того что	1	1
115	по себе а	4	1
