N	2gram	Vinokur_St_2	Problemy
1	и не	9	31
2	и в	29	29
3	в его	13	24
4	может быть	2	24
5	в этом	21	22
6	а не	5	22
7	т е	10	21
8	в нем	4	19
9	точки зрения	5	19
10	как бы	5	19
11	для него	4	18
12	не только	19	15
13	то что	11	15
14	то же	2	14
15	не как	1	14
16	и его	6	14
17	но и	19	14
18	в пределах	1	13
19	с точки	2	13
20	точка зрения	1	12
21	таким образом	10	12
22	как и	2	12
23	не может	2	12
24	о себе	1	12
25	в самом	7	10
26	этом смысле	1	10
27	в то	2	10
28	только в	2	10
29	в одном	6	10
30	там где	2	10
31	все эти	2	9
32	с его	2	9
33	все же	6	9
34	если бы	2	9
35	же время	1	9
36	но не	3	9
37	в романе	4	9
38	по отношению	1	8
39	что в	19	8
40	по себе	3	8
41	в каждом	1	8
42	как не	1	8
43	в том	27	8
44	что он	13	8
45	потому что	9	8
46	до конца	3	8
47	в своем	9	8
48	в своей	7	8
49	отношению к	1	8
50	а как	4	7
51	и на	6	7
52	за пределы	1	7
53	и как	2	7
54	но в	8	7
55	в себе	2	7
56	зрения на	1	7
57	с другими	1	7
58	том что	27	7
59	не в	4	7
60	вовсе не	6	7
61	она не	1	7
62	так и	9	7
63	в форме	1	7
64	прежде всего	5	7
65	а в	1	7
66	одним из	6	6
67	самом деле	3	6
68	так же	3	6
69	в одной	2	6
70	как в	3	6
71	выражение в	2	6
72	что она	1	6
73	его в	2	6
74	несмотря на	2	6
75	в конце	2	6
76	так как	2	6
77	как раз	8	6
78	и потому	2	6
79	не могут	1	6
80	все это	11	6
81	о мире	2	6
82	на самом	3	5
83	это и	1	5
84	в зависимости	1	5
85	той же	1	5
86	зависимости от	1	5
87	у него	1	5
88	с их	1	5
89	он не	9	5
90	но все	7	5
91	было бы	5	5
92	он и	1	5
93	в сущности	1	5
94	и это	2	5
95	и о	4	5
96	еще не	1	5
97	ничего не	4	5
98	между тем	5	5
99	именно в	4	5
100	и др	2	5
101	в творчестве	1	5
102	конце концов	1	5
103	во всяком	3	5
104	и т	9	4
105	идет о	3	4
106	поэтому и	1	4
107	стиля и	1	4
108	в этой	2	4
109	перестает быть	1	4
110	что было	2	4
111	даже в	2	4
112	как мы	1	4
113	в процессе	2	4
114	в основе	1	4
115	и с	4	4
116	в построении	1	4
117	в свете	1	4
118	тем что	3	4
119	были бы	1	4
120	что и	2	4
121	не было	3	4
122	не на	2	4
123	его как	2	4
124	должна была	2	4
125	что же	1	4
126	но это	3	4
127	и для	1	4
128	в результате	2	4
129	героя в	1	4
130	они не	2	4
131	отношении к	3	3
132	например в	3	3
133	на материале	1	3
134	я не	7	3
135	он сам	1	3
136	от характера	1	3
137	себе и	1	3
138	и пр	8	3
139	кроме того	4	3
140	уже в	1	3
141	и до	1	3
142	но именно	1	3
143	на почве	2	3
144	лишь на	1	3
145	внешнего мира	1	3
146	в их	3	3
147	тому что	7	3
148	одна из	1	3
149	на него	1	3
150	героев и	1	3
151	никогда не	3	3
152	как будто	1	3
153	этом отношении	9	3
154	в духе	2	3
155	отличается от	1	3
156	оно не	3	3
157	и здесь	3	3
158	с другой	4	3
159	в них	2	3
160	романа в	1	3
161	но с	4	3
162	романа и	1	3
163	была для	1	3
164	но как	1	3
165	всяком случае	3	3
166	ни в	3	3
167	сами по	2	3
168	т п	3	3
169	не умеют	1	3
170	по существу	2	3
171	и слово	1	3
172	бы в	1	3
173	не дает	2	3
174	сказать что	2	3
175	другой стороны	3	3
176	и внутренне	1	3
177	была бы	5	3
178	как слово	1	3
179	в своих	1	3
180	как на	9	3
181	все что	1	3
182	если б	4	2
183	романа эти	1	2
184	в чисто	2	2
185	к другому	1	2
186	по преимуществу	1	2
187	из его	2	2
188	бы уже	1	2
189	для своего	2	2
190	в которой	11	2
191	вопрос о	6	2
192	совпадает с	1	2
193	на себя	3	2
194	конечно и	2	2
195	в ней	7	2
196	бы то	2	2
197	отношение к	1	2
198	так что	3	2
199	в истории	2	2
200	в той	5	2
201	с этим	3	2
202	и к	4	2
203	вследствие этого	1	2
204	на его	2	2
205	в россии	3	2
206	то ни	2	2
207	при этом	2	2
208	кажется что	3	2
209	и уже	1	2
210	выйти за	1	2
211	в один	2	2
212	в отношении	2	2
213	в котором	7	2
214	но он	3	2
215	но они	2	2
216	мысли в	1	2
217	самого начала	3	2
218	поэтому в	1	2
219	совершенно неправильно	1	2
220	связи с	4	2
221	е не	1	2
222	не потому	2	2
223	и вполне	1	2
224	что оно	1	2
225	данном случае	1	2
226	него самого	2	2
227	идет не	1	2
228	голоса в	1	2
229	и что	6	2
230	слова а	1	2
231	и сам	2	2
232	те же	1	2
233	он писал	3	2
234	именно потому	1	2
235	сам был	1	2
236	на вопрос	3	2
237	никак не	2	2
238	и во	1	2
