N	3gram	Vygotskiy__1	NovoeSre
1	в высшей степени	4	6
2	не может быть	5	4
3	в этом смысле	1	2
4	вместе с тем	5	2
5	так же как	5	2
6	с одной стороны	8	2
7	с другой стороны	9	2
8	когда мы говорим	1	2
9	он не имеет	1	2
10	она не может	1	2
11	по своей природе	2	1
12	такой же мере	3	1
13	только для себя	1	1
14	то время как	4	1
15	но все время	1	1
16	есть прежде всего	2	1
17	в том числе	1	1
18	играют большую роль	1	1
19	же как и	4	1
20	до сих пор	4	1
21	и не может	1	1
22	но и потому	1	1
23	в зависимости от	2	1
24	в отличие от	1	1
25	в свою противоположность	1	1
26	наряду с этим	1	1
27	но и в	1	1
28	не быть в	1	1
29	том числе и	1	1
30	заключает в себе	1	1
31	можно было бы	3	1
32	бы сказать что	2	1
33	в том чтобы	3	1
34	не только в	1	1
35	к вопросу о	1	1
36	и на их	1	1
37	общественной жизни как	1	1
38	и потому что	1	1
39	в известном смысле	2	1
40	в такой же	3	1
41	сказать что все	1	1
42	во всяком случае	3	1
43	я не могу	2	1
44	не право и	1	1
45	о том что	6	1
46	в то время	5	1
47	то что в	1	1
48	и пр в	1	1
49	в значительной степени	2	1
50	и вместе с	1	1
51	не в силах	1	1
52	не имеет никакой	1	1
53	это значит что	1	1
54	своей природе и	1	1
55	мы не хотим	2	1
56	говорит что в	1	1
57	которые могут быть	1	1
58	в том что	15	1
59	того чтобы быть	1	1
60	как и в	1	1
