N	2gram	Nazirov_Tv_2	VerxiiNi
1	и в	20	26
2	таким образом	10	22
3	в этом	8	15
4	вместе с	3	15
5	как бы	11	12
6	в том	8	11
7	из этих	1	10
8	не только	13	10
9	и с	8	10
10	может быть	8	10
11	связи с	1	9
12	в области	1	9
13	так как	3	9
14	но и	8	9
15	что в	7	9
16	но не	5	8
17	главным образом	1	8
18	и у	2	8
19	с другой	2	8
20	и не	9	8
21	как на	1	8
22	но в	4	7
23	из них	2	7
24	том что	4	7
25	потому что	7	7
26	с одной	1	7
27	то что	3	7
28	а с	3	7
29	представление о	7	6
30	все же	5	6
31	все эти	4	6
32	в себе	3	6
33	всяком случае	2	6
34	к тому	1	6
35	так и	6	6
36	о том	5	6
37	в конце	6	6
38	что и	1	6
39	несмотря на	1	6
40	и потому	4	6
41	все это	6	6
42	во всяком	2	6
43	отношение к	1	5
44	сих пор	3	5
45	и к	1	5
46	тому же	2	5
47	в силу	1	5
48	в мире	5	5
49	лишь в	1	5
50	по крайней	2	5
51	не имеет	1	5
52	никогда не	11	5
53	образом в	1	5
54	в его	10	5
55	крайней мере	2	5
56	до сих	3	5
57	а не	6	5
58	к жизни	2	5
59	и для	1	5
60	так же	5	5
61	одной из	3	5
62	том числе	1	5
63	в котором	3	4
64	то же	7	4
65	в течение	1	4
66	в самом	3	4
67	в этой	5	4
68	и по	2	4
69	что все	1	4
70	то есть	5	4
71	с другими	2	4
72	должен был	1	4
73	он не	3	4
74	бога и	1	4
75	и тогда	2	4
76	в которых	3	4
77	в то	10	4
78	в нем	3	4
79	а в	4	4
80	числе и	1	4
81	что оно	1	4
82	и что	2	4
83	и только	2	4
84	только в	2	4
85	русской жизни	1	4
86	на этот	2	4
87	не может	7	4
88	и от	4	4
89	в этих	1	4
90	во время	1	4
91	что он	6	4
92	в виде	2	4
93	же как	3	3
94	всю вселенную	1	3
95	на западе	3	3
96	из всех	1	3
97	не вполне	1	3
98	к богу	1	3
99	если в	1	3
100	и нет	1	3
101	когда он	4	3
102	и как	1	3
103	за собой	4	3
104	в которой	2	3
105	что это	1	3
106	друг за	1	3
107	и если	2	3
108	при этом	8	3
109	всегда и	1	3
110	если бы	4	3
111	не менее	2	3
112	как о	2	3
113	представляет собой	1	3
114	и о	1	3
115	с самого	1	3
116	культуры и	1	3
117	ясно что	1	3
118	так что	2	3
119	уже не	3	3
120	для него	3	3
121	в одном	2	3
122	и даже	5	3
123	с ней	1	3
124	в связи	1	3
125	в рамках	1	3
126	с этой	3	3
127	в результате	1	3
128	отношению к	3	3
129	и другие	1	3
130	к этому	3	3
131	в таком	3	3
132	точно так	1	3
133	говорили о	1	2
134	не должны	2	2
135	одним из	3	2
136	связана с	1	2
137	и это	3	2
138	всегда на	1	2
139	смотреть на	1	2
140	еще не	5	2
141	и на	5	2
142	с его	1	2
143	во всех	1	2
144	в создании	1	2
145	или иное	1	2
146	общего с	1	2
147	и наконец	2	2
148	еще на	1	2
149	на то	1	2
150	из этой	2	2
151	не к	1	2
152	связан с	1	2
153	образом если	1	2
154	в глазах	1	2
155	в них	1	2
156	к которым	1	2
157	мы видели	1	2
158	но если	2	2
159	признать что	1	2
160	не в	4	2
161	в россии	2	2
162	вплоть до	1	2
163	самого начала	1	2
164	героев и	1	2
165	же время	7	2
166	в русском	1	2
167	христианских подвижников	1	2
168	и является	1	2
169	так например	3	2
170	спасение души	1	2
171	ли это	1	2
172	и здесь	1	2
173	начиная с	2	2
174	не могут	1	2
175	в среде	1	2
176	похож на	1	2
177	отличается от	1	2
178	той или	1	2
179	пор еще	1	2
180	ничего общего	1	2
181	но при	1	2
182	то или	1	2
183	приводит к	2	2
184	в образе	3	2
185	не с	1	2
186	особенно в	2	2
187	мысль о	1	2
188	в виду	1	2
189	в пользу	3	2
190	между тем	3	2
191	один из	3	2
192	тот же	1	2
193	этот факт	2	2
194	уже в	2	2
195	больше не	1	2
