N	3gram	Medvedev_F_2	Vladivir
1	в том что	2	9
2	в связи с	10	8
3	во всяком случае	5	6
4	тем не менее	1	6
5	что же касается	1	5
6	по крайней мере	1	4
7	как мы знаем	2	4
8	более или менее	1	3
9	с точки зрения	7	3
10	в отличие от	2	3
11	в то же	5	3
12	не в том	3	3
13	в конце концов	2	3
14	так или иначе	1	3
15	то что он	1	3
16	то же время	5	3
17	не говоря уже	1	2
18	в настоящее время	1	2
19	нам кажется что	1	2
20	на первый план	2	2
21	говоря уже о	1	2
22	только и может	2	2
23	сам по себе	3	2
24	в данном случае	1	2
25	в том чтобы	1	2
26	в свою очередь	1	2
27	он уже не	1	2
28	и в его	1	2
29	как мы видели	4	2
30	что иное как	1	1
31	и в конце	1	1
32	этом отношении он	1	1
33	во что бы	1	1
34	в какой мере	2	1
35	то ни стало	2	1
36	прежде всего на	1	1
37	чуть ли не	1	1
38	и во всяком	1	1
39	уже потому что	1	1
40	равно как и	1	1
41	но даже и	1	1
42	в этом случае	1	1
43	он не может	1	1
44	как раз и	3	1
45	не было на	1	1
46	не было и	2	1
47	что он уже	1	1
48	до сих пор	1	1
49	и в то	3	1
50	в этой статье	2	1
51	бы то ни	1	1
52	не было бы	1	1
53	только то что	1	1
54	в этом отношении	7	1
55	в собственном смысле	1	1
56	что в нем	2	1
57	на этот вопрос	1	1
58	и не в	2	1
59	вместе с тем	4	1
60	может быть и	3	1
61	что бы то	1	1
62	до известной степени	3	1
63	каждый из этих	1	1
64	но в то	1	1
65	в высшей степени	4	1
66	сообщение о том	1	1
67	в том как	1	1
68	мы знаем в	1	1
69	его отношение к	1	1
70	именно в таком	1	1
71	не может быть	10	1
72	что же это	1	1
73	в той же	1	1
74	во всех своих	1	1
75	ничего общего с	1	1
76	раз и навсегда	1	1
77	но тем не	1	1
78	подходить к этим	1	1
79	и отчасти в	1	1
80	связи с этим	3	1
81	не в результате	1	1
82	с самого начала	2	1
83	и прежде всего	2	1
84	в самом деле	5	1
85	о гораздо более	1	1
86	не могла быть	1	1
87	из этих элементов	1	1
88	но все же	2	1
89	же это за	1	1
90	с тем и	2	1
91	он был в	1	1
92	уже в его	1	1
93	в этом смысле	2	1
94	по этому поводу	1	1
95	не что иное	1	1
96	этом не было	1	1
97	в этот период	1	1
98	для того чтобы	3	1
99	в отрыве от	1	1
100	содержание и форму	1	1
101	и т д	5	1
