N	2gram	Potebnia_M_1	Dialekti
1	не есть	10	40
2	и не	18	30
3	по себе	10	25
4	и т	6	21
5	т д	4	19
6	и в	39	18
7	точки зрения	8	17
8	ничего не	1	17
9	может быть	27	17
10	и есть	2	16
11	в нем	20	16
12	ни в	1	15
13	не имеет	5	15
14	так что	16	15
15	потому что	52	14
16	значит что	1	14
17	а не	21	14
18	не только	21	13
19	и даже	4	13
20	то что	10	13
21	что в	22	13
22	в этом	15	12
23	было бы	12	12
24	с точки	3	12
25	если бы	14	12
26	и что	10	12
27	не может	22	12
28	что это	3	11
29	в себе	13	11
30	что он	1	11
31	так как	21	11
32	как бы	6	11
33	это значит	1	11
34	все это	1	11
35	то же	6	10
36	есть нечто	4	10
37	наука не	1	10
38	несмотря на	5	10
39	что такое	1	10
40	прежде всего	4	10
41	сказать что	3	10
42	и то	3	9
43	стало быть	2	9
44	так и	13	9
45	это не	7	9
46	том что	16	9
47	никогда не	4	9
48	в том	26	9
49	сама по	3	8
50	но это	5	8
51	в каком	6	8
52	к нему	1	8
53	совершенно не	1	8
54	и как	6	7
55	то в	5	7
56	что она	1	7
57	что не	10	7
58	как она	3	7
59	не существует	2	7
60	мы находим	1	7
61	вовсе не	5	7
62	но и	20	7
63	сам по	1	6
64	его не	1	6
65	хотя бы	2	6
66	в чем	1	6
67	не то	1	6
68	но в	9	6
69	с другой	7	6
70	нем есть	2	6
71	не в	15	6
72	она не	3	6
73	в то	4	6
74	с ним	3	6
75	никак не	2	6
76	не было	4	6
77	да и	1	6
78	общего с	1	5
79	в своем	3	5
80	все же	6	5
81	себе не	1	5
82	в противоположность	1	5
83	на то	2	5
84	и с	3	5
85	что оно	2	5
86	и мы	1	5
87	в этих	7	5
88	но если	2	5
89	в отношении	1	5
90	не нуждается	2	5
91	ровно ничего	1	5
92	в виду	2	5
93	есть только	11	5
94	можно было	1	5
95	не с	1	5
96	как же	1	5
97	мы должны	3	5
98	само по	4	5
99	она есть	1	5
100	об отношении	3	5
101	а в	5	5
102	то это	5	4
103	как он	1	4
104	одно и	1	4
105	он есть	2	4
106	нисколько не	2	4
107	а есть	1	4
108	по крайней	2	4
109	и более	2	4
110	есть всегда	1	4
111	и притом	4	4
112	наука и	1	4
113	же время	4	4
114	к ней	2	4
115	к тому	4	4
116	ничего общего	2	4
117	ровно никакой	1	4
118	как мы	2	4
119	только то	2	4
120	быть может	1	4
121	и вообще	3	4
122	о том	2	4
123	от него	4	4
124	крайней мере	2	4
125	внешнее и	1	4
126	и об	1	4
127	мы видим	4	4
128	но не	8	4
129	с какой	1	4
130	в котором	1	4
131	мы можем	2	4
132	не говорит	1	4
133	хотя и	3	4
134	собственно говоря	1	4
135	так же	5	4
136	другой стороны	5	4
137	во всяком	3	4
138	отношения к	1	3
139	самом деле	1	3
140	только потому	3	3
141	от самого	1	3
142	должна быть	3	3
143	есть не	2	3
144	в ней	7	3
145	мысли и	9	3
146	на самом	1	3
147	а только	4	3
148	если в	1	3
149	все равно	1	3
150	что они	1	3
151	стороны и	2	3
152	говорит что	1	3
153	более или	1	3
154	от этого	1	3
155	в самом	3	3
156	та же	1	3
157	он не	3	3
158	то как	1	3
159	что ни	1	3
160	но все	2	3
161	этом смысле	4	3
162	в них	3	3
163	должно быть	7	3
164	или менее	1	3
165	в их	2	3
166	что я	1	3
167	друг другу	3	3
168	даже в	1	3
169	тому что	3	3
170	на себе	2	3
171	случае не	1	3
172	но только	1	3
173	в разных	2	3
174	в науке	1	3
175	в сознании	3	3
176	уже и	1	3
177	могут быть	9	3
178	его с	2	3
179	указывает на	1	3
180	и о	2	3
181	сознания и	1	3
182	нуждается в	2	3
183	что и	6	3
184	один из	1	3
185	но с	2	3
186	только в	25	3
187	только на	3	3
188	другу как	1	3
189	есть наука	4	3
190	но что	1	3
191	даже и	2	3
192	еще и	1	3
193	что для	3	3
194	света и	1	3
195	ничем не	1	3
196	и потому	5	3
197	в данном	1	3
198	что же	2	3
199	в его	5	3
200	и все	3	3
201	бы в	4	3
202	еще более	2	3
