N	2gram	Propp_Isto_7	Problema
1	и в	24	30
2	в своей	1	22
3	не только	21	18
4	то что	7	18
5	в этом	12	17
6	том что	10	17
7	и даже	3	14
8	таким образом	7	13
9	но и	11	13
10	потому что	9	13
11	на кавказе	1	12
12	о том	9	12
13	в его	1	12
14	а именно	6	12
15	в том	7	12
16	и не	4	12
17	так что	3	11
18	в своем	1	11
19	у него	10	11
20	в этой	1	10
21	в виде	1	10
22	для нас	6	10
23	точки зрения	4	10
24	все же	9	9
25	на земле	2	9
26	но в	5	9
27	который в	1	9
28	только в	6	9
29	и все	6	9
30	сказать что	2	9
31	хотя и	3	8
32	с точки	1	8
33	на небо	1	8
34	никак не	1	8
35	в конце	3	8
36	вовсе не	4	8
37	но не	6	7
38	как и	6	7
39	не в	9	7
40	никогда не	4	7
41	на землю	1	7
42	связи с	3	7
43	здесь не	2	7
44	в дальнейшем	3	7
45	так и	5	7
46	что он	21	7
47	может быть	14	7
48	говорит о	2	7
49	в связи	2	7
50	вместе с	7	7
51	и на	2	6
52	тут же	1	6
53	и как	1	6
54	в нем	6	6
55	при помощи	3	6
56	его в	3	6
57	уже у	1	6
58	можно найти	2	6
59	и его	3	6
60	можно сказать	1	6
61	и что	10	6
62	что и	8	6
63	уже не	2	6
64	так как	8	6
65	с другой	9	6
66	прежде всего	2	6
67	как бы	4	6
68	а в	10	6
69	другой стороны	8	6
70	и то	1	5
71	для себя	1	5
72	не просто	2	5
73	в которой	2	5
74	тем не	4	5
75	в силу	2	5
76	и с	1	5
77	с тем	1	5
78	миф о	1	5
79	но он	2	5
80	что этот	2	5
81	не менее	5	5
82	того как	3	5
83	и о	2	5
84	что у	4	5
85	и у	2	5
86	и их	1	5
87	мы можем	4	5
88	а не	8	5
89	не может	14	5
90	так же	6	5
91	в самом	2	5
92	что в	13	5
93	того же	2	4
94	и он	3	4
95	из земли	1	4
96	и к	1	4
97	при этом	4	4
98	но все	4	4
99	же не	1	4
100	об этом	6	4
101	а его	3	4
102	было бы	2	4
103	ни в	2	4
104	не мог	1	4
105	не так	2	4
106	в то	2	4
107	тогда когда	3	4
108	за что	1	4
109	все еще	1	4
110	огонь и	2	4
111	и сам	1	4
112	ясно что	1	4
113	оказывается что	2	4
114	или в	8	4
115	в качестве	3	4
116	богов и	1	4
117	даже и	1	4
118	далеко не	1	4
119	а с	1	4
120	если не	4	4
121	в частности	1	4
122	этот мотив	3	4
123	из этого	1	4
124	время как	2	3
125	в ней	1	3
126	еще не	8	3
127	что его	2	3
128	в ее	2	3
129	совсем не	1	3
130	только тогда	1	3
131	что они	3	3
132	от этого	1	3
133	он в	2	3
134	с одной	5	3
135	он не	6	3
136	в другом	1	3
137	знает что	1	3
138	в новое	1	3
139	не всегда	4	3
140	нас не	2	3
141	и другое	2	3
142	в русской	5	3
143	что иное	1	3
144	в самой	1	3
145	и после	2	3
146	как будто	1	3
147	здесь тоже	2	3
148	указывает на	1	3
149	и которая	1	3
150	то время	2	3
151	с ним	5	3
152	после того	4	3
153	а также	1	3
154	все в	2	3
155	к нему	7	3
156	же в	1	3
157	того что	6	3
158	тот же	2	3
159	и тем	2	3
160	в начале	1	3
161	в других	4	3
162	для того	1	3
163	именно в	1	3
164	одной стороны	5	3
165	видит в	2	3
166	а потом	2	3
167	еще более	1	3
168	и другие	9	3
169	мотив не	1	3
170	точно так	2	3
171	и наиболее	1	2
172	самом деле	1	2
173	но тем	2	2
174	то же	8	2
175	и за	1	2
176	по его	2	2
177	мы имеем	12	2
178	мы не	4	2
179	еще до	1	2
180	я не	1	2
181	в таком	1	2
182	все эти	2	2
183	в чем	5	2
184	тем как	1	2
185	землю и	1	2
186	не входит	1	2
187	не все	3	2
188	по отношению	1	2
189	отношение к	5	2
190	он пишет	1	2
191	на небе	2	2
192	на то	3	2
193	научил их	1	2
194	в одной	2	2
195	как в	12	2
196	что именно	1	2
197	и нет	2	2
198	кроме того	3	2
199	когда он	3	2
200	духа в	1	2
201	бы с	1	2
202	тоже не	3	2
203	античной мифологии	1	2
204	однако как	1	2
205	на стадии	1	2
206	если он	3	2
207	на его	2	2
208	он все	1	2
209	он научил	1	2
210	его на	2	2
211	то ни	1	2
212	его не	2	2
213	это не	10	2
214	по всему	1	2
215	но уже	1	2
216	в них	3	2
217	бы на	1	2
218	и без	1	2
219	в котором	2	2
220	представление о	3	2
221	такую же	1	2
222	доказывает что	5	2
223	и более	1	2
224	не выражено	1	2
225	в таких	2	2
226	дело в	1	2
227	в науке	1	2
228	на него	2	2
229	почему в	1	2
230	ничего не	5	2
231	больше чем	1	2
232	при всем	1	2
233	именно она	1	2
234	тем что	6	2
235	не могут	2	2
236	это конечно	2	2
237	его за	2	2
238	к тому	1	2
239	пишет у	1	2
240	как мы	3	2
241	без всякого	2	2
242	данном случае	3	2
243	не прямо	1	2
244	говорится что	1	2
245	можно было	1	2
246	и которые	1	2
247	он был	1	2
248	по себе	1	2
249	бы то	1	2
250	от них	1	2
251	и только	1	2
252	вслед за	1	2
253	в середине	1	2
254	здесь в	1	2
255	что здесь	7	2
256	ли он	4	2
257	в какой	1	2
258	по этому	2	2
259	конечно не	2	2
260	уже в	3	2
261	и они	1	2
262	дает ему	2	2
263	из них	2	2
264	участие в	2	2
265	земли и	1	2
266	доказать что	1	2
267	и делает	1	2
268	на свое	2	2
269	до сих	2	2
270	ее в	3	2
271	что не	2	2
272	то и	4	2
273	мы и	1	2
274	него не	1	2
275	от солнца	1	2
276	образом у	1	2
277	не дается	1	2
278	в брак	4	2
279	он говорит	2	2
280	в данном	4	2
281	по существу	4	2
282	с этой	6	2
283	сих пор	3	2
284	но для	2	2
285	один из	7	2
286	ли в	1	2
287	мира и	1	2
288	человек и	1	2
289	всякого рода	1	2
290	за него	4	2
291	хотя бы	1	2
292	в целях	2	2
293	не будет	2	2
294	отношению к	1	2
295	в заключение	1	2
296	жизни и	1	2
297	к этому	2	2
298	все что	1	2
299	небо и	2	2
300	они не	2	2
301	она сделала	1	1
302	он стоит	1	1
303	отношения к	1	1
304	и т	17	1
305	должен быть	1	1
306	и есть	1	1
307	этой теории	1	1
308	случае только	1	1
