N	3gram	Bakhtin_Fr_8	Narrotol
1	в данном случае	2	8
2	в том что	6	5
3	к тому же	1	5
4	то же время	10	4
5	той или иной	1	4
6	в то же	10	4
7	не может быть	2	4
8	по отношению к	1	3
9	подобно тому как	1	3
10	начала и конца	1	3
11	в этом отношении	1	3
12	для того чтобы	2	3
13	речь идет о	1	3
14	о том что	2	2
15	состоит в том	1	2
16	в самом деле	1	2
17	то же самое	1	2
18	до сих пор	8	2
19	в отличие от	1	2
20	но и в	1	2
21	в связи с	3	2
22	тем или иным	1	2
23	дело в том	2	2
24	они и не	1	2
25	можно сказать что	2	2
26	в известном смысле	1	2
27	это уже не	1	1
28	какой бы то	1	1
29	как один из	1	1
30	более или менее	2	1
31	большей или меньшей	3	1
32	в том числе	3	1
33	сих пор еще	4	1
34	с другой стороны	2	1
35	с точки зрения	2	1
36	потому что на	1	1
37	и в то	5	1
38	до известной степени	1	1
39	в той же	3	1
40	жизни и смерти	1	1
41	бы то ни	2	1
42	прошлого и будущего	1	1
43	только то что	1	1
44	и то что	1	1
45	в частности язык	1	1
46	то что обычно	1	1
47	мы еще вернемся	1	1
48	из которых он	1	1
49	может быть и	1	1
50	что это за	1	1
51	в самом начале	1	1
52	как и в	4	1
53	то ни было	1	1
54	с одной стороны	2	1
55	речи и мышления	1	1
56	но при этом	1	1
57	и является в	1	1
58	говорили что на	1	1
59	в частности в	1	1
60	оно и не	1	1
61	друг с другом	1	1
62	как правило не	1	1
63	а с другой	1	1
64	и как бы	1	1
65	потому что в	1	1
66	в большей или	3	1
67	в той или	1	1
68	вовсе еще не	2	1
69	свое отражение в	2	1
70	той или другой	1	1
71	мы не можем	1	1
72	сказать и о	1	1
73	и т.п в	2	1
74	на протяжении всего	1	1
75	и в самом	1	1
76	существенную роль в	2	1
77	одна из этих	1	1
78	том числе и	2	1
79	более глубокий и	1	1
80	не подлежит сомнению	3	1
81	на самом деле	1	1
82	или иной степени	1	1
83	как мы видели	2	1
