N	3gram	Tiupa_Disk_1	Literetu
1	то же время	4	9
2	в то же	3	9
3	не может быть	3	7
4	с одной стороны	9	6
5	в конечном счете	1	5
6	в том что	13	5
7	состоит в том	2	4
8	едва ли не	2	4
9	с другой стороны	3	4
10	в хх веке	1	4
11	с точки зрения	1	3
12	в этом отношении	1	3
13	в данном случае	2	3
14	в том чтобы	2	3
15	по отношению к	9	3
16	речь идет о	1	3
17	о том что	5	2
18	в е годы	2	2
19	не говоря уже	2	2
20	подобно тому как	2	2
21	в этом случае	1	2
22	говоря уже о	2	2
23	по крайней мере	2	2
24	одно и то	1	2
25	это прежде всего	3	2
26	и то же	1	2
27	в равной степени	1	2
28	в свое время	1	2
29	в том числе	2	2
30	тем не менее	1	2
31	в принципе не	1	2
32	том что в	2	1
33	принципе не может	1	1
34	нет и не	1	1
35	мы имеем дело	2	1
36	может быть названа	1	1
37	х годов в	1	1
38	в соответствии с	2	1
39	ли не наиболее	1	1
40	то же самое	2	1
41	одной стороны и	2	1
42	крайней мере двух	1	1
43	что же касается	2	1
44	он не может	1	1
45	т.п такого рода	1	1
46	и не может	1	1
47	вместе с тем	1	1
48	что он не	1	1
49	в отличие от	4	1
50	в начале х	2	1
51	самое можно сказать	1	1
52	только то что	1	1
53	из того что	1	1
54	том числе и	2	1
55	может быть ни	1	1
56	самоопределение личности по	1	1
57	в основе своей	2	1
58	таком взгляде на	1	1
59	начале х годов	1	1
60	и в то	1	1
61	в равной мере	1	1
62	первого и второго	2	1
63	может быть описан	1	1
64	именовал веком героев	1	1
65	гегель именовал веком	1	1
66	то есть оказывается	1	1
67	по сути своей	2	1
68	при таком взгляде	1	1
69	является своего рода	1	1
70	не более чем	2	1
71	и второго лица	1	1
72	во всех этих	1	1
73	имеем дело с	1	1
74	более того это	1	1
75	не в том	3	1
76	прежде всего в	1	1
77	чем и состоит	1	1
78	явилось одним из	1	1
79	так и от	1	1
80	в целом ряде	1	1
81	в чем и	1	1
82	а нередко и	1	1
83	при этом как	1	1
84	а в том	2	1
85	в частности в	2	1
86	стороны и к	1	1
87	но исключительно в	1	1
88	все того же	1	1
89	в этом же	1	1
90	имея в виду	1	1
91	сказать и о	2	1
92	в свою очередь	3	1
93	на самом деле	1	1
94	то есть в	2	1
95	же самое можно	1	1
96	и прежде всего	1	1
97	той или иной	3	1
98	одного из канонических	2	1
99	и т.п такого	1	1
100	а с другой	3	1
101	тех или иных	1	1
102	и др на	1	1
103	в себе не	1	1
104	до сего времени	2	1
105	можно сказать и	1	1
106	как мы видели	1	1
