N	3gram	Losev_Dial_2	FransuaR
1	то же время	4	10
2	в то же	3	10
3	до сих пор	2	8
4	мы уже говорили	1	7
5	в том что	6	6
6	и в то	1	5
7	большей или меньшей	1	3
8	в связи с	4	3
9	более или менее	2	2
10	и до сих	1	2
11	с точки зрения	8	2
12	бы то ни	1	2
13	в данном случае	2	2
14	с одной стороны	1	2
15	но дело не	1	2
16	в то время	3	2
17	в нем и	2	2
18	о том что	4	2
19	можно сказать что	3	2
20	с другой стороны	4	2
21	как мы уже	1	2
22	не может быть	3	2
23	том что она	1	1
24	того как эта	1	1
25	но и все	1	1
26	можем судить о	1	1
27	таит в себе	1	1
28	мы уже сказали	1	1
29	на самом деле	1	1
30	в самом деле	3	1
31	подобно тому как	1	1
32	исторических лиц и	1	1
33	и все вообще	1	1
34	в некоторых случаях	1	1
35	одной стороны и	1	1
36	он мог бы	1	1
37	но потому что	3	1
38	вместе с тем	1	1
39	но и в	1	1
40	на самом же	1	1
41	в этом отношении	1	1
42	он не был	1	1
43	в той или	2	1
44	может быть и	3	1
45	главным образом в	1	1
46	и то что	1	1
47	и в частности	2	1
48	в сущности это	1	1
49	о том как	1	1
50	что это за	2	1
51	не потому что	6	1
52	сих пор мы	1	1
53	но мы уже	1	1
54	и не быть	1	1
55	вещей и явлений	1	1
56	но при этом	1	1
57	они вовсе не	1	1
58	и в этом	1	1
59	по сравнению с	1	1
60	и при этом	1	1
61	по своему существу	1	1
62	и вместе с	1	1
63	не в том	1	1
64	все же не	1	1
65	те же предметы	1	1
66	самом же деле	1	1
67	потому что они	2	1
68	в свое время	1	1
69	только то что	4	1
70	и как бы	1	1
71	он осмысливает и	1	1
72	той или другой	3	1
73	сказать и о	1	1
74	с самого начала	2	1
75	вопрос о том	1	1
76	и прежде всего	2	1
77	заключается в том	1	1
78	речь идет о	1	1
79	как бы ни	2	1
80	том что все	1	1
81	прежде всего это	1	1
82	может и не	1	1
83	в этом смысле	1	1
84	мы уже не	1	1
85	чрезвычайно близка к	1	1
86	друг с другом	1	1
87	и в нем	1	1
88	его тело и	1	1
89	к тому же	1	1
90	то же самое	2	1
91	с тем чтобы	1	1
92	той или иной	1	1
