N	2gram	Bakhtin_sl_2	Myslijsy
1	то есть	26	34
2	в слове	6	32
3	в том	5	32
4	и в	39	30
5	может быть	37	28
6	то же	4	23
7	не только	24	21
8	только в	5	21
9	для нас	5	20
10	но и	21	19
11	того что	1	18
12	том что	5	18
13	то что	2	18
14	что в	3	17
15	в себе	2	16
16	по себе	5	16
17	и проч	2	16
18	и не	22	15
19	не в	9	15
20	в сознании	1	15
21	а не	14	15
22	таким образом	8	14
23	что и	3	13
24	так как	4	13
25	вместе с	2	12
26	а в	4	12
27	так и	15	11
28	что оно	4	11
29	этого слова	1	11
30	как в	13	10
31	в этом	16	10
32	как и	6	10
33	в то	4	10
34	и что	1	10
35	мы не	2	9
36	в нем	19	9
37	тогда когда	2	9
38	между тем	3	9
39	для него	7	9
40	в ней	3	8
41	в самом	1	8
42	что не	1	8
43	что слово	1	7
44	есть не	1	7
45	с одной	5	7
46	но не	6	7
47	и без	1	7
48	тем что	1	7
49	как мы	7	7
50	слова в	13	7
51	в языке	2	7
52	вовсе не	10	7
53	с другой	5	7
54	например в	5	6
55	с этим	2	6
56	с ним	7	6
57	те же	2	6
58	что он	2	6
59	уже не	5	6
60	зависит от	1	6
61	и слово	2	6
62	но оно	2	6
63	не может	20	6
64	но это	3	6
65	человека и	3	5
66	и т	35	5
67	слово не	1	5
68	еще не	7	5
69	по отношению	4	5
70	независимо от	2	5
71	в своем	6	5
72	и как	3	5
73	одно и	1	5
74	с другими	4	5
75	и тем	1	5
76	в них	6	5
77	же время	4	5
78	к ней	2	5
79	слове и	2	5
80	внутреннюю форму	2	5
81	языка в	6	5
82	не могут	5	5
83	не менее	4	5
84	слово может	2	5
85	словом и	8	5
86	уже в	2	5
87	одно из	1	5
88	слово как	7	5
89	отношению к	4	5
90	должно быть	1	5
91	слова и	8	5
92	сказать что	3	5
93	только как	1	5
94	не все	2	4
95	не было	2	4
96	он не	2	4
97	и по	1	4
98	мы видели	2	4
99	в один	1	4
100	и при	2	4
101	себе а	1	4
102	того как	2	4
103	это слово	1	4
104	и его	33	4
105	для того	2	4
106	оно не	8	4
107	и это	1	4
108	в его	7	4
109	один из	5	4
110	все равно	1	4
111	далеко не	2	4
112	и между	2	4
113	себя и	4	4
114	быть только	1	4
115	для сознания	2	4
116	и потому	7	4
117	со словом	5	4
