N	2gram	Vygotskiy__1	Morfolog
1	может быть	14	52
2	и т	1	49
3	т д	1	47
4	и пр	2	40
5	таким образом	26	20
6	представляет собой	11	17
7	не может	12	17
8	в этих	2	16
9	могут быть	3	15
10	с этим	6	14
11	и в	23	13
12	в этом	17	13
13	так как	7	12
14	и др	1	12
15	перед нами	5	11
16	связи с	3	11
17	мы видим	4	11
18	заметить что	2	10
19	представляют собой	2	10
20	то же	8	9
21	так и	5	9
22	прежде всего	10	9
23	а не	3	9
24	и не	9	9
25	а затем	5	8
26	что и	1	8
27	с другой	10	8
28	по существу	4	8
29	в результате	4	8
30	вопрос о	7	7
31	в качестве	9	7
32	в тех	1	7
33	все же	3	7
34	но если	1	7
35	но не	4	6
36	это не	1	6
37	во время	1	6
38	и здесь	1	6
39	а также	1	6
40	в форме	1	6
41	в том	24	6
42	а в	2	6
43	мы не	7	5
44	во всех	3	5
45	в море	2	5
46	тому как	1	5
47	то что	17	5
48	в ходе	8	5
49	не менее	1	5
50	потому что	6	5
51	или в	1	5
52	образом мы	1	5
53	вслед за	2	5
54	один из	2	5
55	мы увидим	1	5
56	если мы	2	5
57	наряду с	1	5
58	как бы	11	5
59	это явление	1	5
60	и другие	1	5
61	также и	1	4
62	тех же	2	4
63	показать что	2	4
64	эта функция	1	4
65	к началу	1	4
66	то это	1	4
67	что его	2	4
68	как в	4	4
69	хотя и	2	4
70	и как	5	4
71	не только	16	4
72	на его	1	4
73	на этом	2	4
74	об этом	3	4
75	было бы	4	4
76	вовсе не	3	4
77	как и	14	4
78	несмотря на	2	4
79	точки зрения	26	4
80	с точки	18	4
81	тем не	1	4
82	на котором	1	4
83	ничего не	3	4
84	тем что	6	4
85	в других	1	4
86	как мы	5	4
87	могла бы	1	4
88	раньше чем	1	4
89	быть отнесен	1	4
90	по отношению	7	4
91	другой стороны	9	4
92	там где	2	4
93	так же	16	4
94	отношению к	7	4
95	что в	14	4
96	связана с	2	3
97	самом деле	3	3
98	на самом	1	3
99	в первом	2	3
100	и для	1	3
101	между собой	5	3
102	независимо от	6	3
103	целый ряд	4	3
104	но в	5	3
105	в целом	20	3
106	в нашем	2	3
107	он должен	2	3
108	но все	2	3
109	в ход	1	3
110	из них	1	3
111	ни в	4	3
112	в один	2	3
113	том что	21	3
114	этой формы	1	3
115	в то	7	3
116	в сущности	6	3
117	на него	2	3
118	того чтобы	17	3
119	от того	6	3
120	и другим	2	3
121	большей частью	1	3
122	с собой	2	3
123	если бы	5	3
124	но и	14	3
125	он не	5	3
126	значит что	1	3
127	в какой	5	3
128	очень многих	1	3
129	и ее	7	3
130	а то	1	3
131	мы можем	6	3
132	в руки	1	3
133	не является	9	3
134	что они	3	3
135	быть названо	1	3
136	пр и	1	3
137	из которых	3	3
138	кроме того	1	3
139	мы должны	5	3
140	только что	4	3
141	можно назвать	2	3
142	смысле слова	3	2
143	как это	2	2
144	что эти	2	2
145	собственном смысле	5	2
146	функция как	1	2
147	время как	4	2
148	который может	1	2
149	как таковая	2	2
150	а с	4	2
151	и таким	2	2
152	если она	1	2
153	тех случаях	2	2
154	как уже	7	2
155	и к	4	2
156	то в	1	2
157	та же	1	2
158	сюда относятся	1	2
159	состоит в	1	2
160	можно было	3	2
161	затем уже	1	2
162	в другом	7	2
163	мы уже	1	2
164	за ней	1	2
165	то как	1	2
166	с тем	7	2
167	на первый	2	2
168	для него	2	2
169	и при	2	2
170	другой вопрос	1	2
171	что до	1	2
172	и более	5	2
173	заставляет его	1	2
174	все эти	4	2
175	что эта	2	2
176	и функции	4	2
177	не имеет	2	2
178	также по	1	2
179	такой случай	1	2
180	и его	6	2
181	так например	1	2
182	в каком	3	2
183	для того	15	2
184	оно не	1	2
185	совершается в	1	2
186	вывод что	1	2
187	в собственном	5	2
188	можно сделать	1	2
189	то время	5	2
190	и что	5	2
191	не с	2	2
192	ясно что	2	2
193	показать как	1	2
194	одна форма	1	2
195	о том	6	2
196	нашей работы	8	2
197	с одной	8	2
198	можно сказать	5	2
199	в различных	1	2
200	может не	3	2
201	ни к	1	2
202	указывает путь	1	2
203	образом если	1	2
204	уже упомянуто	1	2
205	того что	15	2
206	как например	1	2
207	хотя бы	4	2
208	этот вопрос	3	2
209	что он	7	2
210	только в	6	2
211	функций между	1	2
212	ход и	3	2
213	с двумя	2	2
214	уже не	2	2
215	вопроса о	2	2
216	в виде	2	2
217	от других	1	2
218	как их	1	2
219	а эта	1	2
220	сказать что	11	2
221	что мы	5	2
222	в частности	2	2
223	играют в	1	2
224	или по	1	2
225	одной стороны	9	2
226	есть и	1	2
227	нам еще	1	2
228	или с	1	2
229	но для	1	2
230	вопрос в	1	2
231	о первичности	1	2
232	случаях когда	1	2
233	тем и	3	2
234	не существует	1	2
235	сразу же	1	2
236	в отдельных	1	2
237	связи функций	1	2
238	иначе чем	2	2
239	одной из	1	2
240	поставить вопрос	1	2
241	но эти	1	2
242	к этому	4	2
243	точно так	1	2
244	они представляют	1	1
245	по законам	1	1
246	например в	1	1
247	функции в	4	1
248	и то	3	1
249	он показывает	2	1
250	он может	2	1
251	и должны	2	1
252	как такового	2	1
253	между двумя	2	1
254	ii и	1	1
255	почти всегда	2	1
256	в доме	1	1
257	приходит к	3	1
258	он ничего	1	1
259	действительно представляют	1	1
260	есть не	2	1
261	и превращение	1	1
262	на первом	1	1
263	может входить	1	1
264	на эти	3	1
265	приводят к	1	1
266	он как	2	1
267	что это	3	1
268	не вполне	1	1
269	оно есть	2	1
270	вместо того	2	1
271	в виду	1	1
272	оказывается что	1	1
273	двух форм	1	1
274	собой в	1	1
275	или раньше	1	1
276	качестве примера	1	1
277	к целому	1	1
278	видим таким	3	1
279	или во	1	1
280	друг к	1	1
281	мы будем	1	1
282	не то	1	1
283	не входит	1	1
284	ответ на	3	1
285	некоторые черты	1	1
286	отличие от	1	1
287	которые не	3	1
288	его не	3	1
289	для всех	4	1
290	мы имели	1	1
291	более и	2	1
292	что ее	1	1
293	итак в	1	1
294	что касается	1	1
295	в полном	1	1
296	к иному	1	1
297	вопросом о	1	1
298	говорит что	4	1
299	и наконец	2	1
300	но эта	1	1
301	его к	1	1
302	главе мы	1	1
303	развития все	1	1
304	не связаны	2	1
305	лишь о	1	1
306	ad hoc	1	1
307	в которой	3	1
308	привести к	1	1
309	из этих	3	1
310	что так	1	1
311	не в	4	1
312	в этой	7	1
313	хотя эти	1	1
314	остановиться на	1	1
315	нами в	2	1
316	отношение между	1	1
317	на то	5	1
318	вообще не	1	1
319	что она	4	1
320	главным образом	2	1
321	ожидать что	1	1
322	всех этих	2	1
323	свою собственную	2	1
324	промежуточную форму	1	1
325	его если	1	1
326	и вот	2	1
327	вперед однако	1	1
328	и независимо	1	1
329	его можно	1	1
330	одно и	2	1
331	по его	1	1
332	связанные с	1	1
333	в совершенно	1	1
334	может возникнуть	1	1
335	к другу	2	1
336	на все	3	1
337	с другими	2	1
338	мы однако	1	1
339	все другие	2	1
340	мы постараемся	1	1
341	и тем	6	1
342	даже в	2	1
343	постановка вопроса	1	1
344	из первых	1	1
345	в это	1	1
346	вопросов так	1	1
347	о которых	1	1
348	элементы которые	1	1
349	это сложное	1	1
350	как таковой	2	1
351	в научной	2	1
352	нисколько не	1	1
353	переносится в	1	1
354	не выдерживает	1	1
355	ему недостает	1	1
356	в наши	2	1
357	при изучении	1	1
358	этой связи	1	1
359	лежат в	1	1
360	становится все	1	1
361	существом которое	1	1
362	в их	3	1
363	но которые	1	1
364	этому же	1	1
365	мы говорили	3	1
366	не столько	4	1
367	что говорит	2	1
368	могло бы	1	1
369	бы мы	1	1
370	что я	1	1
371	значение для	1	1
372	для изучения	1	1
373	которые в	1	1
374	при этом	4	1
375	свет на	1	1
376	все это	6	1
377	своей функцией	1	1
378	видит в	1	1
379	тому что	5	1
380	сам с	2	1
381	и обратное	1	1
382	она не	3	1
383	точно и	2	1
384	лишь к	1	1
385	стоит в	1	1
386	и начинает	1	1
387	что с	2	1
388	самого начала	8	1
389	идет на	1	1
390	это дает	1	1
391	того как	2	1
392	и сама	1	1
393	в основе	8	1
394	как его	1	1
395	не вызывает	1	1
396	есть путь	1	1
397	отнесен к	1	1
398	материала или	1	1
399	же время	2	1
400	этих двух	3	1
401	постольку поскольку	1	1
402	в другую	1	1
403	за исключением	1	1
404	вперед и	1	1
405	за развитием	1	1
406	как на	4	1
407	с но	3	1
408	и делает	1	1
409	такое изучение	2	1
410	не останавливаться	2	1
411	с другом	4	1
412	одним из	1	1
413	является то	2	1
414	детей в	3	1
415	нас занимать	1	1
416	и развития	1	1
417	должны быть	1	1
418	всего в	2	1
419	к тому	4	1
420	других функций	1	1
421	той или	1	1
422	области изучения	1	1
423	выше как	2	1
424	что при	1	1
425	на это	1	1
426	первом месте	1	1
427	с ее	1	1
428	как не	1	1
429	и многие	1	1
430	данном случае	2	1
431	нами выше	1	1
432	постараемся показать	1	1
433	и говорит	1	1
434	действия и	2	1
435	с самого	8	1
436	всей своей	1	1
437	вопрос что	1	1
438	приводит к	4	1
439	другой мы	1	1
440	на основании	5	1
441	как с	1	1
442	здесь нет	1	1
443	еще в	1	1
444	самых различных	1	1
445	во второй	1	1
446	и с	9	1
447	что от	1	1
448	которое будет	1	1
449	которое позволяет	1	1
450	ниже не	1	1
451	находится в	1	1
452	действия но	2	1
453	быть выражено	1	1
454	вывод который	1	1
455	но к	1	1
456	на вопрос	2	1
457	собой те	1	1
458	но мы	1	1
459	то возникает	1	1
460	и просто	1	1
461	всмотреться в	1	1
462	на каком	1	1
463	их в	4	1
464	как они	1	1
465	если с	1	1
466	на составные	2	1
467	функций в	1	1
468	в его	14	1
469	на одном	1	1
470	с первая	1	1
471	во всей	4	1
472	одна не	1	1
473	бы поставить	1	1
474	целом и	5	1
475	если это	2	1
476	и многое	1	1
477	сейчас она	1	1
478	на которой	2	1
479	образом как	1	1
480	о его	1	1
481	убежден что	1	1
482	сравнения мы	1	1
483	вплотную к	1	1
484	говорить о	2	1
485	и действительно	1	1
486	который в	3	1
487	или они	2	1
488	действительно не	1	1
489	играет роль	1	1
490	в предисловии	1	1
491	со всеми	2	1
492	в эти	1	1
493	обычно также	1	1
494	отдельные функции	1	1
495	и у	1	1
496	влияет на	1	1
497	и которая	2	1
498	они образуют	1	1
499	что не	1	1
500	как свойства	1	1
501	только такое	1	1
502	каким образом	1	1
503	не дает	1	1
504	функции но	1	1
505	всяком случае	3	1
506	в одном	4	1
507	и со	1	1
508	у него	1	1
509	повод для	2	1
510	которые могут	1	1
511	и никогда	1	1
512	между прочим	1	1
513	как при	1	1
514	он является	1	1
515	для решения	1	1
516	образом что	3	1
517	само собой	1	1
518	эти явления	1	1
519	из важнейших	2	1
520	для исследователя	1	1
521	существенным для	1	1
522	и даже	2	1
523	со стороны	1	1
524	или иной	1	1
525	себе представить	1	1
526	до сих	4	1
527	на ее	2	1
528	которые можно	1	1
529	именно в	6	1
530	как функция	2	1
531	а именно	1	1
532	показывает что	3	1
533	не нужна	1	1
534	до этого	1	1
535	на этот	3	1
536	она является	1	1
537	на которых	2	1
538	ничем не	1	1
539	не на	1	1
540	сам себе	1	1
541	как ни	1	1
542	о чем	2	1
543	лишь постольку	1	1
544	все более	3	1
545	входить в	1	1
546	о себе	1	1
547	в одной	3	1
548	ей ее	1	1
549	же с	1	1
550	так мы	1	1
551	по своему	1	1
552	ли его	1	1
553	предположить что	1	1
554	в данном	2	1
555	не дают	1	1
556	не влияет	1	1
557	в течение	2	1
558	ведет к	1	1
559	не удалось	1	1
560	из этой	2	1
561	отношения к	3	1
562	который для	1	1
563	в ряду	1	1
564	друг с	4	1
565	это значит	1	1
566	свойства и	1	1
567	как будто	1	1
568	что же	1	1
569	с этой	6	1
570	для тех	1	1
571	сих пор	4	1
572	дорогу к	2	1
573	только для	3	1
574	сопоставлен с	1	1
575	же самое	3	1
576	все остальные	4	1
577	из ряда	1	1
578	рассматривать как	1	1
579	сравнить с	1	1
580	формы с	1	1
581	указать на	1	1
582	отношении между	2	1
583	но на	1	1
584	которые хотя	1	1
585	и отношение	2	1
586	работы мы	2	1
587	или другой	1	1
588	не представляет	1	1
589	могли бы	6	1
590	и все	5	1
591	которую он	1	1
592	бы в	5	1
593	возникает вопрос	1	1
594	на других	1	1
595	значения для	1	1
596	слов которыми	1	1
597	между ними	2	1
598	а ведь	1	1
599	развитие и	1	1
600	эти же	1	1
601	содержится в	2	1
602	таким же	1	1
603	в таком	1	1
604	во всяком	3	1
