N	3gram	Medvedev_F_2	Myshleni
1	с точки зрения	7	18
2	для того чтобы	3	15
3	в том что	2	15
4	с другой стороны	3	9
5	с одной стороны	1	8
6	с самого начала	2	8
7	из того что	1	5
8	в собственном смысле	1	5
9	вместе с тем	4	5
10	не может быть	10	5
11	до сих пор	1	4
12	в высшей степени	4	4
13	в этом отношении	7	4
14	смысле этого слова	1	3
15	сам по себе	3	3
16	к тому что	2	3
17	на отдельные элементы	1	3
18	в том чтобы	1	3
19	в такой же	1	3
20	во всяком случае	5	3
21	в свою очередь	1	3
22	собственном смысле этого	1	3
23	и тем самым	1	3
24	в какой мере	2	2
25	прежде всего в	2	2
26	что перед нами	1	2
27	бы сказать что	1	2
28	влечет за собой	1	2
29	на первый план	2	2
30	в зависимости от	3	2
31	между этими двумя	2	2
32	на этот вопрос	1	2
33	то же время	5	2
34	именно в этом	1	2
35	в данном случае	1	2
36	в значительной степени	3	2
37	все более и	1	2
38	этими двумя крайними	1	2
39	и речи но	1	2
40	более и более	1	2
41	в самом деле	5	2
42	в то же	5	2
43	речи и т	1	1
44	двумя крайними полюсами	1	1
45	не могло не	1	1
46	или во всяком	1	1
47	и с помощью	1	1
48	по самому своему	1	1
49	большей или меньшей	1	1
50	на самом деле	3	1
51	в этом смысле	2	1
52	лишь постольку поскольку	2	1
53	является не только	1	1
54	чтобы показать что	1	1
55	в этом пункте	2	1
56	как раз и	3	1
57	во всех своих	1	1
58	и в какой	2	1
59	в этих исследованиях	1	1
60	и для всех	1	1
61	и не может	3	1
62	так как они	2	1
63	и в то	3	1
64	прежде всего то	1	1
65	что он не	1	1
66	в отличие от	2	1
67	но и в	3	1
68	как мы увидим	1	1
69	же время не	1	1
70	только то что	1	1
71	необходимо таким образом	1	1
72	речи но все	1	1
73	по крайней мере	1	1
74	звуком и значением	3	1
75	с помощью которых	1	1
76	в этой области	1	1
77	между звуком и	5	1
78	однако и здесь	1	1
79	к вопросу о	1	1
80	в конце концов	2	1
81	и в этом	5	1
82	тем что в	1	1
83	между тем в	1	1
84	столько же сколько	1	1
85	говорит он я	1	1
86	и пр и	4	1
87	с его помощью	2	1
88	от всей полноты	2	1
89	мы бы сказали	1	1
90	говорит он об	1	1
91	в общих чертах	1	1
92	и пр в	1	1
93	же сколько и	1	1
94	но тем не	1	1
95	мы не можем	1	1
96	таким образом мы	1	1
97	такой постановки вопроса	1	1
98	но все же	2	1
99	для него является	1	1
100	с тем и	2	1
101	оно не является	1	1
102	в направлении к	1	1
103	хотя бы в	3	1
104	сама по себе	1	1
105	пр и пр	4	1
106	и т д	5	1
107	тем не менее	1	1
108	лишь в тех	1	1
109	как и в	1	1
110	она не может	1	1
