N	2gram	Vygotskiy__5	FransuaR
1	и в	30	29
2	то есть	13	21
3	таким образом	20	20
4	и не	6	16
5	в этой	5	13
6	и все	4	13
7	но в	5	12
8	как и	6	12
9	и т.п	1	12
10	и на	3	11
11	в этом	14	11
12	так и	3	11
13	то же	7	10
14	мы уже	6	10
15	не только	16	10
16	во время	1	10
17	в то	2	10
18	как мы	5	10
19	в романе	2	10
20	все эти	2	9
21	и с	2	9
22	в конце	4	9
23	вовсе не	3	9
24	но и	6	9
25	и его	6	8
26	в образах	2	8
27	в его	4	8
28	прежде всего	4	8
29	как бы	19	8
30	в них	4	7
31	мы видели	1	7
32	в том	27	7
33	так как	9	7
34	еще и	1	7
35	так же	13	7
36	в сущности	12	6
37	этот процесс	1	6
38	но он	3	6
39	здесь в	1	6
40	из них	2	6
41	это и	2	5
42	и до	2	5
43	что это	8	5
44	в нем	7	5
45	в своей	4	5
46	до конца	2	5
47	рядом с	5	5
48	и о	3	5
49	это не	3	5
50	поэтому и	1	5
51	все они	1	5
52	у него	3	5
53	далеко не	1	5
54	сказать что	9	5
55	того же	2	5
56	связана с	1	4
57	на самом	2	4
58	и есть	5	4
59	в которой	3	4
60	еще не	5	4
61	с его	2	4
62	с помощью	2	4
63	в нашем	2	4
64	конце концов	2	4
65	мы слышим	1	4
66	которую он	1	4
67	точки зрения	7	4
68	но они	1	4
69	в результате	4	4
70	что он	17	4
71	конечно не	1	4
72	тем что	6	4
73	с другой	9	4
74	и др	1	4
75	по своему	1	4
76	только для	1	4
77	но это	1	4
78	все это	2	4
79	один из	5	4
80	перед нами	2	4
81	то что	37	4
82	жизни и	6	4
83	здесь и	1	3
84	по преимуществу	2	3
85	короля и	1	3
86	и за	1	3
87	той же	3	3
88	и здесь	6	3
89	в ней	4	3
90	в чем	1	3
91	но как	1	3
92	как к	1	3
93	в своем	6	3
94	и как	7	3
95	более или	1	3
96	то в	1	3
97	в себе	5	3
98	при этом	8	3
99	он не	3	3
100	и вот	2	3
101	для того	20	3
102	а затем	2	3
103	том что	21	3
104	или менее	1	3
105	в эту	1	3
106	образом и	2	3
107	почти все	1	3
108	самого начала	3	3
109	того чтобы	20	3
110	вот это	1	3
111	в разных	1	3
112	конечно и	1	3
113	с ее	1	3
114	здесь не	1	3
115	в ее	3	3
116	с самого	3	3
117	что у	3	3
118	там же	1	3
119	к нему	1	3
120	слов и	2	3
121	все время	20	3
122	того что	8	3
123	что здесь	3	3
124	с ними	1	3
125	и так	2	3
126	в качестве	2	3
127	за счет	1	3
128	и их	1	3
129	мы можем	7	3
130	и даже	2	3
131	превращается в	1	3
132	там где	4	3
133	тому как	1	3
134	все же	7	3
135	что значит	1	3
136	в пределе	1	3
137	у них	1	3
138	мы видим	8	3
139	тот же	3	3
140	другой стороны	5	3
141	в частности	4	3
142	и то	9	2
143	все те	1	2
144	с таким	2	2
145	то время	1	2
146	которое не	1	2
147	в виду	4	2
148	так называемые	1	2
149	он был	2	2
150	на них	1	2
151	с одной	12	2
152	но не	7	2
153	если в	1	2
154	что они	5	2
155	один и	1	2
156	в одной	2	2
157	как в	3	2
158	дает нам	1	2
159	хотя и	1	2
160	и наконец	3	2
161	и к	4	2
162	и этим	1	2
163	здесь с	1	2
164	и тот	1	2
165	как он	2	2
166	так сказать	1	2
167	на его	3	2
168	время и	1	2
169	в подлиннике	1	2
170	на этом	6	2
171	в основу	4	2
172	может быть	11	2
173	и второй	1	2
174	для своей	1	2
175	и мы	16	2
176	и дает	1	2
177	в жизни	1	2
178	ни в	3	2
179	года и	1	2
180	в один	1	2
181	не мог	1	2
182	на первый	2	2
183	в этих	3	2
184	бы на	2	2
185	и при	2	2
186	в котором	2	2
187	с точки	2	2
188	в их	3	2
189	их в	1	2
190	словами он	1	2
191	и под	2	2
192	в пятой	1	2
193	на котором	1	2
194	принадлежат к	1	2
195	дело в	2	2
196	но она	2	2
197	но только	3	2
198	никогда не	9	2
199	учения о	3	2
200	связи с	2	2
201	как будто	6	2
202	этих образов	1	2
203	был еще	1	2
204	к тому	8	2
205	если же	2	2
206	о том	10	2
207	и это	8	2
208	же не	2	2
209	в себя	2	2
210	или в	6	2
211	времени и	3	2
212	сам он	1	2
213	в которые	1	2
214	быть может	1	2
215	на этой	1	2
216	другими словами	1	2
217	но мы	2	2
218	образом все	2	2
219	одной из	1	2
220	мы увидим	9	2
221	это же	2	2
222	себя в	1	2
223	уже не	1	2
