N	2gram	Trubetskoy_1	Mirosoze
1	может быть	9	30
2	не только	9	29
3	и в	14	28
4	не может	22	28
5	но и	10	25
6	а не	2	25
7	он не	5	24
8	в этом	17	20
9	не было	3	18
10	у него	2	17
11	не в	4	16
12	потому что	5	16
13	это –	1	16
14	в ней	2	15
15	в своей	5	15
16	переходит в	1	15
17	и есть	2	14
18	он был	1	14
19	никогда не	5	14
20	до конца	1	14
21	человека в	1	13
22	в нем	5	13
23	и это	1	12
24	в самом	3	11
25	для него	6	11
26	и не	19	11
27	во имя	5	10
28	в своем	6	10
29	было бы	5	10
30	что в	4	10
31	в мире	4	10
32	прежде всего	8	10
33	что он	6	10
34	и потому	3	10
35	и все	1	10
36	к отрицанию	2	9
37	с тем	6	9
38	не есть	3	9
39	в его	4	9
40	в котором	2	8
41	но не	4	8
42	не был	1	7
43	но в	2	7
44	в себе	9	7
45	быть может	1	7
46	в конце	3	7
47	в самой	1	7
48	любви к	2	7
49	к нему	2	7
50	того что	3	7
51	он весь	1	7
52	должна быть	2	6
53	и на	5	6
54	он сам	3	6
55	в которой	1	6
56	лишь в	3	6
57	в этой	4	6
58	только в	5	6
59	вместе с	4	6
60	все это	6	6
61	человек и	1	6
62	в том	17	6
63	нет и	1	5
64	если он	1	5
65	это не	1	5
66	как и	4	5
67	не могут	4	5
68	человека на	1	5
69	то что	13	5
70	– не	2	5
71	отношения к	2	4
72	это и	1	4
73	и этот	3	4
74	есть не	1	4
75	привести к	1	4
76	не к	2	4
77	и по	3	4
78	в этих	2	4
79	точки зрения	11	4
80	в их	4	4
81	в которых	1	4
82	к ней	1	4
83	она не	2	4
84	мог бы	1	4
85	что и	3	4
86	один из	1	4
87	уже не	2	4
88	а в	5	4
89	тем что	3	4
90	и вместе	2	4
91	в любви	1	4
92	был в	1	4
93	с этой	1	4
94	которых он	1	4
95	от него	2	4
96	вряд ли	3	3
97	не была	1	3
98	к богу	7	3
99	с этим	2	3
100	когда он	1	3
101	на том	3	3
102	и вот	2	3
