N	4gram	Propp_Isto_1	Psycholo
1	не что иное как	1	2
2	так же обстоит дело	2	2
3	ответ на этот вопрос	1	2
4	образом мы видим что	1	2
5	мы будем иметь случай	1	1
6	в какой связи стоят	1	1
7	в то время как	3	1
8	и т д мы	1	1
9	мы увидим что и	1	1
10	в силу того что	1	1
11	надо сказать что и	1	1
12	указанием на то что	1	1
13	смысле этого слова может	1	1
14	во всем его объеме	1	1
15	едва ли не самым	1	1
16	с одной стороны и	1	1
17	дело в том что	2	1
18	о том что она	1	1
19	друг с другом мы	1	1
20	может быть сравниваема с	1	1
21	один и тот же	2	1
22	но уже сейчас мы	1	1
23	таким образом мы видим	1	1
24	так же как и	1	1
25	приводит к тому что	1	1
26	мы можем поставить вопрос	1	1
27	еще хуже обстоит дело	1	1
