N	3gram	Tiupa_Narr_2	Marksizm
1	с точки зрения	2	13
2	не может быть	2	10
3	по отношению к	5	8
4	то же время	3	8
5	в то же	3	8
6	в связи с	1	7
7	для того чтобы	1	6
8	в том что	8	6
9	в самом деле	1	5
10	то же самое	1	5
11	в большинстве случаев	1	5
12	и того же	1	4
13	на самом деле	2	4
14	той или иной	3	4
15	одного и того	1	4
16	в той или	1	3
17	и не может	2	3
18	в таком случае	1	3
19	в отличие от	5	3
20	до сих пор	1	3
21	с одной стороны	5	3
22	о том что	4	3
23	к тому что	3	3
24	одной стороны и	1	2
25	всех без исключения	1	2
26	в противном случае	1	2
27	одним и тем	1	2
28	более или менее	1	2
29	в этом последнем	1	2
30	является не только	1	2
31	того или иного	3	2
32	в зависимости от	1	2
33	но и в	2	2
34	и тем же	1	2
35	во всяком случае	1	2
36	к тому же	4	2
37	на том что	1	1
38	что иное как	1	1
39	как он относится	1	1
40	прежде всего на	1	1
41	может быть сведена	1	1
42	и т.п то	1	1
43	в слове и	1	1
44	продукт социального взаимодействия	1	1
45	в соответствии с	3	1
46	или даже вовсе	1	1
47	той же самой	1	1
48	в живой речи	1	1
49	только по отношению	1	1
50	что все эти	1	1
51	в этом отношении	3	1
52	и небо и	1	1
53	но они не	1	1
54	к тому или	1	1
55	в этом процессе	1	1
56	на себя самого	1	1
57	не могли бы	1	1
58	и в других	1	1
59	так или иначе	1	1
60	между тем для	1	1
61	в гостиной в	1	1
62	в данный момент	1	1
63	не только в	6	1
64	а не иначе	1	1
65	в равной степени	2	1
66	по сравнению с	1	1
67	тем не менее	4	1
68	не в слове	1	1
69	а с другой	1	1
70	быть сведена к	1	1
71	в этом направлении	1	1
72	в той степени	1	1
73	степени в какой	1	1
74	на протяжении веков	1	1
75	так сказать с	1	1
76	как бы не	1	1
77	так и в	1	1
78	начало и конец	1	1
79	в конечном счете	3	1
80	той степени в	1	1
81	не что иное	1	1
82	можно сказать что	3	1
83	тому или иному	1	1
84	не сводится к	6	1
85	во всех без	1	1
86	однако и здесь	1	1
87	в противоречие с	1	1
88	свидетельствует о том	1	1
89	с той или	1	1
90	так а не	1	1
91	это свидетельствует о	1	1
92	и все его	1	1
