N	2gram	Propp_Isto_4	Tvorches
1	и в	26	20
2	и т	27	13
3	не только	15	13
4	т д	24	11
5	никогда не	2	11
6	как бы	3	11
7	таким образом	10	10
8	в то	1	10
9	в его	5	10
10	и его	10	9
11	и не	9	9
12	при этом	3	8
13	и с	5	8
14	в том	3	8
15	может быть	14	8
16	в этом	7	8
17	прежде всего	1	8
18	но и	12	8
19	то же	8	7
20	это не	5	7
21	представление о	1	7
22	наряду с	3	7
23	года в	1	7
24	потому что	6	7
25	не может	6	7
26	что в	14	7
27	в целом	2	6
28	как и	7	6
29	в своей	4	6
30	что он	10	6
31	так и	10	6
32	у него	5	6
33	именно в	1	6
34	а не	6	6
35	в основном	1	6
36	все это	2	6
37	например в	3	5
38	еще не	6	5
39	и на	2	5
40	но не	5	5
41	все же	9	5
42	в этой	2	5
43	о том	4	5
44	и даже	4	5
45	но это	3	5
46	так же	18	5
47	мы не	1	4
48	все эти	3	4
49	что они	6	4
50	как в	7	4
51	хотя и	2	4
52	когда он	6	4
53	но в	5	4
54	не в	5	4
55	в дальнейшем	6	4
56	на его	3	4
57	что она	3	4
58	что у	3	4
59	об этом	7	4
60	показывает что	10	4
61	если бы	2	4
62	тем самым	1	4
63	ничего не	5	4
64	в чем	1	4
65	в лице	2	4
66	мы видим	6	4
67	а в	8	4
68	героя в	7	4
69	том что	3	4
70	одним из	1	3
71	же как	13	3
72	по мнению	1	3
73	он сам	1	3
74	а с	1	3
75	тогда как	4	3
76	в одной	3	3
77	в себе	2	3
78	в нем	2	3
79	он не	7	3
80	в образе	3	3
81	так например	2	3
82	человека в	1	3
83	а затем	3	3
84	его в	9	3
85	и мы	1	3
86	но уже	1	3
87	в котором	1	3
88	в которых	4	3
89	своего рода	1	3
90	тем что	5	3
91	одна из	2	3
92	года он	1	3
93	и это	1	3
94	с ним	1	3
95	до сих	5	3
96	этот вопрос	2	3
97	уже не	5	3
98	в начале	1	3
99	у нее	2	3
100	так как	9	3
101	то что	16	3
102	как у	1	3
103	и др	5	3
104	что не	1	3
105	превращается в	7	3
106	в свете	3	3
107	вместе с	6	3
108	с этой	2	3
109	сих пор	5	3
110	один из	1	3
111	одной из	1	3
112	д в	1	3
113	в своих	1	3
114	к этому	5	3
115	начинается с	2	2
116	и есть	2	2
117	он всегда	3	2
118	этот факт	2	2
119	со своими	1	2
120	и он	3	2
121	как правило	1	2
122	они имеют	2	2
123	тут же	2	2
124	так что	2	2
125	в истории	2	2
126	и наконец	1	2
127	имеет в	1	2
128	в этот	4	2
129	но эта	4	2
130	особое место	1	2
131	и если	3	2
132	и по	5	2
133	при помощи	10	2
134	или наконец	1	2
135	особенно в	1	2
136	известно что	2	2
137	к миру	1	2
138	он же	2	2
139	которой он	2	2
140	такой же	1	2
141	его человеческого	1	2
142	всему миру	1	2
143	что я	2	2
144	их в	7	2
145	что этот	4	2
146	где нет	1	2
147	героем и	1	2
148	так он	1	2
149	не менее	2	2
150	на него	3	2
151	в русской	3	2
152	другой стороны	4	2
153	целом и	1	2
154	что на	2	2
155	однако это	1	2
156	у нас	2	2
157	если у	1	2
158	могут быть	6	2
159	так в	4	2
160	приводит к	1	2
161	роль в	1	2
162	и что	5	2
163	чтобы вызвать	3	2
164	и только	5	2
165	к которому	1	2
166	не случайно	2	2
167	всякого рода	3	2
168	с ними	5	2
169	только в	3	2
170	себя в	2	2
171	и у	5	2
172	уже в	2	2
173	в виде	2	2
174	и других	3	2
175	из них	2	2
176	его и	2	2
177	в одном	5	2
178	вовсе не	4	2
179	друг друга	1	2
180	только с	2	2
181	в свой	2	2
182	с другой	4	2
183	не было	1	2
184	на этот	2	2
185	зависит от	1	2
186	в частности	2	2
187	не знал	1	2
188	к жизни	1	2
189	это его	1	2
190	и тогда	1	2
191	это уже	2	2
192	в руки	3	2
193	в основе	1	2
194	ни к	1	2
195	видим в	1	2
196	это все	1	2
197	и вдруг	1	2
198	связь с	12	2
199	но если	1	2
200	но эти	1	2
201	а я	1	2
202	говорили о	1	1
203	вряд ли	1	1
204	не видим	1	1
205	связана с	2	1
206	с кем	1	1
207	есть форма	1	1
208	на другой	1	1
209	переход от	1	1
210	это и	5	1
211	что дает	1	1
212	было то	1	1
213	из его	1	1
214	почти всегда	1	1
215	видеть в	2	1
216	в доме	4	1
217	века в	1	1
218	и за	2	1
219	мы уже	5	1
220	той же	1	1
221	бы уже	1	1
222	что если	1	1
223	и тут	1	1
224	если герой	2	1
225	не была	1	1
226	не вполне	1	1
227	на себя	4	1
228	мы и	1	1
229	то это	5	1
230	четыре раза	1	1
231	предстает как	1	1
232	это наблюдение	1	1
233	он был	1	1
234	между собой	1	1
235	и побежал	1	1
236	во всех	1	1
237	говоря не	1	1
238	лошади в	3	1
239	и и	3	1
240	о смерти	1	1
241	но как	1	1
242	а только	1	1
243	к которой	1	1
244	не все	1	1
245	если в	1	1
246	отношение к	2	1
247	в наиболее	1	1
248	или иное	1	1
249	общего с	1	1
250	с этим	2	1
251	снах и	1	1
252	этой стороны	2	1
253	однако не	1	1
254	перед нами	3	1
255	и как	5	1
256	говорит что	2	1
257	его к	3	1
258	и к	1	1
259	можно в	1	1
260	сливается с	2	1
261	еще на	1	1
262	выше мы	2	1
263	что это	2	1
264	живет в	2	1
265	представляет собой	2	1
266	за это	2	1
267	все по	1	1
268	из этих	3	1
269	героя через	1	1
270	думать что	1	1
271	на могиле	1	1
272	нами в	1	1
