N	2gram	Bakhtin_Fr_4	Myslijsy
1	потому что	1	52
2	то есть	21	42
3	и в	29	39
4	может быть	2	27
5	в том	7	26
6	т с	1	25
7	только в	2	25
8	не может	2	22
9	что в	1	22
10	не только	10	21
11	так как	7	21
12	в нем	5	20
13	но и	9	20
14	и не	16	18
15	том что	3	16
16	в этом	11	15
17	если бы	1	14
18	в себе	3	13
19	таким образом	20	13
20	так и	11	13
21	мы не	1	10
22	как в	2	10
23	и что	1	10
24	то что	4	10
25	речи и	1	10
26	но в	12	9
27	как и	12	9
28	для нас	1	9
29	там же	3	9
30	мысли и	1	9
31	тем что	4	9
32	но не	2	8
33	в слове	2	8
34	точки зрения	4	8
35	о происхождении	1	8
36	в одном	1	8
37	того что	3	8
38	со стороны	2	8
39	в ней	3	7
40	с этим	1	7
41	это не	5	7
42	в этих	2	7
43	на язык	1	7
44	с другой	4	7
45	то же	10	6
46	независимо от	1	6
47	все же	3	6
48	и как	3	6
49	бы не	2	6
50	при этом	3	6
51	и по	5	6
52	что на	1	6
53	что и	1	6
54	еще не	4	6
55	по мере	1	6
56	в природе	1	6
57	как бы	8	6
58	то в	3	5
59	и его	8	5
60	которые мы	1	5
61	если же	2	5
62	в его	8	5
63	для всех	1	5
64	вовсе не	9	5
65	друг друга	2	5
66	так же	7	5
67	и потому	1	5
68	но это	4	5
69	и для	2	5
70	другой стороны	3	5
71	в таком	1	5
72	все остальные	3	4
73	мы видели	7	4
74	в то	10	4
75	не по	1	4
76	никогда не	2	4
77	же время	8	4
78	во всем	1	4
79	к тому	2	4
80	свою очередь	1	4
81	слов и	3	4
82	и других	3	4
83	для него	1	4
84	в более	1	4
85	и даже	3	4
86	в действительности	1	4
87	прежде всего	8	4
88	там где	3	4
89	что мы	1	4
90	тому как	3	4
91	слова и	1	4
92	от него	1	4
93	от того	1	4
94	не более	1	4
95	мы видим	3	4
96	в свою	1	4
97	в своих	2	4
98	того же	5	3
99	должна быть	1	3
100	и то	2	3
101	явлений и	1	3
102	относится к	1	3
103	в своем	3	3
104	хотя и	2	3
105	что по	1	3
106	в самом	1	3
107	что это	5	3
108	думать что	1	3
109	что слово	1	3
110	он не	3	3
111	подобно тому	3	3
112	прежде чем	1	3
113	так например	1	3
114	что все	1	3
115	в мире	1	3
116	той же	3	3
117	и с	9	3
118	в жизни	2	3
119	в них	7	3
120	в этой	13	3
121	не мог	2	3
122	и при	2	3
123	в своей	5	3
124	и без	1	3
125	с точки	2	3
126	друг другу	1	3
127	для того	3	3
128	самого начала	3	3
129	только из	1	3
130	на него	1	3
131	или же	1	3
132	как она	1	3
133	и это	2	3
134	с самого	3	3
135	в словах	2	3
136	и вообще	1	3
137	с ним	2	3
138	к одной	1	3
139	и во	1	3
140	в другой	2	3
141	мы увидим	2	3
142	но как	3	3
143	с одной	2	3
144	судить о	1	3
145	только на	1	3
146	каким образом	1	3
147	или даже	1	3
148	и их	3	3
149	эти явления	1	3
150	связи с	2	3
151	но оно	2	3
152	в самой	1	3
153	одной стороны	2	3
154	только для	4	3
155	к которому	2	3
156	оно и	1	3
157	и от	1	3
158	о котором	1	3
159	и все	13	3
160	сказать что	5	3
161	как на	2	3
162	и есть	4	2
163	видеть в	1	2
164	а как	2	2
165	и правил	1	2
166	в сущности	6	2
167	человеческого ума	1	2
168	то он	2	2
169	не все	1	2
170	за пределы	1	2
171	его к	2	2
172	в которой	4	2
173	в целом	1	2
174	образом и	3	2
175	лица и	1	2
176	на то	1	2
177	времен и	1	2
178	и если	1	2
179	после этого	2	2
180	так сказать	2	2
181	мы можем	3	2
182	к одному	1	2
183	что одно	1	2
184	но дело	1	2
185	с этой	1	2
186	но все	1	2
187	то все	1	2
188	в один	2	2
189	и того	1	2
190	одного и	1	2
191	в их	2	2
192	но он	6	2
193	том же	2	2
194	без него	1	2
195	дело в	2	2
196	того чтобы	3	2
197	следовательно и	1	2
198	в разных	3	2
199	связанное с	1	2
200	как будто	2	2
201	образом что	1	2
202	как мы	10	2
203	не будет	1	2
204	каждому из	1	2
205	с ее	3	2
206	уже с	1	2
207	времени и	2	2
208	в виду	2	2
209	них не	1	2
210	из основных	1	2
211	и должно	1	2
212	о том	2	2
213	все в	2	2
214	еще более	1	2
215	по этому	1	2
216	есть в	2	2
217	уже не	2	2
218	при помощи	1	2
219	в других	2	2
220	даже и	2	2
221	перейти к	1	2
222	уважение к	1	2
223	известная степень	1	2
224	у нас	1	2
225	на этот	1	2
226	под влиянием	1	2
227	людьми и	1	2
228	нет ничего	2	2
229	его на	1	2
230	и о	5	2
231	о его	2	2
232	стороны и	1	2
233	между прочим	2	2
234	но с	1	2
235	или в	2	2
236	только что	1	2
237	все они	5	2
238	из этого	2	2
239	жизни и	4	2
240	но эти	2	2
241	слова то	1	2
242	xviii в	1	2
243	все что	1	2
244	вряд ли	1	1
245	отношения к	1	1
246	же как	1	1
247	он считает	1	1
248	человека и	1	1
249	я им	1	1
250	самом деле	1	1
251	разнообразие и	1	1
252	силы и	1	1
253	в чисто	1	1
254	из его	1	1
255	что эти	1	1
256	и такое	1	1
257	с таким	2	1
258	и этот	1	1
259	не была	1	1
260	по частям	1	1
261	не столько	2	1
262	не вполне	1	1
263	в последующих	1	1
264	жизни как	1	1
265	в самих	1	1
266	они были	3	1
267	ему в	1	1
268	группы и	2	1
269	которое в	1	1
270	в каждой	1	1
271	все виды	1	1
272	и на	11	1
273	на них	2	1
274	не имел	1	1
275	на их	2	1
276	влияния на	1	1
277	в различных	2	1
278	в чем	3	1
279	бы мы	1	1
280	превращены в	1	1
281	с его	4	1
282	что вполне	1	1
283	на самом	4	1
284	на сторону	1	1
285	если в	2	1
286	что они	2	1
287	связи и	2	1
288	вследствие чего	2	1
289	не нуждаясь	1	1
290	дает нам	2	1
291	телесной жизни	1	1
292	этой двойной	1	1
293	перед нами	4	1
294	известные нам	1	1
295	которая начинается	1	1
296	самом начале	1	1
297	более или	3	1
298	в противоположность	1	1
299	он в	1	1
300	все эти	9	1
301	в нашем	4	1
302	так в	1	1
303	что так	1	1
304	одни из	1	1
305	с их	1	1
306	нами в	1	1
307	но его	1	1
308	мира но	1	1
309	о ее	1	1
310	как он	2	1
311	в образы	1	1
312	человек не	1	1
313	этот процесс	6	1
314	жизнью и	1	1
315	на его	2	1
316	что каждая	2	1
317	связанные с	4	1
318	смотреть как	1	1
319	не как	1	1
320	с представлением	1	1
321	и независимо	1	1
322	на этом	2	1
323	что она	1	1
324	одно и	1	1
325	же не	2	1
326	времени а	1	1
327	зрения на	1	1
328	его в	9	1
329	входит в	1	1
330	было в	2	1
331	и мы	2	1
332	что один	1	1
333	весь мир	5	1
334	будущего и	1	1
335	тела в	2	1
336	же образом	1	1
337	этого слова	1	1
338	рядом с	5	1
339	далеко не	5	1
340	и совершается	1	1
341	были в	4	1
342	понятия которые	1	1
343	со своими	2	1
344	тела с	1	1
345	остается в	1	1
346	на таких	1	1
347	при звуке	1	1
348	или менее	3	1
349	и вполне	3	1
350	во время	10	1
351	и другие	2	1
