N	3gram	Medvedev_V_1	Myshleni
1	для того чтобы	3	15
2	в том что	5	15
3	с другой стороны	8	9
4	с одной стороны	2	8
5	по отношению к	7	7
6	в другом месте	2	6
7	о том что	3	6
8	вместе с тем	3	5
9	в целом и	1	5
10	по сравнению с	1	5
11	так же как	1	5
12	не может быть	8	5
13	в то время	1	5
14	же как и	1	4
15	до сих пор	1	4
16	то время как	1	4
17	в этом отношении	13	4
18	можно сказать что	4	4
19	в силу этого	4	3
20	то же самое	1	3
21	можно было бы	2	3
22	к тому что	3	3
23	в том чтобы	2	3
24	во всяком случае	1	3
25	в свою очередь	1	3
26	если бы он	1	2
27	в какой мере	1	2
28	и то же	1	2
29	что перед нами	1	2
30	как если бы	1	2
31	в зависимости от	5	2
32	между этими двумя	1	2
33	на этот вопрос	1	2
34	то же время	5	2
35	именно в этом	1	2
36	одно и то	1	2
37	в данном случае	1	2
38	от того что	2	2
39	приводит к тому	1	2
40	ответ на этот	1	2
41	ни в какой	1	2
42	в одном из	3	2
43	может быть выражена	1	2
44	в самом деле	1	2
45	в то же	5	2
46	таким образом и	1	2
47	только тогда когда	1	2
48	мы только что	1	2
49	исследования не только	1	1
50	решение этой проблемы	1	1
51	какой мере не	1	1
52	другой стороны в	1	1
53	не удивительно поэтому	1	1
54	к этому же	1	1
55	в чем же	2	1
56	большей или меньшей	3	1
57	в этом смысле	1	1
58	не является столь	1	1
59	в том же	1	1
60	вмешивается в ход	1	1
61	в силу того	1	1
62	в свете этих	1	1
63	и не может	2	1
64	и в то	3	1
65	того что мы	1	1
66	для очень многих	1	1
67	что он не	1	1
68	но и в	1	1
69	хотя и не	1	1
70	только то что	2	1
71	том числе и	2	1
72	кроме того что	1	1
73	одном и том	2	1
74	то что в	1	1
75	в любой области	1	1
76	по себе в	1	1
77	с этой точки	1	1
78	по крайней мере	2	1
79	одной стороны и	2	1
80	ту или иную	1	1
81	обе эти крайности	1	1
82	в одном и	1	1
83	вот что говорит	3	1
84	мышления в его	1	1
85	бы и не	3	1
86	том что мы	1	1
87	в ту же	1	1
88	в этой области	3	1
89	в результате этого	1	1
90	должно быть названо	1	1
91	между ними не	1	1
92	не только в	2	1
93	в конце концов	2	1
94	и не быть	1	1
95	это как мы	1	1
96	в результате чего	2	1
97	чем же заключается	1	1
98	и главным образом	2	1
99	хотя бы с	1	1
100	что говорит он	1	1
101	в качестве общего	1	1
102	все то что	1	1
103	с другой мы	1	1
104	мы видели что	3	1
105	этой точки зрения	2	1
106	от всей полноты	1	1
107	а вместе с	1	1
108	исследованию таким образом	1	1
109	от до с	1	1
110	как и все	1	1
111	образом связана с	1	1
112	в соответствии с	1	1
113	и вместе с	1	1
114	и никогда не	1	1
115	не только не	2	1
116	в конечном счете	5	1
117	между тем это	1	1
118	и слова и	1	1
119	удивительно поэтому что	1	1
120	и том же	2	1
121	образом потому что	1	1
122	что в процессе	1	1
123	хотя бы в	3	1
124	заключает в себе	1	1
125	в том числе	2	1
126	сама по себе	1	1
127	и т д	14	1
128	в своих опытах	1	1
129	и вытекающим из	1	1
130	главным образом потому	1	1
131	могло бы и	1	1
132	той или иной	1	1
