N	2gram	Voloshinov_1	slovoVRo
1	и в	12	39
2	может быть	14	37
3	и его	13	33
4	то есть	1	26
5	не только	4	24
6	и не	10	22
7	но и	3	21
8	не может	16	20
9	в нем	6	19
10	до конца	2	17
11	в этом	4	16
12	все это	3	16
13	так и	4	15
14	а не	5	14
15	человек и	1	14
16	как в	5	13
17	в процессе	6	13
18	в пределах	3	13
19	во всех	1	12
20	в истории	1	11
21	слово в	3	11
22	вовсе не	1	10
23	и с	3	9
24	не в	4	9
25	словом и	2	8
26	таким образом	12	8
27	оно не	2	8
28	себя в	1	8
29	прежде всего	8	8
30	слова и	6	8
31	точки зрения	14	8
32	еще не	3	7
33	с его	2	7
34	при этом	6	7
35	в этих	2	7
36	для него	3	7
37	с ним	3	7
38	никогда не	5	7
39	могут быть	2	7
40	как мы	1	7
41	в его	2	7
42	и потому	2	7
43	как бы	13	7
44	но не	2	6
45	в своем	2	6
46	все же	4	6
47	и к	4	6
48	но в	5	6
49	все эти	3	6
50	значительной степени	1	6
51	в них	3	6
52	в слове	1	6
53	как и	5	6
54	она не	2	6
55	языка в	1	6
56	в значительной	1	6
57	в большинстве	1	6
58	там где	2	6
59	жизни и	4	6
60	например в	1	5
61	героя и	5	5
62	это не	2	5
63	том что	5	5
64	по себе	3	5
65	не могут	1	5
66	но все	2	5
67	с другой	4	5
68	в том	6	5
69	с одной	2	5
70	конечно не	3	5
71	уже не	4	5
72	со словом	2	5
73	и их	1	5
74	одной стороны	2	5
75	остается в	1	5
76	и для	3	5
77	только в	6	5
78	для нас	7	5
79	от него	1	5
80	и все	2	5
81	и наконец	3	5
82	в зависимости	2	4
83	и на	4	4
84	по отношению	11	4
85	отношение к	4	4
86	сливается с	2	4
87	то же	5	4
88	слова не	1	4
89	его в	4	4
90	входит в	1	4
91	с другими	2	4
92	и иных	1	4
93	ни в	3	4
94	в отношении	2	4
95	не менее	3	4
96	в то	2	4
97	в основе	1	4
98	же время	1	4
99	зависимости от	4	4
100	что оно	1	4
101	здесь не	3	4
102	для этого	1	4
103	дело с	2	4
104	так как	9	4
