N	3gram	Vinokur_St_2	Narrotol
1	в данном случае	1	8
2	в том что	16	5
3	к тому же	2	5
4	то же время	1	4
5	в то же	1	4
6	на себя внимание	2	3
7	по отношению к	1	3
8	в этом отношении	9	3
9	обращает на себя	3	3
10	по большей части	1	3
11	для того чтобы	5	3
12	тем не менее	2	3
13	речь идет о	3	3
14	о том что	11	2
15	в самом деле	2	2
16	внимание на то	1	2
17	до сих пор	5	2
18	сами по себе	2	2
19	в отличие от	2	2
20	в зависимости от	1	2
21	одно и то	1	2
22	как раз в	2	2
23	в этом месте	2	2
24	и то же	1	2
25	в связи с	1	2
26	дело в том	4	2
27	во всяком случае	3	2
28	в свою очередь	1	2
29	на то что	2	2
30	в известном смысле	1	2
31	только потому что	2	1
32	следует подчеркнуть что	1	1
33	более или менее	2	1
34	не только с	2	1
35	не годится в	1	1
36	в том числе	1	1
37	в ответ на	1	1
38	что и для	1	1
39	он не может	1	1
40	с другой стороны	3	1
41	с точки зрения	2	1
42	что он уже	1	1
43	сам по себе	1	1
44	в той же	1	1
45	бы то ни	2	1
46	вследствие того что	1	1
47	об этом в	1	1
48	но и здесь	2	1
49	в сущности говоря	1	1
50	следующее место из	1	1
51	точно так же	1	1
52	именно в этом	1	1
53	не то что	1	1
54	не могло быть	1	1
55	не встречается ни	1	1
56	то ни было	2	1
57	в самом тексте	2	1
58	точки зрения но	1	1
59	в значительной степени	2	1
60	и совершенно не	1	1
61	к одному из	1	1
62	за все время	1	1
63	что у него	1	1
64	с легкой руки	1	1
65	будет зависеть от	1	1
66	имея в виду	1	1
67	его собственному признанию	1	1
68	но все же	2	1
69	у нее есть	1	1
70	не представляется возможным	2	1
71	к тому что	5	1
72	на самом деле	1	1
73	как она была	1	1
74	по его собственному	1	1
75	но и с	2	1
76	и т д	6	1
77	как мы видели	1	1
