N	2gram	Vinokur_Vv_1	Problema
1	и не	13	28
2	не только	21	24
3	только в	13	23
4	в виде	4	22
5	вовсе не	6	21
6	и в	27	20
7	в том	31	20
8	не просто	4	16
9	все эти	3	16
10	смысле слова	7	15
11	то что	17	15
12	потому что	14	15
13	точки зрения	7	14
14	у нас	2	14
15	той или	1	14
16	было бы	5	14
17	но и	5	14
18	также и	16	13
19	не в	8	13
20	даже и	3	13
21	или иной	1	13
22	в себе	4	12
23	том что	26	12
24	не есть	4	12
25	с точки	2	11
26	по себе	9	11
27	прежде всего	8	11
28	как будто	3	11
29	тем не	8	10
30	и его	5	10
31	не менее	8	10
32	так и	1	10
33	в качестве	7	10
34	при помощи	2	10
35	это значит	1	10
36	есть нечто	1	9
37	в этом	34	9
38	может быть	24	9
39	и даже	5	9
40	все это	6	9
41	но в	10	8
42	таким образом	19	8
43	если бы	2	8
44	значит что	1	8
45	что он	4	8
46	в той	7	8
47	в результате	3	8
48	и все	1	8
49	во всяком	3	8
50	то же	8	7
51	мы не	2	7
52	в ней	3	7
53	еще не	4	7
54	и с	2	7
55	ясно что	9	7
56	это не	8	7
57	здесь не	2	7
58	хотя бы	5	7
59	и тем	5	7
60	есть в	1	7
61	с другой	8	7
62	именно в	8	7
63	сказать что	5	7
64	а не	3	7
65	такого рода	2	7
66	сам по	1	6
67	есть не	3	6
68	мы имеем	3	6
69	а только	8	6
70	только при	1	6
71	при этом	3	6
72	об этом	5	6
73	как и	5	6
74	в данном	11	6
75	но если	3	6
76	и без	2	6
77	по крайней	4	6
78	в каком	1	6
79	же самое	2	6
80	в виду	4	6
81	и вообще	3	6
82	а также	3	6
83	крайней мере	4	6
84	что здесь	2	6
85	так что	5	6
86	в одно	1	6
87	по своему	5	6
88	но это	1	6
89	и от	1	6
90	другой стороны	5	6
91	на самом	1	5
92	действительности и	1	5
93	но не	7	5
94	как в	1	5
95	хотя и	3	5
96	в нем	13	5
97	да и	4	5
98	в них	4	5
99	мере не	1	5
100	в этих	3	5
101	и очень	1	5
102	когда мы	2	5
103	и о	1	5
104	в ее	11	5
105	данном случае	5	5
106	о том	15	5
107	можно сказать	3	5
108	своему содержанию	1	5
109	жизни и	2	5
110	уже не	5	5
111	так как	13	5
112	здесь в	1	5
113	не может	13	5
114	вместе с	6	5
115	так же	3	5
116	не существует	2	5
117	или в	1	5
118	и т	43	4
119	это и	1	4
120	что его	1	4
121	без всякого	1	4
122	кроме того	1	4
123	и есть	3	4
124	уже в	5	4
125	в этой	3	4
126	что она	3	4
127	времени и	4	4
128	отчет в	3	4
129	с тем	6	4
130	несмотря на	2	4
131	в своей	4	4
132	всяком случае	3	4
133	в одном	4	4
134	в отношении	2	4
135	отличается от	1	4
136	не имеет	4	4
137	в разных	5	4
138	в самой	1	4
139	можно было	7	4
140	жизнь и	1	4
141	с ним	1	4
142	никак не	1	4
143	во всех	2	4
144	тем более	2	4
145	одной из	3	4
146	и ее	4	4
147	или даже	1	4
148	ни с	2	4
149	что не	5	4
150	с этим	2	4
151	как бы	5	4
152	однако не	4	4
153	как раз	4	4
154	тех или	3	4
155	и для	4	4
156	же в	1	4
157	а в	5	4
158	в то	5	4
159	в какой	4	4
160	самом деле	6	3
161	в зависимости	1	3
162	то это	3	3
163	в каждой	2	3
164	и на	3	3
165	он был	1	3
166	но как	2	3
