N	3gram	Tiupa_Anal_2	Vladivir
1	в том что	6	10
2	тем не менее	3	9
3	о том что	6	8
4	с точки зрения	2	6
5	не может быть	1	6
6	более или менее	1	5
7	как раз и	1	5
8	и в этом	4	5
9	к тому же	4	5
10	точно так же	1	4
11	и то что	2	4
12	содержит в себе	3	4
13	ничего не говорит	1	4
14	в этом смысле	2	3
15	хотя бы и	1	3
16	с одной стороны	4	3
17	в то же	2	3
18	в отличие от	2	3
19	свидетельствует о том	1	2
20	не так уж	1	2
21	в таком случае	2	2
22	в этом отношении	3	2
23	о свободе воли	2	2
24	нельзя сказать что	1	2
25	не говорит о	1	2
26	в данном случае	5	2
27	так или иначе	1	2
28	в связи с	1	2
29	на себя внимание	3	2
30	а не только	2	2
31	с другой стороны	2	2
32	обращает на себя	3	2
33	то же время	2	2
34	далеко за пределы	1	2
35	на то что	2	2
36	к тому что	1	2
37	что иное как	1	1
38	не столько о	1	1
39	уже содержит в	1	1
40	в сторону и	2	1
41	сказать что в	1	1
42	между прочим и	1	1
43	внимание на то	1	1
44	в этом случае	4	1
45	то что с	1	1
46	и должны быть	1	1
47	сама по себе	1	1
48	выходит далеко за	1	1
49	в первую очередь	1	1
50	только то что	1	1
51	ко всему этому	1	1
52	как это было	1	1
53	именно в нем	1	1
54	можно было бы	2	1
55	так что все	1	1
56	одна из них	1	1
57	и даже в	1	1
58	которой он в	1	1
59	значении этого слова	1	1
60	с этой точки	1	1
61	то и другое	1	1
62	одно и то	1	1
63	отнюдь не является	1	1
64	не только в	2	1
65	на этот раз	1	1
66	в действительности является	1	1
67	и то же	1	1
68	в известном смысле	1	1
69	нам представляется что	1	1
70	но и не	1	1
71	в противном случае	1	1
72	но и его	1	1
73	то что все	1	1
74	в результате чего	2	1
75	этой точки зрения	1	1
76	а то что	1	1
77	все того же	1	1
78	сказать и о	1	1
79	бы это было	1	1
80	не только не	2	1
81	в самом деле	1	1
82	той или иной	3	1
83	но в результате	1	1
84	могут и должны	1	1
85	заключается в том	1	1
86	не только на	1	1
87	в том смысле	1	1
88	не что иное	1	1
89	как и вся	1	1
90	он не только	1	1
91	в себе не	1	1
92	те же самые	1	1
93	то же самое	1	1
94	на наш взгляд	1	1
95	то есть на	1	1
