N	4gram	Potebnia_M_4	Myshleni
1	заключается в том что	1	6
2	одного и того же	1	4
3	вместе с тем и	2	4
4	и вместе с тем	1	2
5	одной и той же	1	2
6	в силу того что	1	2
7	только в том что	1	2
8	но тем не менее	2	1
9	в прямой зависимости от	1	1
10	в том числе и	1	1
11	тем не менее не	1	1
12	то и другое имеет	1	1
13	не что иное как	2	1
14	выше мы видели что	1	1
15	и в том что	1	1
16	на том основании что	1	1
17	по отношению ко всем	1	1
18	в этом отношении не	1	1
19	то же самое слово	1	1
20	одним и тем же	1	1
21	есть не что иное	1	1
22	все более и более	2	1
