N	3gram	Bakhtin_Pr_1	RusskieA
1	в том что	7	15
2	о том что	2	4
3	к тому что	1	4
4	с точки зрения	15	3
5	мы не можем	1	3
6	в большинстве случаев	2	2
7	но это не	3	2
8	может быть и	1	2
9	друг к другу	1	2
10	в последний день	1	2
11	это не значит	2	2
12	но все же	1	2
13	все же не	1	2
14	в е годы	1	2
15	в них в	1	1
16	можно говорить о	1	1
17	по этому вопросу	1	1
18	подобно тому как	3	1
19	всяком случае не	1	1
20	не потому что	2	1
21	деле это не	1	1
22	в одном из	2	1
23	приводит его к	1	1
24	друг с другом	3	1
25	том что это	1	1
26	точно так же	1	1
27	так как в	1	1
28	в один из	1	1
29	а следовательно и	1	1
30	и в этом	3	1
31	можно сказать что	2	1
32	по нескольку раз	1	1
33	ни в одном	1	1
34	в году под	1	1
35	в противном случае	1	1
36	или может быть	1	1
37	сам он так	1	1
38	что и в	1	1
39	и его жизнь	1	1
40	так же как	1	1
41	ни одна из	1	1
42	и не только	1	1
43	в то время	2	1
44	можно было бы	3	1
45	на самом деле	3	1
46	по отношению к	11	1
47	в отличие от	2	1
48	как мы уже	2	1
49	во всяком случае	3	1
50	не только в	1	1
51	как будто бы	1	1
52	в этом отношении	5	1
53	может быть назван	1	1
54	так как только	1	1
55	мы видим что	1	1
56	и как бы	1	1
57	же как и	1	1
58	в себе и	1	1
59	тому что в	1	1
60	и наконец в	1	1
61	на этот вопрос	1	1
62	можно говорить об	1	1
63	во всех этих	1	1
64	потому что она	2	1
65	материал у него	1	1
66	в данном случае	2	1
67	потому что он	2	1
68	легко заметить что	1	1
69	как можно больше	2	1
70	хотя и не	1	1
