N	2gram	Losev_Prob_2	Dialekti
1	не есть	33	47
2	и не	37	30
3	т е	1	30
4	может быть	18	20
5	не только	24	19
6	и в	35	19
7	по себе	8	18
8	и т	6	17
9	а не	10	16
10	в себе	5	15
11	т д	6	15
12	что она	4	14
13	потому что	13	14
14	то что	38	14
15	в том	12	14
16	так как	7	14
17	и даже	11	14
18	как бы	4	14
19	вовсе не	37	13
20	то же	5	12
21	точки зрения	2	12
22	не просто	11	12
23	но и	16	12
24	значит что	4	12
25	и все	5	12
26	и как	4	10
27	что это	1	10
28	в нем	1	10
29	ни в	6	10
30	как и	5	10
31	том что	19	10
32	сказать что	24	10
33	так и	7	10
34	это не	1	10
35	по крайней	6	9
36	никогда не	1	9
37	времени и	1	9
38	крайней мере	6	9
39	же и	2	9
40	не может	13	9
41	она есть	1	9
42	мы уже	3	8
43	в этом	17	8
44	не в	2	8
45	есть нечто	7	8
46	она не	3	8
47	прежде всего	11	8
48	это есть	1	8
49	это значит	4	8
50	и то	10	7
51	есть не	6	7
52	время как	1	7
53	сама по	4	7
54	так что	11	7
55	и к	3	7
56	должно быть	2	7
57	как это	1	7
58	и притом	3	7
59	только тогда	3	7
60	но что	1	7
61	как будто	6	7
62	совершенно не	2	7
63	но это	6	7
64	что в	11	7
65	чтобы не	2	6
66	я не	1	6
67	но не	4	6
68	что они	3	6
69	отнюдь не	5	6
70	тогда когда	3	6
71	в то	6	6
72	и вообще	16	6
73	и та	1	6
74	что он	4	6
75	есть ни	3	6
76	конечно не	2	6
77	не потому	1	6
78	что не	5	6
79	того что	12	6
80	да и	10	6
81	есть и	1	6
82	и потому	1	5
83	и это	5	5
84	должна быть	1	5
85	говорить о	10	5
86	есть ли	1	5
87	в силу	1	5
88	все равно	3	5
89	иной раз	3	5
90	и его	1	5
91	на свете	4	5
92	и с	10	5
93	в виду	8	5
94	сознания и	2	5
95	о том	18	5
96	и что	13	5
97	можно сказать	6	5
98	но как	6	5
99	не мешает	1	5
100	не то	2	5
101	что и	2	5
102	с другой	6	5
103	а именно	6	5
104	и следовательно	4	5
105	в одно	2	5
106	по своему	5	5
107	в смысле	1	5
